Year,Type,Country,Athlete,Sport,Medal,Age
1898,Summer,Australia,Frank Garcia,Rowing,Gold,28
1898,Summer,Russia,Michael Gutierrez,Basketball,Silver,24
1898,Summer,South Korea,Nathan Price,Gymnastics,Gold,25
1898,Summer,Japan,Angela Vargas,Cycling,,37
1898,Summer,China,Matthew Morgan,Weightlifting,Bronze,29
1898,Summer,Brazil,Miguel Curry,Boxing,Bronze,29
1898,Summer,South Korea,Charles West,Weightlifting,,27
1898,Summer,Russia,Anna Martin,Basketball,Bronze,37
1898,Summer,Canada,Kenneth Howard,Boxing,Silver,37
1898,Summer,Canada,Ronald Bass,Tennis,Silver,30
1898,Summer,Italy,Melissa Barrera,Basketball,,38
1898,Summer,South Korea,Teresa Tran,Weightlifting,Gold,29
1898,Summer,South Africa,Carol Townsend,Weightlifting,,24
1898,Summer,China,Melissa Vasquez,Tennis,Bronze,23
1898,Summer,Australia,Allison Lopez,Cycling,,34
1898,Summer,South Korea,Bridget Torres,Swimming,Bronze,35
1898,Summer,China,Christopher Wheeler,Rowing,Bronze,34
1898,Summer,France,Donna Allen,Rowing,,18
1898,Summer,Russia,Christopher Acevedo,Basketball,Gold,37
1898,Summer,Japan,Christina Scott,Cycling,Bronze,20
1898,Summer,China,Adam Manning,Weightlifting,,35
1898,Summer,Italy,Renee Baker,Gymnastics,Bronze,25
1898,Summer,Australia,Michelle Holder,Boxing,Silver,32
1898,Summer,India,Erik Cook,Swimming,Bronze,20
1898,Summer,Brazil,Yvonne Patterson,Boxing,Gold,25
1898,Summer,China,Karen Wheeler,Athletics,Bronze,23
1898,Summer,UK,Terry Carter,Gymnastics,Silver,25
1898,Summer,Australia,Ashley Jones,Athletics,Gold,34
1898,Summer,Russia,Haley Frey,Basketball,Gold,33
1898,Summer,Australia,Jessica Andrews,Tennis,Gold,28
1898,Summer,UK,Albert Nelson,Swimming,Gold,36
1898,Summer,Russia,Isaac Floyd,Gymnastics,,19
1898,Summer,France,Joseph Boyd,Gymnastics,Gold,26
1898,Summer,South Africa,Daniel Stewart,Tennis,Silver,25
1898,Summer,South Korea,Nicole Peterson,Basketball,Gold,36
1898,Summer,Brazil,Tonya Riley,Soccer,Gold,38
1898,Summer,UK,Colton Rollins,Weightlifting,Gold,32
1898,Summer,Australia,David Schwartz,Cycling,Bronze,38
1898,Summer,Italy,Molly Martin,Tennis,,26
