Year,Type,Country,Athlete,Sport,Medal,Age
1966,Summer,Japan,Jose Jacobs,Boxing,Bronze,31
1966,Summer,South Korea,Sarah Wilson,Weightlifting,Silver,20
1966,Summer,South Korea,Craig Durham,Weightlifting,Bronze,39
1966,Summer,USA,Steve Lewis,Gymnastics,Gold,22
1966,Summer,UK,Thomas Kelly,Cycling,Silver,31
1966,Summer,Brazil,Anthony Williams,Weightlifting,Silver,26
1966,Summer,Canada,Stacey Burns,Soccer,Bronze,22
1966,Summer,Germany,Sarah Kelly,Rowing,Gold,27
1966,Summer,South Africa,Tammy Jones,Weightlifting,Bronze,18
1966,Summer,Germany,Joseph Washington,Swimming,Gold,32
1966,Summer,Russia,Heather Anderson,Tennis,Silver,35
1966,Summer,Canada,Holly Martin,Tennis,Bronze,21
1966,Summer,South Africa,Eric Edwards,Soccer,,18
1966,Summer,China,Kerry Lopez,Weightlifting,,26
1966,Summer,USA,Mary Thompson,Boxing,Silver,40
1966,Summer,UK,Jennifer Francis,Rowing,,24
1966,Summer,South Africa,Cheryl Green,Cycling,Silver,38
1966,Summer,Brazil,Carmen Kim,Cycling,,37
1966,Summer,Italy,Randall Vincent,Boxing,Bronze,18
1966,Summer,Brazil,Daniel Green,Boxing,Bronze,38
1966,Summer,France,Thomas Kelley,Rowing,Gold,40
1966,Summer,Russia,James Franklin,Rowing,Gold,39
1966,Summer,USA,Stephanie Rodriguez,Boxing,Gold,28
1966,Summer,USA,Jessica Chambers,Cycling,Bronze,27
1966,Summer,USA,April Juarez,Swimming,Silver,28
1966,Summer,Japan,Jordan Schwartz,Basketball,,23
1966,Summer,USA,Sheila Bishop,Tennis,,29
1966,Summer,USA,Taylor Chandler,Tennis,Bronze,40
1966,Summer,Australia,Mikayla Smith,Weightlifting,Silver,34
1966,Summer,India,Justin Perez,Tennis,Silver,30
1966,Summer,South Korea,Dawn Brown,Tennis,,30
1966,Summer,India,Mr. Nathaniel Johns,Swimming,Silver,37
1966,Summer,Russia,Mathew Young,Gymnastics,Silver,20
1966,Summer,South Korea,Nicholas Rodriguez,Swimming,,20
1966,Summer,Canada,Amber Lyons,Soccer,Gold,36
1966,Summer,UK,Terry Cook,Boxing,Bronze,28
1966,Summer,China,Richard Romero,Swimming,Bronze,19
1966,Summer,UK,Jeffrey Sexton,Swimming,Bronze,34
1966,Summer,China,Wendy Zimmerman,Rowing,,38
1966,Summer,Japan,Michael Perez,Gymnastics,Gold,30
1966,Summer,Brazil,Kenneth Smith,Basketball,Gold,35
1966,Summer,France,Jessica Yoder,Gymnastics,,39
