Year,Type,Country,Athlete,Sport,Medal,Age
1970,Winter,Canada,Christopher Gentry,Snowboarding,Silver,25
1970,Winter,China,Joyce Wilson,Snowboarding,Silver,26
1970,Winter,France,Wanda Thomas,Figure Skating,Gold,18
1970,Winter,Russia,Evan Wallace,Snowboarding,,37
1970,Winter,India,Rebecca Barrett,Bobsleigh,Bronze,23
1970,Winter,Japan,Cynthia Butler,Bobsleigh,Bronze,36
1970,Winter,Germany,Henry Glover,Skiing,,18
1970,Winter,Italy,Jonathan Compton,Curling,Gold,29
1970,Winter,France,Andrew Perez,Bobsleigh,Bronze,23
1970,Winter,USA,Mark Brown,Speed Skating,Bronze,30
1970,Winter,Japan,Matthew Harris,Bobsleigh,,26
1970,Winter,Russia,James Chapman,Ice Hockey,Silver,23
1970,Winter,South Korea,Bridget Rowe,Figure Skating,Gold,36
1970,Winter,China,Caleb Hodges,Bobsleigh,Silver,28
1970,Winter,Australia,Marie Nguyen,Ice Hockey,Bronze,28
1970,Winter,Japan,Matthew Warren,Ice Hockey,,39
1970,Winter,Germany,Thomas Stewart,Curling,,32
1970,Winter,Australia,John Davis,Bobsleigh,Gold,28
1970,Winter,Russia,Daniel Owens,Snowboarding,Silver,35
1970,Winter,South Africa,Trevor Jimenez,Biathlon,Silver,32
1970,Winter,India,Dawn Herring,Skiing,Bronze,23
1970,Winter,Russia,Daniel Christian,Bobsleigh,,30
1970,Winter,USA,Laura Tyler,Biathlon,Gold,18
1970,Winter,Canada,Walter Wolfe,Figure Skating,Gold,38
1970,Winter,Italy,Zachary Roth,Ice Hockey,,22
1970,Winter,Australia,Scott Johnson,Skiing,Gold,20
1970,Winter,India,Shelly Zavala,Bobsleigh,,28
1970,Winter,South Africa,Caitlin Murphy,Figure Skating,Silver,26
1970,Winter,Russia,Christina Simmons,Ice Hockey,Silver,22
1970,Winter,Russia,Stephanie Villarreal,Biathlon,Bronze,24
1970,Winter,Brazil,Cheryl Key,Snowboarding,,18
1970,Winter,Japan,Robert Powell,Speed Skating,,19
1970,Winter,South Korea,Thomas Mullins,Figure Skating,,18
1970,Winter,Germany,Nicole Ellis,Skiing,,30
1970,Winter,South Korea,Mark Copeland,Speed Skating,Bronze,23
1970,Winter,Russia,David Blevins,Snowboarding,Silver,26
1970,Winter,South Africa,Andrew Hopkins,Snowboarding,Gold,39
1970,Winter,India,Crystal Norton,Speed Skating,Silver,33
1970,Winter,USA,Douglas Rose,Biathlon,Bronze,24
1970,Winter,China,Stuart Thomas,Speed Skating,Gold,32
1970,Winter,Canada,Jonathan Nelson,Speed Skating,Silver,32
1970,Winter,South Africa,Justin Smith,Bobsleigh,Silver,24
1970,Winter,South Korea,Nathan Moore MD,Speed Skating,Silver,18
1970,Winter,USA,Becky Taylor,Biathlon,Silver,19
1970,Winter,Brazil,Drew Perez,Ice Hockey,Silver,34
1970,Winter,Brazil,Victoria Edwards,Bobsleigh,Silver,31
1970,Winter,Australia,Dr. Isabel Evans,Figure Skating,,28
1970,Winter,Canada,Ernest Garcia,Skiing,,33
1970,Winter,South Korea,Ashley Poole,Bobsleigh,Silver,29
1970,Winter,France,Carolyn Miller,Biathlon,Bronze,39
1970,Winter,South Africa,Cody Herrera,Ice Hockey,Gold,31
