Year,Type,Country,Athlete,Sport,Medal,Age
2022,Summer,France,Carol Foster,Gymnastics,Gold,34
2022,Summer,Italy,Samuel Rogers,Boxing,Bronze,31
2022,Summer,Canada,Jose Williams,Basketball,Silver,20
2022,Summer,UK,Andrea Fernandez,Basketball,Gold,37
2022,Summer,India,Edward Thomas,Soccer,,37
2022,Summer,South Africa,Holly Smith,Soccer,Gold,30
2022,Summer,Canada,April Moore,Gymnastics,Bronze,39
2022,Summer,Japan,Thomas Hernandez,Soccer,,29
2022,Summer,South Korea,Brandi Johnson,Basketball,Gold,26
2022,Summer,Japan,Christopher Austin,Athletics,Bronze,39
2022,Summer,India,Steven Gallagher II,Cycling,Gold,30
2022,Summer,UK,Ronald Gordon,Soccer,Silver,18
2022,Summer,South Korea,Stacey Williams,Rowing,Bronze,32
2022,Summer,France,Heather Clark,Soccer,Bronze,37
2022,Summer,China,Andrew Andrews,Swimming,Bronze,39
2022,Summer,South Korea,Jay Johnson,Gymnastics,Gold,30
2022,Summer,USA,Paul Moore,Basketball,Bronze,25
2022,Summer,Germany,Charles Collins,Tennis,Silver,25
2022,Summer,UK,Daniel Hicks,Tennis,Bronze,33
2022,Summer,Australia,Cynthia Moreno,Boxing,Silver,20
2022,Summer,UK,Kimberly Young,Athletics,Gold,27
2022,Summer,Brazil,Joe Doyle,Soccer,Silver,35
2022,Summer,USA,Alex Mcdonald,Soccer,,29
2022,Summer,South Korea,Anthony Lamb,Rowing,Gold,29
2022,Summer,UK,April Perez,Boxing,,39
2022,Summer,Brazil,David Payne,Tennis,Silver,24
2022,Summer,India,Robin Gomez,Athletics,,19
2022,Summer,Germany,Douglas Perez,Boxing,Silver,38
2022,Summer,South Korea,Patricia Gaines,Weightlifting,Gold,22
2022,Summer,Russia,Carl James,Rowing,Gold,34
2022,Summer,South Africa,Charles Moore,Weightlifting,,30
2022,Summer,Brazil,Sara Stewart,Swimming,Bronze,24
2022,Summer,China,Anthony Mendoza,Swimming,Gold,37
2022,Summer,Germany,Jacqueline Morgan,Tennis,,27
2022,Summer,Brazil,Sonya Forbes,Weightlifting,Bronze,29
2022,Summer,USA,Cole Clark,Basketball,,21
2022,Summer,USA,Catherine Wu,Rowing,Silver,33
2022,Summer,UK,Yolanda Moore,Athletics,Bronze,31
2022,Summer,South Korea,Paul Anderson,Athletics,Silver,31
2022,Summer,China,Joseph Brown DDS,Cycling,,39
2022,Summer,China,Sandra Carter,Weightlifting,,27
2022,Summer,Brazil,Savannah Erickson,Rowing,,34
2022,Summer,Italy,Vanessa Molina,Swimming,Gold,35
2022,Summer,France,Jacob Jackson,Cycling,Bronze,37
2022,Summer,Australia,Joshua Wade,Weightlifting,Silver,31
2022,Summer,Canada,Savannah Lang,Tennis,,23
2022,Summer,South Africa,James Burns,Rowing,Silver,26
2022,Summer,South Korea,Russell Rios,Athletics,,30
2022,Summer,Brazil,Derek Davies,Athletics,Bronze,25
2022,Summer,UK,Stephen Andrews,Cycling,Bronze,32
2022,Summer,Japan,Kevin Flynn,Tennis,Silver,24
2022,Summer,Japan,Cody Robertson,Cycling,Silver,19
2022,Summer,Germany,Brett Guerrero,Boxing,,25
2022,Summer,Germany,Matthew Cook,Weightlifting,Silver,24
2022,Summer,China,Heather Christian,Tennis,Gold,21
2022,Summer,India,Rebecca Lee,Athletics,Gold,22
2022,Summer,South Korea,Paula Allen,Basketball,Silver,24
2022,Summer,Australia,Christopher Hernandez,Rowing,Gold,32
2022,Summer,Brazil,Ashlee Navarro,Soccer,Silver,21
2022,Summer,UK,Frederick Williams,Soccer,Gold,27
2022,Summer,UK,Heather Robertson,Gymnastics,Silver,28
2022,Summer,Australia,David Henderson,Cycling,,21
2022,Summer,France,Jack Sanchez,Swimming,Silver,28
2022,Summer,South Korea,Whitney Brown,Gymnastics,Gold,19
2022,Summer,Brazil,Alexandra Church,Swimming,Gold,32
2022,Summer,South Korea,Walter Miller,Soccer,Silver,20
2022,Summer,Australia,Amber Jenkins,Boxing,,25
2022,Summer,Russia,Kimberly Smith,Boxing,,32
2022,Summer,Brazil,Jason Ramsey,Tennis,Bronze,39
2022,Summer,Canada,Jenny Casey,Weightlifting,Bronze,35
2022,Summer,South Africa,Michael Pierce,Boxing,Bronze,31
2022,Summer,China,Robert Lin,Basketball,Silver,36
2022,Summer,Germany,Shannon Fleming,Boxing,Silver,38
2022,Summer,Japan,Zachary Andrews,Weightlifting,,36
2022,Summer,Brazil,Curtis Cobb,Rowing,Silver,33
2022,Summer,China,Pamela Gregory,Swimming,Bronze,23
2022,Summer,Russia,Brenda Flores,Soccer,Gold,26
2022,Summer,Russia,John Williams,Boxing,Bronze,22
2022,Summer,Japan,Sara Jacobson,Athletics,Bronze,23
2022,Summer,Germany,Anna Smith,Gymnastics,Bronze,30
2022,Summer,Japan,Laurie Gonzalez,Soccer,,39
2022,Summer,Italy,Sarah Wallace,Soccer,,30
2022,Summer,Russia,Lee Bruce,Gymnastics,Silver,22
2022,Summer,South Korea,Tracy Kaufman,Soccer,,22
2022,Summer,Germany,Lori Rojas,Gymnastics,Gold,19
2022,Summer,India,Darryl Hill,Rowing,Bronze,38
2022,Summer,India,Penny Mata,Basketball,,38
2022,Summer,UK,Sarah Nguyen,Rowing,Silver,21
2022,Summer,Italy,Dr. Jeremy Chavez,Weightlifting,Gold,38
2022,Summer,South Korea,Laura Green,Basketball,Silver,33
2022,Summer,France,Michael Reyes,Cycling,Silver,24
2022,Summer,France,Kristen Henson,Swimming,Silver,24
2022,Summer,South Africa,Adam Blevins,Basketball,Silver,35
2022,Summer,South Africa,Erica Gray,Boxing,,34
2022,Summer,China,Christina York,Weightlifting,Silver,33
2022,Summer,South Africa,Joseph Sandoval,Weightlifting,Gold,37
2022,Summer,South Africa,James Hartman,Tennis,Bronze,21
2022,Summer,Russia,Cheryl Moore,Boxing,Silver,36
2022,Summer,South Africa,Ryan Patton,Weightlifting,Silver,23
2022,Summer,Russia,Kenneth Hodges,Basketball,,28
2022,Summer,India,Steven Walton,Gymnastics,Gold,39
2022,Summer,USA,Daniel Patel,Tennis,Gold,38
2022,Summer,Russia,Gregory Simon,Boxing,Bronze,38
2022,Summer,Canada,Joseph Hernandez,Weightlifting,Silver,25
2022,Summer,USA,Derrick Becker,Tennis,Bronze,19
2022,Summer,Russia,Alejandro Combs,Swimming,Gold,26
2022,Summer,Canada,Jesus Clark,Boxing,Bronze,28
2022,Summer,France,Eric Bender,Rowing,Gold,40
2022,Summer,Germany,Jenny Davis,Gymnastics,,25
2022,Summer,USA,Elizabeth Walker,Boxing,Bronze,40
2022,Summer,UK,Madeline Frye,Rowing,,31
2022,Summer,Germany,Jennifer Ali,Basketball,Gold,26
2022,Summer,Russia,Andrea Richardson,Boxing,,19
2022,Summer,USA,James Nguyen,Boxing,Silver,25
2022,Summer,Russia,Diana Newton,Rowing,Silver,21
2022,Summer,South Korea,Benjamin Hall,Rowing,Gold,24
2022,Summer,India,Francisco Herrera,Rowing,Gold,35
2022,Summer,Germany,Marilyn Smith,Soccer,Gold,35
2022,Summer,Australia,Charles Bonilla,Cycling,Bronze,38
2022,Summer,Australia,Rachel Wright,Athletics,,22
