Year,Type,Country,Athlete,Sport,Medal,Age
1991,Summer,Australia,David White,Tennis,Bronze,19
1991,Summer,Italy,Vincent Hood,Basketball,Silver,26
1991,Summer,China,Regina Torres,Weightlifting,,20
1991,Summer,Germany,Michael Reed,Soccer,,19
1991,Summer,Brazil,Alexis Grant,Tennis,Bronze,35
1991,Summer,Canada,Richard Harmon,Tennis,Gold,40
1991,Summer,Brazil,Michael Maldonado,Rowing,,37
1991,Summer,India,Gina Marks,Tennis,Bronze,32
1991,Summer,Russia,Bob York,Basketball,,29
1991,Summer,South Korea,Timothy Mcdonald,Tennis,,19
1991,Summer,Canada,Joshua Young,Basketball,Bronze,37
1991,Summer,Brazil,Cynthia Stone,Rowing,Gold,34
1991,Summer,Canada,Victor Byrd,Gymnastics,Silver,24
1991,Summer,UK,James Acevedo,Tennis,,29
1991,Summer,India,Leslie Brown,Tennis,Silver,29
1991,Summer,Russia,Bryan Wright,Weightlifting,Gold,22
1991,Summer,Japan,Jennifer Howard,Rowing,Silver,39
1991,Summer,Canada,Maria Hamilton,Basketball,Silver,24
1991,Summer,South Korea,Melissa Gonzalez,Swimming,Gold,21
1991,Summer,USA,Kevin Davis,Basketball,Bronze,28
1991,Summer,India,Donald Kelley,Gymnastics,Silver,22
1991,Summer,UK,Erika Young,Weightlifting,Silver,21
1991,Summer,Brazil,Katie Bailey,Boxing,Silver,21
1991,Summer,Russia,Jennifer Armstrong,Cycling,Gold,36
1991,Summer,Canada,Amanda Thomas,Basketball,Silver,19
1991,Summer,UK,Erik Barry,Gymnastics,,22
1991,Summer,South Korea,Christopher Hickman,Boxing,,23
1991,Summer,Germany,David Cook,Athletics,Bronze,30
1991,Summer,South Korea,Mike Guerrero,Soccer,Gold,40
1991,Summer,South Africa,Jennifer Krause,Tennis,Silver,31
1991,Summer,UK,Karen Dean,Basketball,Silver,20
1991,Summer,Japan,Melinda Sanchez,Cycling,,26
1991,Summer,USA,Tina Douglas,Gymnastics,Bronze,20
1991,Summer,Australia,Kerry Miller,Soccer,,20
1991,Summer,Brazil,Catherine Anderson,Tennis,Gold,31
1991,Summer,Brazil,David Cummings,Cycling,Gold,23
1991,Summer,Australia,David Webb,Gymnastics,Gold,25
1991,Summer,Brazil,Angela Howard,Athletics,Silver,30
1991,Summer,China,Norman Clarke,Swimming,Gold,33
1991,Summer,China,Kaitlyn Peters MD,Cycling,Gold,23
1991,Summer,Brazil,Charles Campbell,Athletics,Silver,35
1991,Summer,South Africa,Mrs. Nicole Cuevas MD,Swimming,Silver,35
1991,Summer,Germany,Joshua Silva,Gymnastics,Gold,26
1991,Summer,Brazil,Deborah Roberts,Rowing,Silver,20
1991,Summer,Russia,Amber Hardy,Swimming,Silver,28
1991,Summer,USA,Eric Holland,Gymnastics,Gold,40
1991,Summer,Canada,Maria Miller,Tennis,,26
1991,Summer,Italy,Angela Murphy,Rowing,Gold,39
1991,Summer,France,Alan Anderson,Athletics,Bronze,19
1991,Summer,France,Lauren Thomas,Cycling,Silver,38
1991,Summer,China,Matthew Kim,Soccer,Silver,39
1991,Summer,Australia,Keith Goodman,Gymnastics,,34
1991,Summer,India,Lauren Thompson,Basketball,,21
1991,Summer,South Korea,Ryan Hernandez,Tennis,Silver,40
1991,Summer,South Korea,Nancy Anderson,Weightlifting,Silver,33
1991,Summer,Russia,Steve Gordon,Cycling,Silver,25
1991,Summer,France,Darrell Hanson,Athletics,Gold,36
1991,Summer,USA,Stephen Giles,Cycling,Gold,26
1991,Summer,France,Kimberly Baker,Cycling,Silver,34
1991,Summer,China,Joseph Brennan,Gymnastics,Gold,24
1991,Summer,France,Vanessa Woodward,Boxing,Bronze,19
1991,Summer,South Korea,Lori Maynard,Cycling,Bronze,34
1991,Summer,UK,Jamie Johnson,Tennis,Silver,22
1991,Summer,South Africa,Christine Cummings,Swimming,Silver,25
1991,Summer,Italy,Cassidy Frank,Weightlifting,Gold,18
1991,Summer,South Korea,Krystal Horn,Boxing,,23
1991,Summer,France,Nathan Ramos,Athletics,Bronze,20
1991,Summer,Brazil,Nancy Brady,Weightlifting,Silver,19
1991,Summer,Germany,Becky Roberts,Athletics,Silver,28
1991,Summer,Japan,David Freeman,Soccer,Bronze,28
1991,Summer,Brazil,Susan Torres,Soccer,Bronze,28
1991,Summer,Canada,Emily Fields,Gymnastics,Bronze,20
1991,Summer,USA,Amber Mccall,Rowing,Gold,27
1991,Summer,Japan,Christopher Davis,Weightlifting,Bronze,29
1991,Summer,France,Stanley Cummings,Rowing,Silver,35
1991,Summer,South Africa,John Mclaughlin,Rowing,,36
1991,Summer,USA,Jennifer Curtis,Tennis,Silver,21
1991,Summer,China,Margaret Williams,Basketball,Gold,35
1991,Summer,France,William Boyer,Athletics,Bronze,18
1991,Summer,UK,Christine Ball,Weightlifting,Bronze,32
1991,Summer,Russia,Meagan Schwartz,Gymnastics,Bronze,29
1991,Summer,USA,Joshua Ali,Boxing,Gold,25
1991,Summer,South Korea,Theodore Jones,Swimming,Gold,37
1991,Summer,UK,Christopher Spencer,Cycling,,27
1991,Summer,France,Shawn Mueller,Cycling,,40
1991,Summer,Japan,Shari Collins,Basketball,Bronze,23
1991,Summer,Italy,Rebecca Krause,Swimming,,35
1991,Summer,India,Karen Wood,Swimming,Silver,29
1991,Summer,Italy,Kevin Little,Athletics,Bronze,23
1991,Summer,China,Mr. John Williams,Boxing,Bronze,37
1991,Summer,Brazil,Amanda Ritter,Boxing,Gold,32
1991,Summer,South Korea,Robert Jones,Weightlifting,Bronze,33
1991,Summer,Italy,Jordan Robertson,Rowing,Bronze,32
1991,Summer,Germany,Steven Park,Gymnastics,,29
1991,Summer,Italy,David Lowe,Tennis,Silver,24
1991,Summer,Canada,Daniel Snyder,Athletics,Silver,40
1991,Summer,China,Mrs. Tracey Pham DDS,Boxing,Gold,32
1991,Summer,France,Tammy Scott,Boxing,Silver,18
1991,Summer,South Africa,Michael Ingram,Athletics,Gold,33
1991,Summer,UK,Thomas Bowers,Rowing,Bronze,30
1991,Summer,China,Kayla Walker,Swimming,,34
1991,Summer,Australia,Daniel Weaver,Tennis,,32
1991,Summer,Russia,Mary Cooper,Rowing,,33
1991,Summer,China,Travis Turner,Tennis,Silver,37
1991,Summer,Italy,Vincent Pugh,Soccer,Silver,21
1991,Summer,China,Teresa Tanner,Basketball,Silver,35
1991,Summer,Russia,Keith Scott,Tennis,,23
1991,Summer,USA,Shane Cummings,Athletics,Silver,34
1991,Summer,South Africa,Jeff Flores,Boxing,Bronze,19
1991,Summer,USA,Jennifer Morales,Soccer,Silver,39
1991,Summer,South Korea,Alyssa Long,Cycling,Gold,37
1991,Summer,France,Nathaniel Phillips,Tennis,,22
1991,Summer,Germany,Carly Hunter,Soccer,,36
1991,Summer,France,Stephen Flores,Rowing,Silver,33
1991,Summer,Germany,Laura Duran,Rowing,Silver,29
1991,Summer,Italy,Brooke Wilson,Basketball,,37
1991,Summer,Russia,Adam Martinez,Cycling,Bronze,39
1991,Summer,Japan,John Johnson,Soccer,,23
1991,Summer,South Korea,Amanda Clarke,Cycling,Silver,20
1991,Summer,China,John Johnson,Boxing,,24
1991,Summer,India,Victoria Durham,Basketball,Gold,38
1991,Summer,Brazil,Kelly Payne,Boxing,Gold,37
1991,Summer,Japan,Kathryn Long,Boxing,,26
1991,Summer,Australia,Chris Meadows,Rowing,,27
