Year,Type,Country,Athlete,Sport,Medal,Age
1916,Winter,China,Heather Woods,Curling,,20
1916,Winter,South Africa,Alexandra Baldwin,Snowboarding,,20
1916,Winter,Canada,Andrew York,Bobsleigh,Gold,21
1916,Winter,Brazil,Michael Mcguire,Bobsleigh,Silver,28
1916,Winter,Japan,Nicholas Rodgers,Speed Skating,Gold,29
1916,Winter,France,Ivan Walton,Biathlon,Gold,33
1916,Winter,South Korea,Sherri Fitzpatrick,Snowboarding,Bronze,39
1916,Winter,Italy,Lisa Morris,Biathlon,Gold,36
1916,Winter,France,Thomas Dunn,Ice Hockey,,20
1916,Winter,China,Philip Gordon,Bobsleigh,Gold,33
1916,Winter,Japan,Katrina Ashley,Biathlon,Silver,39
1916,Winter,South Africa,Joanne Rivera,Speed Skating,Silver,21
1916,Winter,Brazil,Stephen Drake,Figure Skating,,18
1916,Winter,India,Sarah Johnson,Snowboarding,Silver,32
1916,Winter,UK,Alisha Klein,Figure Skating,Silver,40
1916,Winter,Australia,Bryce Murphy,Curling,Silver,22
1916,Winter,Japan,John Burnett,Snowboarding,Silver,20
1916,Winter,Germany,Tammy Ortega,Skiing,Bronze,36
1916,Winter,Australia,Michael Dixon,Skiing,,36
1916,Winter,South Africa,Ruth Morrison,Snowboarding,,37
1916,Winter,Brazil,Emily Alvarado,Speed Skating,Bronze,32
1916,Winter,Canada,Brian Mills,Snowboarding,Gold,25
1916,Winter,South Korea,Ryan Taylor,Figure Skating,Silver,20
1916,Winter,Australia,Dennis Cross,Figure Skating,Silver,29
1916,Winter,Germany,Carrie Johnson,Bobsleigh,Gold,35
1916,Winter,Canada,Kathy Richardson,Speed Skating,Silver,21
1916,Winter,France,Elizabeth Coleman,Curling,,39
1916,Winter,India,Nicholas Chan,Speed Skating,Silver,25
1916,Winter,South Korea,Max Santana,Curling,,22
1916,Winter,USA,Susan Moon,Figure Skating,Gold,37
1916,Winter,China,Matthew Andrade,Skiing,,37
1916,Winter,Australia,Jeffery Kelly,Speed Skating,Silver,34
1916,Winter,Germany,Janet Wilson,Snowboarding,Bronze,37
1916,Winter,Brazil,Emily Lopez,Ice Hockey,Bronze,21
1916,Winter,India,Jennifer Watts,Curling,,20
1916,Winter,Japan,Michael Martinez,Skiing,Silver,34
1916,Winter,USA,Corey Bray,Biathlon,Gold,30
1916,Winter,China,Rodney Mills,Snowboarding,Bronze,18
1916,Winter,Canada,Maria Padilla,Snowboarding,Bronze,31
1916,Winter,Canada,Kathy Combs,Skiing,Gold,28
1916,Winter,France,Caitlin Sanchez,Ice Hockey,Gold,40
1916,Winter,South Korea,Kara Burns,Speed Skating,,38
1916,Winter,Russia,Ashley Valdez,Biathlon,Silver,28
1916,Winter,Canada,Robert Taylor,Ice Hockey,Silver,32
1916,Winter,India,Michael Garcia,Figure Skating,Bronze,31
1916,Winter,France,Jessica Tucker,Biathlon,Bronze,32
1916,Winter,Canada,James Mcdonald,Figure Skating,Gold,32
1916,Winter,South Korea,Melissa Mann,Bobsleigh,,24
1916,Winter,USA,Jennifer Proctor,Figure Skating,Gold,23
1916,Winter,South Africa,Rachel Hayes,Bobsleigh,Silver,24
1916,Winter,Germany,Andrea Parks,Bobsleigh,Silver,27
1916,Winter,South Korea,Christian Campbell,Biathlon,Silver,25
1916,Winter,South Africa,Cory Oconnor,Skiing,Bronze,40
1916,Winter,Germany,Tyler Romero,Bobsleigh,Silver,36
1916,Winter,Brazil,Tyler Foster,Skiing,Gold,20
1916,Winter,USA,Steve Wright,Ice Hockey,Bronze,28
1916,Winter,Australia,Donald Taylor DDS,Figure Skating,Silver,23
1916,Winter,Germany,Katelyn Kelley,Bobsleigh,,20
1916,Winter,Canada,Dustin Smith,Snowboarding,Gold,37
1916,Winter,Australia,Miss Samantha Dyer DDS,Skiing,Bronze,35
1916,Winter,UK,Robert Porter,Biathlon,,31
1916,Winter,South Korea,Michelle Forbes,Snowboarding,Silver,38
1916,Winter,Canada,William Montgomery,Curling,Silver,25
1916,Winter,Australia,Barbara Hull,Snowboarding,Bronze,36
1916,Winter,UK,Steven George,Snowboarding,Bronze,27
1916,Winter,China,Jack Morrow,Curling,Bronze,32
1916,Winter,Canada,Ryan Burns,Bobsleigh,Bronze,28
1916,Winter,Russia,Samuel Clark,Ice Hockey,Silver,36
1916,Winter,Brazil,Colleen Davis,Snowboarding,,33
1916,Winter,Canada,Lori Sims,Snowboarding,Silver,29
1916,Winter,China,Kathy Nunez,Skiing,,32
1916,Winter,Brazil,Henry Morgan,Biathlon,Silver,34
1916,Winter,France,Deanna Warren,Ice Hockey,Bronze,18
1916,Winter,Canada,Wendy Marshall,Speed Skating,Gold,30
1916,Winter,Canada,Teresa Lynn,Figure Skating,Bronze,20
1916,Winter,Italy,Dustin Edwards,Bobsleigh,,27
1916,Winter,India,Luis Washington,Figure Skating,Silver,34
1916,Winter,South Africa,Jennifer Williams,Snowboarding,Bronze,33
1916,Winter,Canada,Mitchell Blackwell,Curling,Silver,25
1916,Winter,South Africa,Angela Jordan,Biathlon,,30
1916,Winter,South Korea,Michael Reeves,Snowboarding,Bronze,27
1916,Winter,Canada,Connie Farrell,Speed Skating,Gold,23
1916,Winter,India,Cristian Mason,Biathlon,Gold,24
1916,Winter,South Africa,Thomas Taylor,Biathlon,,23
1916,Winter,Japan,Maria Baker,Ice Hockey,Silver,25
1916,Winter,Brazil,Angel Kaufman,Biathlon,,30
1916,Winter,South Africa,Michael Donovan,Biathlon,Silver,20
1916,Winter,Brazil,Garrett Burke,Snowboarding,,31
1916,Winter,South Korea,Alan Pugh,Bobsleigh,Gold,27
1916,Winter,USA,Carl James,Curling,Gold,21
1916,Winter,USA,Larry Roberts,Biathlon,Gold,25
1916,Winter,China,Madison White,Skiing,,23
1916,Winter,UK,Emily Peterson,Skiing,Bronze,29
1916,Winter,Russia,Vicki Morris,Skiing,Silver,28
1916,Winter,Australia,Deborah Porter,Curling,,39
1916,Winter,Canada,Robert Sims,Bobsleigh,Bronze,38
