Year,Type,Country,Athlete,Sport,Medal,Age
1899,Winter,Brazil,Bridget Casey,Figure Skating,Silver,37
1899,Winter,India,Taylor Petersen,Biathlon,Bronze,37
1899,Winter,South Africa,Wanda Mcgee,Speed Skating,Gold,39
1899,Winter,Brazil,Michael Dunn,Curling,,35
1899,Winter,Brazil,Jeremy Bailey,Speed Skating,Bronze,35
1899,Winter,Japan,Ian Hurst,Biathlon,Gold,20
1899,Winter,South Africa,Kerry Castro,Speed Skating,Gold,34
1899,Winter,South Korea,Kaitlyn Mcclain,Figure Skating,,22
1899,Winter,China,Greg Brooks,Bobsleigh,Gold,26
1899,Winter,Canada,Mark Paul,Ice Hockey,Gold,39
1899,Winter,USA,Matthew Chapman,Bobsleigh,Gold,35
1899,Winter,France,John Smith,Snowboarding,Gold,28
1899,Winter,Russia,Vincent Wheeler,Biathlon,,35
1899,Winter,Japan,Maxwell Gardner,Snowboarding,Silver,29
1899,Winter,South Africa,Melissa Clark,Biathlon,,38
1899,Winter,France,Katie Pittman,Curling,,22
1899,Winter,Australia,Kayla Williams,Snowboarding,Silver,31
1899,Winter,Russia,Tristan Henry,Skiing,Silver,38
1899,Winter,Germany,Jordan Leon,Biathlon,Gold,26
1899,Winter,South Africa,Steven Perez,Speed Skating,Bronze,40
1899,Winter,Canada,Gregory Casey,Biathlon,,28
1899,Winter,India,John Wall,Speed Skating,Silver,29
1899,Winter,USA,Nicholas Oliver,Skiing,Gold,31
1899,Winter,Australia,Zachary James,Skiing,Silver,23
1899,Winter,Australia,Dawn Cole,Curling,Bronze,23
1899,Winter,China,Ashley Watkins,Skiing,Gold,37
1899,Winter,Russia,Amy Griffith,Skiing,,29
1899,Winter,USA,Emma Phillips,Figure Skating,Silver,21
1899,Winter,Germany,Melanie Conrad,Curling,Bronze,19
1899,Winter,Italy,Robert Aguilar,Figure Skating,,21
1899,Winter,China,Lucas Scott,Bobsleigh,,18
1899,Winter,Brazil,Victoria Frank,Biathlon,Bronze,32
1899,Winter,Brazil,John Dickerson,Figure Skating,Gold,18
1899,Winter,USA,Amy Porter,Ice Hockey,Silver,23
1899,Winter,India,Carl Aguilar,Bobsleigh,,23
1899,Winter,Italy,Scott Martinez,Ice Hockey,Silver,38
1899,Winter,Italy,Amy Beard,Ice Hockey,Gold,38
1899,Winter,Germany,Annette Johnson,Figure Skating,Gold,40
1899,Winter,Italy,Stephanie Gilbert,Skiing,Bronze,34
1899,Winter,USA,Andre Gray,Figure Skating,Bronze,19
1899,Winter,Brazil,Timothy Evans,Biathlon,Silver,39
1899,Winter,Canada,James Pierce,Speed Skating,Gold,23
1899,Winter,Italy,Garrett Smith,Skiing,Bronze,22
1899,Winter,China,Nancy Thomas,Curling,Gold,23
1899,Winter,Japan,Eric White,Speed Skating,,35
1899,Winter,South Korea,Ashley Taylor,Biathlon,Gold,39
1899,Winter,South Korea,Jose Barber,Biathlon,,21
1899,Winter,Japan,Tommy Blackwell,Snowboarding,Gold,20
1899,Winter,Italy,Christopher Hardy,Figure Skating,Bronze,38
1899,Winter,South Africa,Kyle Garcia,Figure Skating,Silver,19
1899,Winter,Brazil,William Braun,Curling,Bronze,35
1899,Winter,India,Marcus Martinez,Ice Hockey,Bronze,39
1899,Winter,Italy,Lori Huff,Ice Hockey,Silver,27
1899,Winter,India,Samantha Fleming,Biathlon,,20
1899,Winter,Japan,Joshua Vasquez,Biathlon,,24
1899,Winter,Australia,Terri Li,Bobsleigh,Gold,23
1899,Winter,India,Danielle Barber,Speed Skating,Bronze,21
1899,Winter,China,Jeffery Perez,Speed Skating,Gold,30
1899,Winter,USA,Claudia Kennedy,Snowboarding,Gold,28
1899,Winter,France,Jasmine Taylor,Ice Hockey,Gold,38
1899,Winter,Russia,Jessica Fernandez,Ice Hockey,Silver,33
1899,Winter,France,Nicole Wilkins,Skiing,Silver,18
1899,Winter,USA,Jessica Richard,Curling,Gold,18
1899,Winter,UK,Chad Wilson,Snowboarding,Bronze,26
