Year,Type,Country,Athlete,Sport,Medal,Age
1950,Winter,Canada,Mark Gates,Speed Skating,Gold,24
1950,Winter,China,Barbara Drake,Bobsleigh,Silver,25
1950,Winter,France,Brendan Gomez,Ice Hockey,Silver,34
1950,Winter,Australia,Cassandra Ortiz,Curling,Bronze,22
1950,Winter,France,Misty Anderson,Skiing,Silver,39
1950,Winter,Russia,Carrie Miller,Speed Skating,Silver,21
1950,Winter,South Korea,Amy Ortiz,Bobsleigh,Gold,20
1950,Winter,Japan,Taylor Leonard,Biathlon,Silver,18
1950,Winter,Australia,David Thomas,Curling,Gold,19
1950,Winter,South Korea,Ruth Dennis,Curling,,32
1950,Winter,China,Sarah Spence,Skiing,Gold,36
1950,Winter,Brazil,Caleb Roberts,Biathlon,,35
1950,Winter,South Africa,Jessica Brock,Figure Skating,Bronze,24
1950,Winter,UK,Shawn Patterson,Bobsleigh,Gold,40
1950,Winter,India,James Robertson,Curling,Bronze,24
1950,Winter,Japan,Michael Lane,Ice Hockey,Bronze,24
1950,Winter,UK,Robert Gonzalez,Curling,Silver,23
1950,Winter,UK,Lance Andrade,Curling,Silver,40
1950,Winter,China,Kimberly Hicks,Biathlon,Gold,27
1950,Winter,Australia,Andrew Brady,Curling,Silver,32
1950,Winter,India,Ruth Baxter,Speed Skating,Bronze,36
1950,Winter,Australia,Jennifer Robinson,Ice Hockey,Gold,39
1950,Winter,USA,Taylor Underwood,Figure Skating,,19
1950,Winter,USA,David Cooper,Curling,,34
1950,Winter,USA,Ronald Williams,Speed Skating,Bronze,22
1950,Winter,China,Allison Brown,Skiing,Bronze,21
1950,Winter,Canada,Janice Watson,Bobsleigh,Bronze,35
1950,Winter,USA,Nathan Harvey,Bobsleigh,Bronze,30
1950,Winter,South Africa,Susan Williams,Bobsleigh,Silver,33
1950,Winter,Japan,Sara Estrada,Figure Skating,Bronze,22
1950,Winter,South Africa,Sheila Martinez,Ice Hockey,Gold,27
1950,Winter,France,Christine Burns,Bobsleigh,Gold,24
1950,Winter,Canada,Danielle Edwards,Curling,,31
1950,Winter,South Korea,Jason Lara,Speed Skating,Gold,35
1950,Winter,Russia,Stephanie Baird,Speed Skating,,36
1950,Winter,China,Marc Thompson,Snowboarding,Bronze,36
1950,Winter,China,Lisa Mccormick,Biathlon,,28
1950,Winter,Germany,Alexander Brown,Bobsleigh,Bronze,33
1950,Winter,China,Ryan Adams,Ice Hockey,,19
1950,Winter,Germany,Kristy Weber,Snowboarding,Bronze,20
1950,Winter,Germany,Paul Johnson,Skiing,Silver,28
1950,Winter,India,Barbara Gomez,Speed Skating,,19
1950,Winter,France,Haley Williams,Figure Skating,Silver,32
1950,Winter,Germany,Cynthia Jackson,Curling,,38
1950,Winter,Japan,Sarah Miller,Snowboarding,Bronze,31
1950,Winter,Canada,Pamela Gardner,Snowboarding,Gold,23
1950,Winter,Canada,Laurie Johnson,Snowboarding,Gold,35
1950,Winter,USA,Billy Meza,Snowboarding,Gold,19
1950,Winter,China,Angela Nicholson,Snowboarding,Silver,18
1950,Winter,Russia,Alexis Perry,Bobsleigh,Silver,21
1950,Winter,Germany,Megan Montoya,Ice Hockey,Gold,27
1950,Winter,Australia,Paul Brewer,Speed Skating,Bronze,35
1950,Winter,South Korea,Brianna Benton,Ice Hockey,,20
1950,Winter,Italy,Edward Pena,Bobsleigh,Gold,29
1950,Winter,Italy,Dana Hill,Snowboarding,Bronze,31
1950,Winter,Japan,Sherri Maxwell,Snowboarding,Bronze,33
1950,Winter,France,Christopher Wright,Speed Skating,Silver,40
1950,Winter,China,Joshua Singleton,Skiing,Gold,24
1950,Winter,South Korea,Anne Bennett,Bobsleigh,Gold,30
1950,Winter,India,Kristina Dickson,Curling,Bronze,24
1950,Winter,South Africa,Taylor Norman,Bobsleigh,Silver,20
1950,Winter,Russia,Jill Santiago,Curling,,18
1950,Winter,South Korea,Heather Townsend,Biathlon,Gold,27
1950,Winter,USA,Cynthia Haynes,Speed Skating,Gold,25
1950,Winter,Germany,Jack Ruiz,Bobsleigh,Silver,33
1950,Winter,Japan,Jessica Rice,Skiing,Bronze,36
1950,Winter,South Africa,Tara White,Bobsleigh,,38
1950,Winter,UK,Steven Rice,Biathlon,,39
1950,Winter,Canada,Blake Weber,Ice Hockey,,18
1950,Winter,Brazil,Jason Hanson MD,Bobsleigh,Silver,20
1950,Winter,Russia,Thomas Turner,Speed Skating,Gold,37
1950,Winter,Russia,Cristian Owens,Snowboarding,Silver,35
1950,Winter,Germany,Marco Medina,Bobsleigh,Silver,38
1950,Winter,France,David Todd,Biathlon,Bronze,38
1950,Winter,China,Brian Sanchez,Skiing,Bronze,38
1950,Winter,Canada,Katelyn Vaughn,Ice Hockey,Silver,19
1950,Winter,Germany,Erica Melton,Skiing,Silver,23
1950,Winter,France,Jamie Miller,Biathlon,,19
1950,Winter,Germany,Stephanie Knight,Figure Skating,Gold,18
1950,Winter,Canada,James Ryan,Snowboarding,,35
1950,Winter,USA,Amanda Steele,Speed Skating,,29
1950,Winter,Canada,Edward Barrett,Figure Skating,Silver,22
1950,Winter,Canada,Samantha Thomas,Speed Skating,Gold,22
1950,Winter,India,Mark Meyer,Ice Hockey,Gold,35
1950,Winter,Italy,Todd Gilbert,Snowboarding,Gold,33
1950,Winter,Brazil,Austin Horton,Skiing,,32
1950,Winter,UK,Luis Thompson,Bobsleigh,Silver,29
1950,Winter,South Africa,Kelly Frazier,Figure Skating,,27
1950,Winter,France,Dana Foley,Snowboarding,Bronze,31
1950,Winter,Russia,Kristie Boyd,Speed Skating,Gold,35
1950,Winter,Germany,Andrew Hansen,Skiing,Bronze,18
1950,Winter,Australia,William Farrell,Ice Hockey,Silver,19
1950,Winter,France,Nicole Moore,Curling,,23
1950,Winter,Italy,David Patterson,Curling,,33
1950,Winter,India,Michele Leon,Biathlon,Bronze,35
1950,Winter,Australia,Carla Gilmore,Figure Skating,Silver,30
1950,Winter,UK,Aaron Santana,Curling,,39
1950,Winter,Germany,Jeremy Jackson,Biathlon,,24
1950,Winter,Russia,Stephanie Diaz,Biathlon,Bronze,18
1950,Winter,Italy,Mark Morris,Bobsleigh,Bronze,35
1950,Winter,Canada,George Clark,Snowboarding,Bronze,34
1950,Winter,Australia,Joan Peters,Speed Skating,Gold,25
1950,Winter,Brazil,Tony Thompson,Ice Hockey,Bronze,36
1950,Winter,China,Jill Gomez,Speed Skating,,39
1950,Winter,Italy,Joseph Wu,Ice Hockey,Silver,34
1950,Winter,India,Jeremiah Davis,Biathlon,Gold,25
1950,Winter,China,Eric Brown,Biathlon,Silver,40
1950,Winter,Japan,Gregory Martinez,Snowboarding,Gold,26
1950,Winter,UK,Taylor Mccarthy,Biathlon,Silver,18
1950,Winter,Germany,Tracey Elliott,Snowboarding,Silver,20
1950,Winter,Italy,Claudia Roberson,Snowboarding,Gold,30
1950,Winter,Germany,Laura Baxter,Snowboarding,Silver,38
1950,Winter,China,Amanda Carroll,Snowboarding,Bronze,24
1950,Winter,Italy,William Huff,Speed Skating,Gold,30
1950,Winter,Japan,Deanna Rivera,Biathlon,Bronze,34
1950,Winter,South Africa,Trevor Summers,Figure Skating,Silver,18
1950,Winter,Australia,Jonathan Cox,Speed Skating,Gold,22
1950,Winter,South Korea,Christine Stevenson,Curling,Gold,19
1950,Winter,China,Gary Baker,Figure Skating,Silver,29
1950,Winter,Italy,Katherine Boyd,Curling,Gold,31
1950,Winter,Australia,Brian Shaw,Speed Skating,,32
1950,Winter,Italy,Jeremiah Andersen,Curling,Bronze,37
1950,Winter,France,Kevin Williams,Speed Skating,Gold,24
1950,Winter,Australia,Jacob Williams,Speed Skating,Silver,27
1950,Winter,France,Andrew Davis,Speed Skating,Gold,31
1950,Winter,USA,Mr. Scott Ware,Skiing,,26
1950,Winter,China,Manuel Olson,Figure Skating,Silver,27
1950,Winter,Canada,Tiffany Cabrera,Speed Skating,Bronze,37
1950,Winter,South Africa,Deanna Adams,Figure Skating,Silver,28
1950,Winter,Germany,Susan Huynh,Figure Skating,Bronze,32
1950,Winter,Australia,Amy Jones,Skiing,,28
1950,Winter,USA,Lindsay Contreras,Figure Skating,,26
1950,Winter,Russia,Cynthia Wright,Bobsleigh,,27
1950,Winter,Brazil,Hannah Simon,Speed Skating,Gold,22
1950,Winter,Germany,Natasha Perez,Skiing,Silver,22
1950,Winter,UK,Danielle Suarez,Biathlon,Silver,19
1950,Winter,Germany,Danielle Smith,Figure Skating,Bronze,40
1950,Winter,South Africa,Nancy Lopez,Speed Skating,,39
1950,Winter,India,Olivia Marquez,Curling,,28
1950,Winter,France,Jeremiah Perez,Skiing,Gold,23
1950,Winter,South Africa,Ricky Howard,Snowboarding,Silver,31
1950,Winter,India,Benjamin Thompson,Ice Hockey,Bronze,33
1950,Winter,Italy,Kelli Taylor,Biathlon,Silver,19
1950,Winter,China,Jeffrey Barton,Figure Skating,Silver,20
1950,Winter,India,Jeffrey Taylor,Curling,Gold,31
1950,Winter,Russia,Stephanie Cisneros,Speed Skating,,28
1950,Winter,China,Eileen Bowman,Ice Hockey,,31
1950,Winter,Italy,Paula Johnson,Ice Hockey,Bronze,31
1950,Winter,South Korea,Judy Thomas,Curling,Silver,18
1950,Winter,Japan,Devon Mcpherson,Figure Skating,,21
1950,Winter,Italy,Mallory Estes,Skiing,Bronze,18
1950,Winter,Italy,Caroline Mercado,Bobsleigh,Bronze,25
1950,Winter,Australia,Jennifer Johnson,Figure Skating,Gold,19
1950,Winter,Japan,Shannon Griffin,Snowboarding,Bronze,37
1950,Winter,Japan,Jason Gallagher,Snowboarding,,36
1950,Winter,South Korea,Heidi Alexander,Figure Skating,Gold,28
1950,Winter,Italy,Jason Frazier,Skiing,,27
1950,Winter,Australia,Taylor Russell,Snowboarding,Silver,24
1950,Winter,South Korea,Amanda Smith,Snowboarding,Bronze,25
1950,Winter,Italy,Brian Montgomery,Skiing,Gold,29
1950,Winter,USA,Scott Arellano,Bobsleigh,,20
1950,Winter,Japan,John Jones,Bobsleigh,,25
1950,Winter,South Africa,Robin Page,Speed Skating,Bronze,40
1950,Winter,Canada,Mark Mcdonald,Ice Hockey,Silver,32
1950,Winter,USA,Kelly Daugherty,Ice Hockey,Bronze,18
1950,Winter,Brazil,Danny Roberts,Speed Skating,,19
1950,Winter,Canada,Manuel Murray,Snowboarding,,20
1950,Winter,South Africa,Kimberly Lara,Ice Hockey,,30
1950,Winter,South Africa,Holly Mitchell,Snowboarding,Gold,27
1950,Winter,UK,Cody Preston,Bobsleigh,Silver,25
1950,Winter,Canada,Virginia Hess,Biathlon,Gold,35
1950,Winter,Germany,Edgar Gibson,Figure Skating,Bronze,30
1950,Winter,France,Jeff Smith,Speed Skating,Silver,20
1950,Winter,Canada,Bryan Moon,Biathlon,Bronze,30
1950,Winter,Italy,Michelle Griffin,Curling,,34
1950,Winter,South Africa,James Robinson,Skiing,Bronze,30
1950,Winter,Brazil,Anthony Harper,Figure Skating,Gold,36
1950,Winter,Germany,Herbert Reed,Snowboarding,,29
1950,Winter,Canada,Brittany Hutchinson,Biathlon,,37
1950,Winter,China,Christopher Morgan,Curling,Bronze,20
