Year,Type,Country,Athlete,Sport,Medal,Age
1967,Winter,France,Patrick Wilson,Bobsleigh,Bronze,36
1967,Winter,Japan,Paul Ward,Skiing,Gold,38
1967,Winter,USA,Nathan Garcia,Skiing,,32
1967,Winter,China,Christina Shannon,Ice Hockey,Gold,20
1967,Winter,South Korea,Susan Johnson,Biathlon,,27
1967,Winter,India,Alexis Wright,Skiing,Bronze,21
1967,Winter,USA,Michael Hernandez,Ice Hockey,Bronze,32
1967,Winter,South Korea,Anthony Knight,Biathlon,Gold,34
1967,Winter,Russia,Sandra Daniel,Skiing,,34
1967,Winter,South Korea,Michael Sampson,Speed Skating,Silver,28
1967,Winter,USA,Elizabeth Jones,Speed Skating,Gold,18
1967,Winter,South Korea,Michael Fields,Ice Hockey,Bronze,38
1967,Winter,South Korea,Amy Jacobs,Curling,Gold,22
1967,Winter,Australia,Katherine Ford,Figure Skating,Bronze,27
1967,Winter,UK,Adam Parker,Figure Skating,Bronze,20
1967,Winter,Australia,John Webster,Ice Hockey,,19
1967,Winter,USA,Melanie Walters,Skiing,,33
1967,Winter,South Africa,Melody Lewis,Bobsleigh,Silver,29
1967,Winter,France,Jessica Wright,Speed Skating,,40
1967,Winter,Japan,John Henderson,Snowboarding,Gold,29
1967,Winter,Japan,William Lewis,Snowboarding,Bronze,20
1967,Winter,China,Thomas Duncan,Snowboarding,,19
1967,Winter,UK,Christopher Gray,Biathlon,Bronze,18
1967,Winter,USA,Wendy Williams,Biathlon,Silver,22
1967,Winter,USA,Penny Hernandez,Snowboarding,,21
1967,Winter,China,Brittany Shepherd,Snowboarding,Bronze,30
1967,Winter,France,Bryan Castro,Bobsleigh,,18
1967,Winter,South Africa,Kenneth Gilbert,Ice Hockey,Gold,19
1967,Winter,India,Mark Williams,Skiing,Bronze,25
1967,Winter,India,Andrew Brown,Ice Hockey,,26
1967,Winter,Italy,Amber Castillo,Ice Hockey,Gold,20
1967,Winter,UK,Robert Fischer,Speed Skating,,24
1967,Winter,Canada,Bruce Glass,Bobsleigh,Bronze,19
1967,Winter,India,Adrian Alvarez,Ice Hockey,,38
1967,Winter,South Korea,Mark Taylor,Snowboarding,Silver,20
1967,Winter,France,Keith Jones,Biathlon,,21
1967,Winter,France,David Carson,Biathlon,Silver,18
1967,Winter,Canada,Christina Hernandez,Snowboarding,Silver,36
1967,Winter,France,Jesse Mccoy,Biathlon,Silver,27
1967,Winter,Russia,Ian Wilkinson,Skiing,,33
1967,Winter,South Africa,Rachel Griffith,Curling,,24
1967,Winter,India,Ashley Reed,Ice Hockey,Bronze,19
1967,Winter,South Africa,Stephen Wilson,Ice Hockey,Gold,32
1967,Winter,Australia,Brenda Vazquez,Ice Hockey,Silver,25
1967,Winter,Russia,Diane Watson,Skiing,Silver,30
1967,Winter,France,Melanie Keller,Skiing,Silver,35
1967,Winter,France,Brittany Day,Snowboarding,,36
1967,Winter,Japan,Kayla Klein,Curling,Bronze,29
1967,Winter,Italy,Charles Wood,Bobsleigh,,23
1967,Winter,USA,Theresa Wise,Biathlon,Bronze,22
1967,Winter,Russia,Maria Porter,Biathlon,Silver,18
1967,Winter,South Korea,Patrick Sellers,Bobsleigh,Gold,36
1967,Winter,China,Ian Combs,Skiing,Gold,18
1967,Winter,China,Noah Hoffman,Bobsleigh,Bronze,18
1967,Winter,Japan,Heather Kelly,Curling,Gold,29
1967,Winter,Russia,Keith Thomas,Snowboarding,Silver,25
1967,Winter,Russia,Wesley Rodriguez,Figure Skating,Bronze,35
1967,Winter,France,Peter Davis,Figure Skating,,39
1967,Winter,South Korea,Kari Barker,Biathlon,Gold,30
1967,Winter,Brazil,Spencer Shea,Ice Hockey,Bronze,27
