Year,Type,Country,Athlete,Sport,Medal,Age
1984,Winter,Brazil,Taylor Watson,Speed Skating,Gold,34
1984,Winter,Russia,Mr. Corey Pugh,Biathlon,Gold,30
1984,Winter,South Africa,Michael Bentley,Figure Skating,Gold,32
1984,Winter,Russia,Krista Trevino,Curling,Bronze,24
1984,Winter,Brazil,Kelli Mccoy,Skiing,,37
1984,Winter,France,Ryan Dalton,Figure Skating,,36
1984,Winter,South Africa,Kevin Beck,Snowboarding,Silver,21
1984,Winter,Canada,Alexis Little,Speed Skating,,39
1984,Winter,South Africa,Phillip Rios DDS,Snowboarding,Gold,40
1984,Winter,Japan,Javier Zhang,Snowboarding,Bronze,36
1984,Winter,Australia,Miguel Wiley,Snowboarding,Bronze,26
1984,Winter,Brazil,Vanessa Hayes,Bobsleigh,,32
1984,Winter,South Africa,Jamie Riley,Snowboarding,Gold,22
1984,Winter,Australia,Thomas Olson,Skiing,Silver,31
1984,Winter,Australia,Sarah Galloway,Curling,Silver,22
1984,Winter,South Africa,Nicholas Salazar,Curling,,21
1984,Winter,Australia,Alexa Carlson,Curling,Silver,37
1984,Winter,Germany,Steven Small,Snowboarding,Gold,36
1984,Winter,Japan,Cynthia White,Biathlon,Gold,31
1984,Winter,Canada,Amy Ruiz,Biathlon,Silver,27
1984,Winter,South Korea,Michele Allen,Skiing,Bronze,27
1984,Winter,Italy,Brian Thompson,Bobsleigh,Bronze,32
1984,Winter,UK,Thomas Smith,Speed Skating,,37
1984,Winter,South Korea,Maria Mccoy,Speed Skating,,39
1984,Winter,USA,Regina Sims,Snowboarding,Silver,26
1984,Winter,Japan,Elizabeth Bailey,Snowboarding,Gold,27
1984,Winter,Australia,Susan Petersen,Ice Hockey,Silver,21
1984,Winter,Italy,Andrew Harris,Curling,Silver,29
1984,Winter,France,Kristi Moreno,Snowboarding,,26
1984,Winter,Brazil,Marie Manning,Speed Skating,Silver,20
1984,Winter,South Africa,Miranda Moore,Ice Hockey,Bronze,24
1984,Winter,China,Gabrielle Brady,Figure Skating,Gold,22
1984,Winter,Russia,Danielle Ball,Snowboarding,,21
1984,Winter,Italy,Keith Perez,Ice Hockey,Gold,21
1984,Winter,France,Tammy Smith,Curling,Gold,29
1984,Winter,Italy,Mark Malone,Biathlon,Gold,29
1984,Winter,France,Kelly Reed,Speed Skating,Silver,37
1984,Winter,Canada,Elizabeth Leonard,Skiing,,25
1984,Winter,South Africa,Ryan Wallace,Bobsleigh,,36
1984,Winter,Brazil,Jennifer Cruz,Speed Skating,Gold,30
1984,Winter,Japan,Courtney Gregory,Skiing,,37
1984,Winter,Russia,Cody Mueller,Skiing,Silver,31
1984,Winter,Brazil,Thomas Baker,Ice Hockey,,25
1984,Winter,Russia,Kelly Mcdowell,Speed Skating,,38
1984,Winter,Brazil,Suzanne Davis,Curling,Silver,37
1984,Winter,Brazil,Isabella Schultz,Bobsleigh,Bronze,27
1984,Winter,South Korea,Michael Warner,Bobsleigh,Bronze,31
1984,Winter,India,Lisa Lester,Bobsleigh,Gold,32
1984,Winter,USA,William Taylor,Bobsleigh,Silver,33
1984,Winter,UK,James Holden,Speed Skating,Gold,38
1984,Winter,Russia,John Martinez,Ice Hockey,Silver,39
1984,Winter,Italy,Garrett Gould,Speed Skating,Gold,26
1984,Winter,India,Lee Davis,Figure Skating,Bronze,20
1984,Winter,China,James Schneider,Ice Hockey,Gold,34
1984,Winter,South Africa,Heather Reed,Curling,Silver,28
1984,Winter,China,Robert Fowler,Snowboarding,Gold,30
1984,Winter,Russia,Donald Knox,Bobsleigh,Bronze,24
1984,Winter,South Korea,Lisa Burch,Skiing,,28
