Year,Type,Country,Athlete,Sport,Medal,Age
1955,Winter,India,James Keith,Bobsleigh,Bronze,22
1955,Winter,China,Walter Espinoza,Figure Skating,Gold,20
1955,Winter,Russia,Ricky Williams,Skiing,,27
1955,Winter,China,Travis Smith,Figure Skating,Gold,34
1955,Winter,Brazil,Renee Joseph,Biathlon,Gold,19
1955,Winter,France,Kyle Smith,Bobsleigh,,20
1955,Winter,China,Megan Freeman,Speed Skating,Gold,23
1955,Winter,India,Cheyenne Anderson,Speed Skating,Silver,21
1955,Winter,UK,Pamela Cunningham,Biathlon,,27
1955,Winter,USA,Wayne Hensley,Speed Skating,Gold,30
1955,Winter,China,Adam Howe,Curling,Bronze,31
1955,Winter,USA,Candace Jackson,Snowboarding,Gold,25
1955,Winter,Brazil,Marcus Barton,Figure Skating,,38
1955,Winter,South Korea,Patrick Norris,Speed Skating,Silver,24
1955,Winter,France,Steve Kelley,Bobsleigh,,34
1955,Winter,South Africa,Michael Crawford,Biathlon,Gold,32
1955,Winter,South Korea,Jill Steele,Snowboarding,,28
1955,Winter,Russia,Douglas Munoz,Figure Skating,Gold,38
1955,Winter,Canada,Monica Perez MD,Ice Hockey,Gold,29
1955,Winter,USA,Joseph Vasquez,Biathlon,Gold,28
1955,Winter,Japan,Jessica Medina,Skiing,Gold,23
1955,Winter,Australia,Stacy Sweeney,Biathlon,Gold,34
1955,Winter,USA,Mr. Joseph Randolph,Skiing,,34
1955,Winter,China,Allison Bryan,Figure Skating,Silver,33
1955,Winter,UK,Richard Scott,Skiing,Silver,31
1955,Winter,France,Dr. Alexis White,Speed Skating,Gold,25
1955,Winter,South Korea,Jennifer Coleman,Figure Skating,Silver,20
1955,Winter,South Africa,Craig Miller,Snowboarding,Gold,37
1955,Winter,South Korea,Charles Chapman,Skiing,Silver,36
1955,Winter,South Korea,Dr. Michelle Walter,Skiing,Gold,35
1955,Winter,UK,Erica Martin,Skiing,Silver,34
1955,Winter,South Africa,Angela Brown,Skiing,Bronze,32
1955,Winter,Japan,Susan Forbes,Snowboarding,Gold,34
1955,Winter,USA,Nathaniel Smith,Figure Skating,,30
1955,Winter,South Korea,Courtney Wright,Snowboarding,Silver,36
1955,Winter,South Africa,Mike Johnston,Skiing,Gold,31
1955,Winter,Canada,Ashley Hull,Skiing,Silver,34
1955,Winter,Germany,Anna Sanders,Curling,Gold,19
1955,Winter,India,Hannah Massey,Biathlon,Bronze,24
1955,Winter,South Africa,Susan Perez,Curling,Silver,27
1955,Winter,Australia,Thomas Wells,Snowboarding,Bronze,39
1955,Winter,UK,Allison Marshall,Curling,,34
1955,Winter,Australia,Lauren Mendoza,Biathlon,,40
1955,Winter,Australia,James Miller,Skiing,,39
1955,Winter,Russia,Christopher Joyce,Snowboarding,,35
1955,Winter,South Africa,Matthew Lopez,Bobsleigh,Silver,23
1955,Winter,South Africa,Matthew Foster,Bobsleigh,Silver,34
1955,Winter,India,Christopher Pace,Bobsleigh,Gold,21
1955,Winter,India,Michelle Duke,Ice Hockey,,37
1955,Winter,South Africa,Lance Stewart,Speed Skating,Bronze,31
1955,Winter,Brazil,Tammy Rodgers,Biathlon,Gold,39
1955,Winter,USA,Derek Cummings,Speed Skating,Gold,19
1955,Winter,Brazil,Stephanie Harris MD,Bobsleigh,,28
1955,Winter,Australia,Thomas Weaver,Biathlon,Silver,23
1955,Winter,UK,Lisa Moore,Bobsleigh,Bronze,29
1955,Winter,South Africa,Jason Davis,Curling,Silver,26
1955,Winter,Germany,Justin Larson,Skiing,Silver,38
1955,Winter,Germany,Franklin Harrison,Curling,Gold,19
1955,Winter,Italy,Chelsea Diaz,Speed Skating,,26
1955,Winter,Russia,Gwendolyn Moore,Snowboarding,,26
1955,Winter,France,Jennifer Ross,Figure Skating,Gold,32
1955,Winter,Japan,Henry Salinas,Speed Skating,Bronze,27
1955,Winter,Australia,Gordon Bennett,Figure Skating,Silver,37
1955,Winter,Japan,Nicolas Butler,Bobsleigh,Gold,25
1955,Winter,South Africa,Troy Davis,Ice Hockey,,24
1955,Winter,Germany,Krista House,Figure Skating,Silver,26
1955,Winter,Russia,Karen Pearson,Speed Skating,Gold,19
1955,Winter,South Africa,Margaret Carter,Skiing,Gold,30
1955,Winter,South Korea,David Black,Ice Hockey,Gold,22
1955,Winter,South Korea,Kathleen Alvarado,Snowboarding,Bronze,25
1955,Winter,South Africa,Stephanie Gomez,Ice Hockey,Gold,29
1955,Winter,Japan,Stephanie Wood MD,Bobsleigh,Silver,21
1955,Winter,UK,Shelia Ramirez,Ice Hockey,,28
1955,Winter,Canada,Ashley Hurley,Biathlon,,22
1955,Winter,South Africa,Lisa Ramos,Bobsleigh,,18
1955,Winter,India,Angela Burns MD,Biathlon,,18
1955,Winter,South Korea,Christine Boyd,Skiing,Gold,35
1955,Winter,France,Linda Reyes,Skiing,Gold,37
1955,Winter,France,Robert Young,Figure Skating,Silver,19
1955,Winter,Canada,Natasha Pena,Speed Skating,,21
1955,Winter,USA,Brandon Rivera,Ice Hockey,Silver,18
1955,Winter,USA,Patrick Willis,Biathlon,,26
1955,Winter,South Korea,Justin Parker,Biathlon,Bronze,34
1955,Winter,UK,Angela Santos,Speed Skating,,18
1955,Winter,UK,Matthew Reed,Speed Skating,Bronze,32
1955,Winter,Italy,Christina Munoz,Figure Skating,,28
1955,Winter,UK,Bryan Morgan,Biathlon,,37
1955,Winter,South Korea,Julie Gibson,Skiing,Bronze,30
1955,Winter,Brazil,Julian Gibson,Speed Skating,Gold,31
1955,Winter,South Africa,Matthew Gomez,Biathlon,Gold,19
1955,Winter,Canada,Gabriel Mendoza,Speed Skating,Gold,27
1955,Winter,India,Alexander Kelly,Figure Skating,Silver,29
1955,Winter,South Africa,Justin Perez,Ice Hockey,Silver,30
1955,Winter,USA,Holly Armstrong,Speed Skating,Silver,29
1955,Winter,Germany,Christopher Allison,Ice Hockey,Silver,32
1955,Winter,UK,Steven Shaw,Snowboarding,Silver,26
1955,Winter,USA,James Thompson,Bobsleigh,,40
1955,Winter,France,George Johnson,Skiing,Gold,18
1955,Winter,UK,Danielle Lewis,Snowboarding,Silver,29
1955,Winter,USA,Sean Charles,Skiing,Silver,38
1955,Winter,South Africa,Sharon Montgomery,Speed Skating,Bronze,20
1955,Winter,China,Jose Singh,Curling,Bronze,28
1955,Winter,Brazil,Lauren Gross,Speed Skating,Bronze,27
1955,Winter,South Africa,Brian Potter,Snowboarding,Gold,35
1955,Winter,Australia,Stephen Mathews,Biathlon,Silver,24
1955,Winter,India,Renee Davis,Ice Hockey,Bronze,26
1955,Winter,China,Jeffery Parsons,Snowboarding,Silver,31
1955,Winter,Russia,Connie Kim,Curling,Silver,34
1955,Winter,Germany,Sean Obrien,Biathlon,,31
1955,Winter,India,Frank Mclaughlin,Figure Skating,Bronze,39
1955,Winter,South Korea,Mrs. Erin Wright MD,Figure Skating,,33
1955,Winter,South Korea,Mathew Hunt,Skiing,Gold,24
1955,Winter,Australia,Rachel Gray,Curling,Gold,26
1955,Winter,India,Craig Simpson DDS,Bobsleigh,,30
1955,Winter,Germany,Michelle Garcia,Skiing,,30
1955,Winter,UK,Joshua Cox,Ice Hockey,Silver,21
1955,Winter,Brazil,Amy Cochran,Figure Skating,Gold,33
1955,Winter,USA,Charles Estes,Skiing,Gold,18
1955,Winter,Brazil,Craig Simpson,Speed Skating,,20
1955,Winter,Italy,Karla Coffey,Figure Skating,Bronze,33
1955,Winter,USA,Garrett Carr,Bobsleigh,Bronze,22
1955,Winter,South Korea,Charles Thompson,Biathlon,Silver,28
1955,Winter,Russia,Danny Moore,Ice Hockey,Bronze,34
1955,Winter,USA,Jesse Carey,Speed Skating,Gold,21
1955,Winter,France,Roberta Hicks,Speed Skating,,29
1955,Winter,South Korea,Hayley Brooks,Curling,Silver,34
1955,Winter,Brazil,Derek Buckley,Skiing,Silver,37
1955,Winter,Japan,Joann Moses,Curling,,18
1955,Winter,China,Justin Price,Snowboarding,Gold,31
1955,Winter,Germany,Stacey Blake,Speed Skating,Silver,21
1955,Winter,India,William Yoder,Speed Skating,,35
1955,Winter,Russia,Wanda House,Bobsleigh,Bronze,28
1955,Winter,Japan,Alexis Franklin,Bobsleigh,Gold,32
1955,Winter,Brazil,Melissa Harris,Snowboarding,Silver,20
1955,Winter,USA,Kelly Clark,Bobsleigh,,21
1955,Winter,South Africa,Brenda Hughes,Ice Hockey,Bronze,23
1955,Winter,Germany,Cynthia Miller,Curling,Bronze,30
1955,Winter,South Korea,James Robinson,Bobsleigh,Gold,38
1955,Winter,China,Ashley Wright,Snowboarding,Bronze,30
1955,Winter,Italy,Christine Jacobson,Bobsleigh,,33
1955,Winter,Australia,Peter Schwartz,Figure Skating,Gold,23
1955,Winter,Italy,Kaylee Mclaughlin,Biathlon,Bronze,33
1955,Winter,USA,Joseph Simmons,Bobsleigh,,40
1955,Winter,China,Carlos Gibbs,Figure Skating,Gold,27
1955,Winter,Russia,Nicholas Williams,Biathlon,Bronze,36
1955,Winter,Canada,Kimberly Thompson,Curling,Gold,26
1955,Winter,India,Christina Burnett,Ice Hockey,Silver,31
1955,Winter,Australia,Philip Taylor,Skiing,Silver,21
1955,Winter,Italy,Ronald Mcgrath,Curling,Silver,39
1955,Winter,South Korea,Brandy Smith,Ice Hockey,Gold,31
1955,Winter,South Africa,Christopher Thomas,Speed Skating,,37
1955,Winter,Canada,Amber Summers,Snowboarding,,30
1955,Winter,USA,Caitlin Nolan DVM,Ice Hockey,Silver,28
1955,Winter,Brazil,Joshua Ramirez,Bobsleigh,Gold,34
1955,Winter,Russia,Laura Hammond,Speed Skating,,24
1955,Winter,Italy,Stephanie Richard,Ice Hockey,Bronze,24
1955,Winter,France,Sharon Morris,Curling,,40
1955,Winter,Germany,Richard Goodman,Curling,Silver,29
1955,Winter,Italy,Charles Roberts,Curling,Silver,24
1955,Winter,China,Darren Stevens,Ice Hockey,Silver,30
1955,Winter,Italy,Alexis Davis,Biathlon,Gold,39
1955,Winter,China,Aaron Ortiz,Biathlon,Bronze,39
1955,Winter,South Africa,Luis Sharp,Ice Hockey,Silver,40
1955,Winter,Brazil,Daniel Williams,Biathlon,Gold,21
1955,Winter,Italy,Desiree Guerrero,Speed Skating,Silver,19
1955,Winter,USA,Misty Murray,Curling,Gold,27
1955,Winter,Japan,Jeff Sutton,Skiing,Silver,35
1955,Winter,Russia,Mark Allison,Speed Skating,Gold,29
1955,Winter,Germany,Valerie Smith,Ice Hockey,Bronze,24
1955,Winter,France,David Wood,Snowboarding,Bronze,39
1955,Winter,Australia,Steven Walker,Skiing,,37
1955,Winter,Australia,Regina Myers,Speed Skating,Bronze,39
1955,Winter,China,Rachel Valentine,Biathlon,Silver,23
1955,Winter,India,Lawrence Griffin,Speed Skating,Bronze,33
1955,Winter,Germany,Matthew Reed,Bobsleigh,Bronze,40
1955,Winter,Brazil,Ann Fisher,Speed Skating,Silver,21
1955,Winter,India,Kellie Riley,Curling,Silver,40
1955,Winter,India,Debra Glover,Curling,Bronze,24
1955,Winter,Brazil,Patrick Knight,Curling,,30
1955,Winter,Japan,Jose Thomas,Snowboarding,Gold,18
1955,Winter,Germany,Monica Davis,Speed Skating,Gold,30
1955,Winter,India,Kathy Peck,Snowboarding,Bronze,32
1955,Winter,USA,Joshua Ortega,Speed Skating,,33
1955,Winter,Germany,Elizabeth Wilkerson,Figure Skating,Gold,24
1955,Winter,UK,Christine Hunt,Figure Skating,Gold,32
1955,Winter,UK,Mrs. Sandra Smith,Speed Skating,Bronze,21
1955,Winter,South Korea,Michael Rosales,Biathlon,Silver,19
1955,Winter,Australia,Amanda Carey,Skiing,Gold,22
1955,Winter,South Africa,Laura Adams,Biathlon,Gold,22
1955,Winter,Brazil,Peter Flores,Snowboarding,,36
