Year,Type,Country,Athlete,Sport,Medal,Age
2017,Summer,France,Tamara Shields,Gymnastics,Gold,35
2017,Summer,Italy,Zachary Richardson,Cycling,Bronze,38
2017,Summer,Japan,Amanda Greene,Swimming,,34
2017,Summer,China,Laura Oconnell,Weightlifting,,20
2017,Summer,Brazil,Amy Harper,Soccer,Gold,33
2017,Summer,Russia,Robert Cortez,Boxing,Bronze,26
2017,Summer,Japan,John Anderson,Cycling,,30
2017,Summer,South Korea,Jessica Flores,Boxing,Gold,22
2017,Summer,India,Lisa Garner,Rowing,Silver,33
2017,Summer,India,Vincent Salazar,Cycling,Gold,27
2017,Summer,Australia,Peter Holloway,Cycling,Silver,38
2017,Summer,Russia,Ronald Ball,Basketball,Silver,23
2017,Summer,Italy,Julie Parks,Tennis,,35
2017,Summer,UK,Jonathan Taylor,Swimming,Silver,34
2017,Summer,Russia,Pamela Lee,Gymnastics,Bronze,22
2017,Summer,UK,Tracy Mercado,Rowing,Silver,40
2017,Summer,Japan,Donna Howell,Rowing,Bronze,20
2017,Summer,India,Adam English,Weightlifting,Gold,39
2017,Summer,Russia,Kylie Meyer,Athletics,Silver,34
2017,Summer,Germany,Jeffrey Costa,Tennis,Bronze,31
2017,Summer,Japan,Paul Davis,Basketball,Silver,25
2017,Summer,Canada,Jason Burton,Basketball,Silver,29
2017,Summer,India,Henry Estrada,Gymnastics,Gold,37
2017,Summer,China,Michael Lane,Boxing,,24
2017,Summer,UK,Suzanne Fernandez,Soccer,Gold,37
2017,Summer,Italy,Ryan Acosta,Tennis,Bronze,21
2017,Summer,South Africa,Rebekah Martinez,Gymnastics,Silver,20
2017,Summer,USA,Amanda Higgins,Boxing,Bronze,39
2017,Summer,Canada,John Smith,Tennis,Silver,32
2017,Summer,India,Elizabeth Williams,Soccer,,31
2017,Summer,South Africa,Rodney Flores,Soccer,,37
2017,Summer,Canada,Jacob Perez,Basketball,Bronze,36
2017,Summer,South Africa,Taylor Miller,Weightlifting,,18
2017,Summer,Japan,James Irwin,Swimming,,25
2017,Summer,Brazil,Michele Hernandez,Swimming,Silver,21
2017,Summer,Australia,Joe Griffin,Rowing,,20
2017,Summer,Brazil,Julia Thompson,Weightlifting,Bronze,21
2017,Summer,France,Elizabeth Farmer,Boxing,Bronze,33
2017,Summer,Japan,Colin Pennington,Rowing,Silver,31
2017,Summer,Canada,Kimberly Pratt DVM,Weightlifting,Silver,28
2017,Summer,India,Loretta George,Soccer,Bronze,39
2017,Summer,India,Michael Nguyen,Athletics,Gold,37
2017,Summer,South Korea,Candice Cochran,Weightlifting,Bronze,19
2017,Summer,France,Larry Burns,Soccer,,32
2017,Summer,Japan,Mark Conway,Athletics,Bronze,33
2017,Summer,India,Cindy Caldwell,Gymnastics,Silver,26
2017,Summer,Canada,Elizabeth Singh,Gymnastics,,37
2017,Summer,Italy,Michael Fisher,Swimming,Silver,26
2017,Summer,South Africa,Latoya Foster,Tennis,Bronze,18
2017,Summer,India,Michael Rodriguez,Soccer,,23
2017,Summer,Canada,Joshua Williams,Soccer,Gold,28
2017,Summer,Brazil,Amy Adams,Basketball,,40
2017,Summer,South Korea,Geoffrey Howard,Boxing,Gold,40
2017,Summer,France,Joe Mathews,Cycling,Bronze,36
2017,Summer,Japan,Joshua Diaz,Soccer,Bronze,38
2017,Summer,Canada,Katherine Hamilton,Weightlifting,Gold,18
2017,Summer,France,Natalie Callahan,Cycling,,38
2017,Summer,UK,Travis Blair,Cycling,Gold,39
2017,Summer,UK,Brian Hill,Weightlifting,,30
2017,Summer,Japan,Haley Smith,Tennis,Silver,26
2017,Summer,USA,Timothy Simmons,Weightlifting,Gold,36
2017,Summer,Japan,Sean Holmes,Cycling,Bronze,23
2017,Summer,Canada,Luis Dunn,Weightlifting,Bronze,32
2017,Summer,China,Steven Moore Jr.,Gymnastics,Bronze,25
2017,Summer,Brazil,Curtis Marks,Athletics,,37
2017,Summer,Canada,Mr. Michael Harrington,Athletics,Silver,18
2017,Summer,China,Melinda Adams,Tennis,Silver,26
2017,Summer,Australia,Brittany Stewart,Swimming,,36
2017,Summer,France,Jacob Martinez,Swimming,Gold,26
2017,Summer,Germany,George Johnson,Boxing,Bronze,29
2017,Summer,Canada,Theresa Hill,Boxing,,27
2017,Summer,India,Sharon Brown,Rowing,Gold,40
2017,Summer,Japan,Tina Brown,Swimming,Bronze,34
2017,Summer,Australia,Joshua Campbell,Tennis,,39
2017,Summer,Canada,Erica Rogers,Basketball,,29
2017,Summer,Canada,Madison Day,Rowing,Gold,31
2017,Summer,Australia,Joshua Santos DDS,Rowing,,21
2017,Summer,South Africa,Natalie Crawford,Cycling,Bronze,19
2017,Summer,UK,Jeffrey Ortega,Rowing,,32
2017,Summer,South Korea,Cynthia Moore,Swimming,Silver,20
2017,Summer,Russia,Lawrence Russell,Soccer,Gold,38
2017,Summer,Brazil,Frank Johnson,Soccer,Silver,34
2017,Summer,Germany,James Hunt,Gymnastics,Gold,36
2017,Summer,India,Alicia Villegas,Boxing,Bronze,38
2017,Summer,Russia,Cynthia Johnson,Basketball,Silver,36
2017,Summer,South Korea,Pamela Smith,Cycling,,38
