Year,Type,Country,Athlete,Sport,Medal,Age
2018,Summer,Australia,Wendy Chavez,Boxing,Silver,35
2018,Summer,India,Chris Mullen,Swimming,Silver,20
2018,Summer,Russia,Bradley Franklin,Rowing,Gold,36
2018,Summer,Australia,Danielle Cunningham,Soccer,Gold,20
2018,Summer,France,Dr. Anthony Scott,Swimming,,36
2018,Summer,Brazil,Allen Turner,Basketball,Silver,18
2018,Summer,South Africa,David Woods Jr.,Basketball,Silver,29
2018,Summer,South Africa,Michael Wolf,Boxing,Bronze,22
2018,Summer,South Korea,Aaron Anderson,Tennis,Bronze,39
2018,Summer,Germany,Derek Hampton,Boxing,Gold,26
2018,Summer,Russia,Amber Reid,Gymnastics,Gold,29
2018,Summer,South Korea,Lisa Morgan,Swimming,,26
2018,Summer,China,Stephanie Miller,Tennis,,35
2018,Summer,Australia,Sheila Hill,Cycling,Silver,36
2018,Summer,Japan,James Sullivan,Boxing,Gold,40
2018,Summer,India,Catherine Floyd,Weightlifting,,38
2018,Summer,South Africa,Michelle Leonard,Tennis,Silver,29
2018,Summer,Canada,William Perry,Soccer,Bronze,34
2018,Summer,Russia,Matthew Berry,Rowing,Silver,38
2018,Summer,France,Rebecca Butler,Basketball,Silver,33
2018,Summer,USA,Karen Miller,Soccer,,22
2018,Summer,UK,Danielle Bell,Soccer,Bronze,24
2018,Summer,South Korea,Linda Weber,Athletics,,30
2018,Summer,France,Lucas Green,Basketball,,28
2018,Summer,South Africa,Derek Gonzalez,Soccer,,24
2018,Summer,South Korea,Brittany Avery,Athletics,,39
2018,Summer,Japan,Charles Lee Jr.,Athletics,Bronze,31
2018,Summer,USA,Alexis Fields,Cycling,,36
2018,Summer,USA,Katherine Yang,Rowing,Silver,26
2018,Summer,Italy,Erica Cruz,Soccer,Bronze,20
2018,Summer,Russia,Joshua Clayton,Soccer,,24
2018,Summer,India,Scott Friedman,Athletics,Gold,19
2018,Summer,Italy,Michael Klein,Tennis,,31
2018,Summer,Russia,Aaron Pratt,Boxing,Bronze,38
2018,Summer,India,Christine Nicholson,Athletics,Silver,19
2018,Summer,Russia,Erica Duncan,Swimming,Bronze,32
2018,Summer,South Africa,Shannon Peterson,Gymnastics,Bronze,27
2018,Summer,Canada,John Miller DDS,Soccer,Silver,31
2018,Summer,USA,Ashley Robinson,Athletics,Gold,35
2018,Summer,India,Steven Vargas,Soccer,Silver,29
2018,Summer,Russia,Kimberly Ward,Boxing,Bronze,37
2018,Summer,Japan,Sean George,Cycling,Silver,29
2018,Summer,Russia,Edward Weiss,Rowing,Gold,31
2018,Summer,Brazil,Aaron Martinez II,Athletics,,38
2018,Summer,Brazil,Dorothy Dixon,Cycling,Bronze,27
2018,Summer,Australia,Emily Martin DDS,Basketball,Gold,31
2018,Summer,South Africa,Chelsea Clark,Weightlifting,Bronze,38
2018,Summer,Japan,Matthew Monroe,Athletics,Silver,38
2018,Summer,Australia,Scott Rowe,Soccer,Gold,19
2018,Summer,Australia,Alexis Ray,Weightlifting,Bronze,23
2018,Summer,Germany,Erika Davenport,Cycling,Bronze,29
2018,Summer,South Korea,Stephanie Smith,Rowing,,18
2018,Summer,India,Michelle Bryant,Boxing,Bronze,20
2018,Summer,Canada,Ryan West,Gymnastics,,35
2018,Summer,India,Isaac Wright,Weightlifting,Gold,30
2018,Summer,Brazil,Jeff Brown,Basketball,Gold,24
2018,Summer,UK,Marcus Joseph,Gymnastics,Silver,30
2018,Summer,France,Ivan Reed,Athletics,Silver,20
2018,Summer,Italy,Tamara Smith,Gymnastics,Gold,35
2018,Summer,Canada,Charles Bonilla,Gymnastics,Bronze,34
2018,Summer,South Africa,Brian Crawford,Rowing,Silver,21
2018,Summer,USA,Jennifer Proctor,Rowing,Bronze,32
2018,Summer,China,Jennifer Hart,Rowing,Bronze,25
2018,Summer,UK,Andrea Valenzuela,Boxing,Bronze,33
2018,Summer,France,Daniel Carter,Cycling,Bronze,30
2018,Summer,USA,Mr. Francisco Obrien DDS,Soccer,Bronze,23
2018,Summer,China,Sean Stevens,Gymnastics,,19
