Year,Type,Country,Athlete,Sport,Medal,Age
2005,Winter,France,Lori Castillo,Skiing,Bronze,21
2005,Winter,South Africa,Raymond Leonard,Bobsleigh,Gold,28
2005,Winter,Australia,Carla Sanford,Snowboarding,Silver,31
2005,Winter,UK,Tonya Johnson,Figure Skating,Bronze,39
2005,Winter,Russia,Shelby Clark,Skiing,Gold,39
2005,Winter,Russia,Kristin Wilson,Snowboarding,Gold,21
2005,Winter,Germany,Jason White,Skiing,,39
2005,Winter,India,Bryan Ellis,Skiing,,31
2005,Winter,China,Philip Sandoval,Bobsleigh,,38
2005,Winter,China,Andrea Nunez,Figure Skating,Silver,33
2005,Winter,Italy,Kirk Adkins,Curling,Silver,20
2005,Winter,China,Patricia Jones,Skiing,,37
2005,Winter,Canada,Jesus Cortez,Bobsleigh,,38
2005,Winter,China,Eric Hansen,Speed Skating,Gold,30
2005,Winter,Japan,Matthew Romero,Curling,Gold,33
2005,Winter,Australia,Michael Shaw,Speed Skating,Bronze,19
2005,Winter,India,Daniel Carey,Figure Skating,,33
2005,Winter,USA,Kimberly Calhoun,Ice Hockey,,31
2005,Winter,South Africa,Ashley Vazquez,Skiing,Bronze,18
2005,Winter,Australia,Michael Watson,Biathlon,Bronze,40
2005,Winter,India,Victoria Jones,Ice Hockey,Gold,24
2005,Winter,USA,Stephanie Bryant,Curling,,35
2005,Winter,Japan,Lynn Cunningham,Bobsleigh,,26
2005,Winter,Brazil,Christine Porter,Curling,,30
2005,Winter,USA,Jordan Sanchez,Skiing,Gold,20
2005,Winter,Canada,Jennifer Faulkner,Speed Skating,Silver,23
2005,Winter,India,Elizabeth Adkins,Curling,Silver,27
2005,Winter,South Korea,Rick Colon,Biathlon,Gold,37
2005,Winter,South Africa,Daniel Schultz,Curling,Silver,27
2005,Winter,Australia,Anthony Cabrera,Curling,,32
2005,Winter,UK,Wayne Benjamin,Snowboarding,Gold,30
2005,Winter,Canada,David Green,Snowboarding,Gold,24
2005,Winter,Australia,Mikayla Mason,Speed Skating,Bronze,33
2005,Winter,Australia,Rachel Williams,Speed Skating,,19
2005,Winter,USA,Haley Wilson,Ice Hockey,Bronze,34
2005,Winter,Australia,Julie Hayes,Skiing,Bronze,28
2005,Winter,Australia,Anna Fitzgerald,Ice Hockey,Bronze,31
2005,Winter,Australia,Timothy Kerr,Ice Hockey,Bronze,40
2005,Winter,Russia,Billy Knight,Biathlon,,40
2005,Winter,India,Marcus Mcbride,Curling,Silver,25
2005,Winter,South Korea,Terry Mcdaniel,Biathlon,Silver,38
2005,Winter,Japan,Sean Williams,Figure Skating,Silver,30
2005,Winter,USA,Danielle Cox,Curling,Silver,40
2005,Winter,USA,Tyler Austin,Speed Skating,Bronze,37
2005,Winter,Japan,Juan Williams,Bobsleigh,Gold,22
2005,Winter,South Africa,Phillip Kelly,Curling,Silver,31
2005,Winter,India,Daniel Aguirre,Figure Skating,Gold,31
2005,Winter,Australia,Chelsea Reese,Curling,Bronze,18
2005,Winter,Japan,Leslie Crawford,Curling,,23
2005,Winter,Australia,Courtney Parks,Bobsleigh,Gold,33
2005,Winter,Russia,Ms. Lori Massey,Curling,Gold,35
2005,Winter,France,Erin Brooks DDS,Figure Skating,,27
2005,Winter,Japan,Laura Christensen,Bobsleigh,Gold,26
2005,Winter,South Africa,April Hernandez,Ice Hockey,Silver,24
2005,Winter,Germany,Jody Avery,Figure Skating,Gold,38
2005,Winter,Japan,Robert Miller,Skiing,Silver,38
2005,Winter,Germany,Christian Crawford II,Ice Hockey,Gold,27
2005,Winter,China,Ashley Hahn,Speed Skating,Silver,19
2005,Winter,South Africa,Robert Bell,Skiing,,34
2005,Winter,Brazil,Alyssa Arnold,Ice Hockey,,18
2005,Winter,China,Sarah Tate PhD,Curling,Gold,32
2005,Winter,India,Christopher Lewis,Curling,Gold,40
2005,Winter,South Korea,Melissa Galloway,Ice Hockey,Gold,34
2005,Winter,Italy,Robert Hall,Bobsleigh,,40
2005,Winter,India,Colleen Wade MD,Skiing,,23
2005,Winter,South Africa,Michele Ward,Biathlon,Silver,27
2005,Winter,Australia,William Carter,Ice Hockey,Bronze,33
2005,Winter,Russia,Tyrone Pollard,Curling,Silver,27
2005,Winter,USA,Crystal Dickerson,Skiing,Gold,24
2005,Winter,South Korea,Michael Neal,Speed Skating,Bronze,35
2005,Winter,Canada,Juan Kelley,Speed Skating,,29
2005,Winter,Russia,Monique Stewart,Biathlon,,25
2005,Winter,India,Jennifer Arnold,Biathlon,Gold,27
2005,Winter,Russia,Nicole Huber,Ice Hockey,,31
2005,Winter,Japan,Ian Martin,Snowboarding,,33
2005,Winter,South Africa,Sara Gardner,Speed Skating,Silver,24
2005,Winter,UK,Tyler Bruce,Snowboarding,Gold,33
2005,Winter,China,Carrie Dunn,Snowboarding,Bronze,37
2005,Winter,Germany,Kim Lee,Snowboarding,,23
2005,Winter,Italy,Benjamin Wall,Snowboarding,Gold,27
2005,Winter,Australia,Tommy Jones,Snowboarding,Bronze,21
2005,Winter,France,James Matthews,Skiing,,23
2005,Winter,India,Terry Cox,Biathlon,Bronze,31
2005,Winter,Russia,Joyce Jimenez,Figure Skating,Bronze,28
2005,Winter,Japan,Sean Dickson,Ice Hockey,Bronze,39
2005,Winter,China,Jared Nichols,Bobsleigh,Bronze,33
2005,Winter,China,Karla Burton MD,Bobsleigh,Bronze,36
2005,Winter,South Korea,Matthew Wilkerson,Snowboarding,Silver,18
2005,Winter,South Korea,Gary Graham,Ice Hockey,Bronze,29
2005,Winter,Australia,Erika Miller,Ice Hockey,Gold,22
2005,Winter,USA,Cynthia White,Speed Skating,,36
2005,Winter,India,Sabrina Jackson,Biathlon,,40
2005,Winter,France,Michael Harrison,Curling,Bronze,29
2005,Winter,South Korea,Elizabeth Blake,Speed Skating,Bronze,32
2005,Winter,Russia,Deborah Shaw,Ice Hockey,Bronze,36
2005,Winter,Brazil,Gregory Floyd,Biathlon,Gold,36
2005,Winter,India,Samuel Matthews,Bobsleigh,,19
2005,Winter,South Africa,Garrett Peters,Ice Hockey,Silver,25
2005,Winter,Canada,John Oliver,Biathlon,Gold,40
2005,Winter,UK,Ashley Johnson,Skiing,Bronze,30
2005,Winter,South Africa,Ronald Gomez,Biathlon,Bronze,21
2005,Winter,South Korea,Christina Williams,Speed Skating,Gold,25
2005,Winter,India,Jessica Davidson,Ice Hockey,Gold,28
2005,Winter,Germany,Maria Harris,Speed Skating,,19
2005,Winter,South Korea,Nicholas Gates,Bobsleigh,Silver,23
2005,Winter,China,Randy Wells,Curling,Silver,36
2005,Winter,Australia,Heather Romero,Ice Hockey,,32
2005,Winter,Russia,Christopher Stewart,Snowboarding,Gold,30
2005,Winter,Italy,James Williams,Speed Skating,Silver,40
2005,Winter,China,Gary Stephens,Curling,Bronze,21
2005,Winter,South Africa,Renee Hendrix,Curling,,27
2005,Winter,India,Andrew Hernandez,Biathlon,Silver,34
2005,Winter,Canada,Vickie Sheppard,Biathlon,Gold,29
2005,Winter,France,Beth Lee,Ice Hockey,Bronze,38
2005,Winter,South Africa,Ryan Johnson,Skiing,Gold,23
2005,Winter,Germany,David Stewart,Figure Skating,Silver,30
2005,Winter,France,Mr. Michael Woodard,Curling,Silver,40
2005,Winter,Russia,Christopher Frost,Ice Hockey,Silver,19
2005,Winter,South Korea,Barry Orr,Biathlon,,40
2005,Winter,Australia,Joseph Jefferson,Snowboarding,Silver,22
2005,Winter,Canada,Russell Williams,Bobsleigh,Bronze,28
2005,Winter,Canada,Maria Best DVM,Biathlon,Silver,26
2005,Winter,Australia,Brittany Sanders,Snowboarding,Bronze,35
2005,Winter,Canada,Stacy Mendez,Biathlon,Bronze,20
2005,Winter,India,Tiffany Miller,Figure Skating,Bronze,39
2005,Winter,France,Rebecca Crane,Snowboarding,Silver,32
2005,Winter,India,Felicia Dougherty,Snowboarding,Gold,29
2005,Winter,South Korea,Nancy Gibson,Bobsleigh,Silver,30
2005,Winter,Canada,Victor Brown,Bobsleigh,,34
2005,Winter,USA,Allison Knight,Biathlon,Bronze,27
2005,Winter,Australia,Charles Daniel,Snowboarding,Gold,24
2005,Winter,Italy,Mrs. Denise Miller MD,Skiing,Bronze,40
2005,Winter,South Africa,Carolyn Bonilla,Curling,Gold,33
2005,Winter,USA,Tina Fuentes,Skiing,,23
2005,Winter,Italy,John Alvarez,Skiing,Gold,36
2005,Winter,Brazil,Monica Goodwin,Curling,Gold,33
2005,Winter,UK,Teresa Farrell,Skiing,,29
2005,Winter,Russia,Heather Coleman,Biathlon,Bronze,36
2005,Winter,India,Kevin Ward,Speed Skating,,35
2005,Winter,Italy,James Knight,Curling,Gold,38
2005,Winter,South Africa,Edward May,Figure Skating,Bronze,23
2005,Winter,China,Edward Long,Curling,Bronze,23
2005,Winter,USA,William Dudley,Bobsleigh,Silver,28
2005,Winter,Brazil,Laura Burns,Speed Skating,,20
2005,Winter,France,William Allen,Skiing,Bronze,33
2005,Winter,France,Eric Cortez,Bobsleigh,,39
2005,Winter,China,Virginia Weaver,Biathlon,Bronze,23
2005,Winter,USA,Glenn Freeman,Bobsleigh,Gold,20
2005,Winter,USA,Brianna Fernandez,Curling,Gold,32
2005,Winter,Australia,Reginald Burke,Speed Skating,Silver,19
2005,Winter,Canada,Susan Flynn,Curling,,33
2005,Winter,Australia,Marcus Meyer,Ice Hockey,Bronze,39
2005,Winter,UK,Todd Prince,Figure Skating,Silver,27
2005,Winter,China,Michael Ali,Bobsleigh,,40
2005,Winter,UK,Lindsey Jenkins,Speed Skating,Silver,28
2005,Winter,South Korea,Vincent Marquez,Biathlon,,19
2005,Winter,South Africa,Matthew Le,Snowboarding,Silver,32
2005,Winter,South Korea,Amy Watson,Bobsleigh,,32
2005,Winter,Italy,Carl Barber,Bobsleigh,Bronze,25
2005,Winter,Germany,Troy Velazquez,Ice Hockey,,20
2005,Winter,China,Monica Shannon,Ice Hockey,Silver,24
2005,Winter,Italy,Michael Acevedo,Figure Skating,Bronze,37
2005,Winter,Russia,Jose Aguirre,Biathlon,Silver,27
2005,Winter,India,Jeremiah Jones,Biathlon,Gold,40
2005,Winter,South Korea,Anthony Phillips,Speed Skating,,25
2005,Winter,Brazil,Leslie Wallace,Biathlon,Bronze,33
2005,Winter,India,Danny Lynch,Figure Skating,Silver,34
2005,Winter,India,Jamie Snyder,Snowboarding,,26
2005,Winter,USA,Kathleen Walter,Bobsleigh,,37
2005,Winter,USA,Darlene Brown,Speed Skating,,27
2005,Winter,India,Scott Estes,Skiing,,22
2005,Winter,China,Alejandra Barker,Speed Skating,Silver,20
2005,Winter,USA,Paige Schneider,Bobsleigh,,20
2005,Winter,Canada,Kelly Rodriguez,Skiing,,37
2005,Winter,France,Nicole Jones,Ice Hockey,,24
2005,Winter,USA,Regina Newton,Snowboarding,Gold,38
2005,Winter,UK,Robert Reed,Ice Hockey,,32
2005,Winter,USA,John Graham,Speed Skating,Bronze,31
2005,Winter,China,Russell Phillips,Figure Skating,Gold,34
2005,Winter,India,Shannon Davis,Snowboarding,Silver,26
2005,Winter,Russia,Cheryl Guerra,Speed Skating,,37
2005,Winter,Canada,Duane Mendoza,Skiing,Bronze,33
2005,Winter,Brazil,Miguel Wise,Skiing,,22
2005,Winter,Brazil,Aaron Garcia,Snowboarding,,20
2005,Winter,Germany,Paula Martinez,Figure Skating,,24
2005,Winter,UK,Peter Smith,Figure Skating,Gold,25
2005,Winter,Australia,Hannah Vaughan,Curling,,26
2005,Winter,India,Bryan Brady,Biathlon,,36
2005,Winter,USA,Chad Lawrence,Figure Skating,Silver,37
2005,Winter,India,Matthew Sanders,Ice Hockey,Bronze,35
2005,Winter,Canada,James Bailey,Curling,,34
2005,Winter,Brazil,Victoria King,Bobsleigh,Bronze,21
2005,Winter,Brazil,Kevin White,Figure Skating,,37
2005,Winter,UK,Vanessa Rivera,Bobsleigh,,32
