Year,Type,Country,Athlete,Sport,Medal,Age
1929,Winter,Germany,Sarah Gibson,Figure Skating,Bronze,40
1929,Winter,Italy,Kevin Anderson,Skiing,Bronze,32
1929,Winter,South Africa,Matthew Munoz,Curling,Bronze,35
1929,Winter,France,Alicia Williams,Curling,Silver,22
1929,Winter,France,Michael Payne,Snowboarding,Bronze,23
1929,Winter,South Korea,Amy Haynes,Snowboarding,,19
1929,Winter,France,Dennis Soto,Snowboarding,Silver,35
1929,Winter,USA,Shelby Cochran,Curling,Bronze,28
1929,Winter,India,Elijah Mendoza,Curling,Silver,26
1929,Winter,Germany,Philip Mitchell,Ice Hockey,Gold,21
1929,Winter,Australia,Lance Wilson,Skiing,Silver,31
1929,Winter,USA,William Stewart,Snowboarding,Gold,39
1929,Winter,South Africa,Sarah Rowe,Curling,Gold,26
1929,Winter,South Korea,Kevin Preston,Ice Hockey,Bronze,32
1929,Winter,Japan,George Gutierrez,Skiing,Bronze,27
1929,Winter,Japan,Lauren Nicholson,Speed Skating,Gold,20
1929,Winter,Canada,Dave Miller,Speed Skating,Bronze,39
1929,Winter,India,Jennifer Thornton,Biathlon,Gold,28
1929,Winter,France,Melissa Woods,Speed Skating,,36
1929,Winter,Australia,Maria Lewis,Curling,Gold,32
1929,Winter,Germany,Kevin Henry,Speed Skating,Silver,29
1929,Winter,Brazil,Colin Perry,Biathlon,,32
1929,Winter,India,Tanya Ellis,Figure Skating,,22
1929,Winter,Japan,Jessica Blankenship,Speed Skating,Gold,22
1929,Winter,Canada,Courtney Palmer,Biathlon,,19
1929,Winter,USA,Kyle Floyd,Bobsleigh,Gold,30
1929,Winter,Japan,Robert Jones,Biathlon,Bronze,18
1929,Winter,France,Dr. Michelle Larson,Speed Skating,Silver,32
1929,Winter,Canada,Wendy Copeland,Ice Hockey,Gold,36
1929,Winter,India,Nicole Lloyd,Figure Skating,Silver,18
1929,Winter,Brazil,Jill Estrada,Biathlon,,20
1929,Winter,Japan,Misty Zamora,Skiing,Gold,30
1929,Winter,Russia,Gabriel Huerta,Figure Skating,Bronze,20
1929,Winter,Italy,Jeffrey Glass,Snowboarding,Silver,29
1929,Winter,China,Jessica Smith,Snowboarding,Bronze,30
1929,Winter,Japan,Patrick Park,Snowboarding,,33
1929,Winter,Japan,Kurt Fisher,Speed Skating,Silver,23
1929,Winter,Russia,Denise Schultz,Curling,,25
1929,Winter,USA,Makayla Larson,Figure Skating,,21
1929,Winter,Australia,Deborah Anderson,Curling,Bronze,32
1929,Winter,Germany,Kevin Hill,Ice Hockey,,39
1929,Winter,Germany,Matthew White,Speed Skating,Gold,18
1929,Winter,Germany,Cody Hodges,Biathlon,,21
1929,Winter,Russia,Jon Rivera,Speed Skating,Silver,20
1929,Winter,India,Diana White,Snowboarding,Gold,22
1929,Winter,USA,John Cohen,Ice Hockey,Bronze,31
1929,Winter,Brazil,Anthony Santiago,Bobsleigh,Bronze,18
1929,Winter,China,Lisa Marquez,Figure Skating,Silver,31
1929,Winter,Russia,Carol Brewer,Ice Hockey,Silver,23
1929,Winter,Brazil,Darryl Osborne,Snowboarding,Gold,22
1929,Winter,South Africa,Alex Meza,Curling,Gold,37
1929,Winter,France,Jennifer Clarke,Curling,Bronze,19
