Year,Type,Country,Athlete,Sport,Medal,Age
1927,Summer,South Korea,Linda Chen,Rowing,Silver,22
1927,Summer,Germany,Howard Sanders,Tennis,Gold,20
1927,Summer,France,Heather Jensen,Weightlifting,Gold,30
1927,Summer,Canada,Zachary Davis,Cycling,Bronze,22
1927,Summer,India,Frank Ortiz,Gymnastics,,35
1927,Summer,USA,Tony Allen,Soccer,Silver,32
1927,Summer,Japan,Brian Brown,Boxing,Silver,33
1927,Summer,USA,Lisa Medina,Basketball,,27
1927,Summer,Australia,Andrea Sims,Gymnastics,,30
1927,Summer,Russia,Marco Lam,Cycling,,35
1927,Summer,USA,Michele Lam,Basketball,Silver,29
1927,Summer,UK,Michelle Johnson,Swimming,Bronze,23
1927,Summer,Australia,Trevor Hart,Athletics,,35
1927,Summer,Russia,Jessica Lewis,Tennis,Bronze,32
1927,Summer,Japan,Todd Ross,Rowing,Bronze,29
1927,Summer,China,Allison James,Basketball,Silver,22
1927,Summer,Germany,Lorraine Williams,Basketball,Gold,38
1927,Summer,China,Jacob Robinson,Tennis,Silver,25
1927,Summer,China,Christopher Gonzales,Swimming,,39
1927,Summer,Russia,William Chavez,Boxing,Silver,21
1927,Summer,UK,Patricia Davis,Soccer,Bronze,34
1927,Summer,Brazil,Mr. Rodney Wilson,Athletics,Gold,30
1927,Summer,Germany,Joshua Foster,Athletics,Bronze,32
1927,Summer,France,Leslie Morris,Swimming,Gold,40
1927,Summer,South Africa,Michael Garcia,Rowing,,37
1927,Summer,Italy,Laura Ellis,Swimming,Bronze,30
1927,Summer,Japan,Joshua Webb,Tennis,Bronze,38
1927,Summer,Russia,Nicholas Estes,Athletics,Silver,32
1927,Summer,China,Robert Woodward,Weightlifting,,34
1927,Summer,Japan,James Evans,Cycling,Gold,31
1927,Summer,Brazil,Joseph Shields,Weightlifting,Gold,29
1927,Summer,Japan,Joshua Parks,Boxing,Gold,37
1927,Summer,South Africa,Arthur Reed,Boxing,,28
1927,Summer,Russia,Jeremy Perry,Gymnastics,Gold,39
1927,Summer,Russia,Christopher Petersen,Swimming,Silver,18
1927,Summer,Australia,Nancy Freeman,Soccer,Silver,22
1927,Summer,China,Valerie Hart,Tennis,Gold,27
1927,Summer,Russia,Anthony Wilkinson,Swimming,Bronze,35
1927,Summer,Russia,Suzanne Cole,Tennis,Silver,22
1927,Summer,Germany,Mr. Jeremy Barrera,Tennis,Silver,33
1927,Summer,Italy,Jason Webster,Swimming,,22
1927,Summer,Canada,Chelsea Wright,Soccer,,40
1927,Summer,Japan,Terry Perez,Rowing,Silver,18
1927,Summer,Germany,Isabel Hudson,Cycling,Silver,30
1927,Summer,Germany,Jeremy Smith,Athletics,Bronze,29
1927,Summer,Brazil,Diane Garrett,Gymnastics,,34
1927,Summer,Germany,Amanda Kennedy,Basketball,Gold,21
1927,Summer,UK,Jose James,Swimming,Bronze,31
1927,Summer,Russia,Jennifer Smith,Tennis,Gold,38
1927,Summer,Canada,Nancy Jackson,Weightlifting,,22
1927,Summer,Canada,Scott Harmon,Soccer,Silver,31
1927,Summer,UK,Larry Hurley MD,Boxing,,38
1927,Summer,UK,Steven Gross,Soccer,Gold,31
1927,Summer,UK,Anne Banks,Boxing,,25
1927,Summer,Brazil,Jeffrey Brown,Boxing,Silver,23
1927,Summer,China,Brian Miller,Soccer,,27
1927,Summer,Germany,Michael Harris,Basketball,Gold,25
1927,Summer,South Korea,Misty West,Cycling,,34
1927,Summer,Brazil,Timothy Ramos,Swimming,,38
1927,Summer,France,Thomas Moore,Soccer,,20
1927,Summer,Brazil,Jason Bradley,Cycling,,20
1927,Summer,Italy,John Gonzalez,Soccer,,40
1927,Summer,UK,Mark Vaughan,Weightlifting,Gold,30
1927,Summer,USA,Donna Sheppard MD,Swimming,Silver,18
1927,Summer,China,Michael Duncan,Cycling,Bronze,21
1927,Summer,Canada,Anthony Phillips,Cycling,Gold,32
1927,Summer,Brazil,Jordan Ward,Gymnastics,Gold,27
1927,Summer,Canada,Christopher Richards,Swimming,Bronze,27
1927,Summer,China,Bobby Jones,Basketball,Bronze,23
1927,Summer,Brazil,Harold Brown,Boxing,,35
1927,Summer,Germany,Thomas Smith,Gymnastics,Bronze,21
1927,Summer,Germany,Victoria Edwards,Rowing,Bronze,33
1927,Summer,China,Michael Walker,Gymnastics,Bronze,26
1927,Summer,Canada,Karen Silva,Athletics,Gold,40
1927,Summer,India,Jeremy Bailey,Gymnastics,,40
1927,Summer,UK,Patricia Lin,Tennis,Gold,24
1927,Summer,Canada,Mark Allison,Athletics,Bronze,38
1927,Summer,France,Andrew Buck,Weightlifting,Silver,29
1927,Summer,Italy,Wendy Martinez,Boxing,Gold,18
1927,Summer,India,Tyler Hood,Gymnastics,Gold,38
1927,Summer,USA,Jennifer Rich,Cycling,Silver,24
1927,Summer,China,Christina Brown,Athletics,Gold,38
1927,Summer,Russia,Brent Jordan,Boxing,Silver,37
1927,Summer,UK,Erika Bowen,Basketball,Bronze,19
1927,Summer,Japan,David Mcfarland,Basketball,Bronze,30
1927,Summer,Germany,Mandy Oconnell,Tennis,Silver,19
1927,Summer,USA,Jason Parker,Tennis,Bronze,29
1927,Summer,Japan,Christopher Nguyen,Boxing,Gold,33
1927,Summer,USA,Mark Brooks,Cycling,,20
