Year,Type,Country,Athlete,Sport,Medal,Age
1939,Winter,India,Darrell Kim,Snowboarding,,38
1939,Winter,Russia,Valerie Gomez,Snowboarding,Silver,24
1939,Winter,USA,Shane Carter,Curling,Bronze,36
1939,Winter,South Africa,John Gomez,Biathlon,Bronze,34
1939,Winter,UK,Matthew Nelson,Curling,Gold,23
1939,Winter,Germany,Wendy Foster,Ice Hockey,,35
1939,Winter,Brazil,Mary Foster,Ice Hockey,,24
1939,Winter,Australia,Kim Fisher,Curling,Gold,32
1939,Winter,Australia,Diane Rios,Speed Skating,Gold,39
1939,Winter,Australia,Cynthia Spencer,Figure Skating,Silver,33
1939,Winter,South Africa,Peter Knapp,Skiing,,25
1939,Winter,USA,Michelle Sanchez,Ice Hockey,Gold,23
1939,Winter,Canada,Brandon Thompson,Skiing,Gold,18
1939,Winter,India,Linda Avery,Speed Skating,Silver,18
1939,Winter,Brazil,Nicole Campbell,Curling,,22
1939,Winter,France,Jodi Smith,Skiing,Bronze,25
1939,Winter,UK,Nicole Ayers,Bobsleigh,Bronze,40
1939,Winter,India,Robert Parker,Snowboarding,Gold,20
1939,Winter,USA,Robert Allen,Curling,Bronze,23
1939,Winter,USA,Isaac Kennedy,Curling,,31
1939,Winter,Germany,Alyssa Ho,Figure Skating,Gold,19
1939,Winter,Brazil,Jennifer Wilson,Skiing,Gold,39
1939,Winter,South Africa,Spencer Lopez,Biathlon,Gold,31
1939,Winter,South Korea,Roger Bautista,Bobsleigh,Silver,36
1939,Winter,Brazil,Laura Ford DDS,Ice Hockey,Bronze,32
1939,Winter,Italy,Judith Garcia,Figure Skating,,34
1939,Winter,USA,Alyssa Taylor,Curling,Silver,39
1939,Winter,Italy,Billy Johnson,Skiing,,40
1939,Winter,South Africa,James Reed,Skiing,Bronze,38
1939,Winter,Australia,Ian Nelson,Bobsleigh,Gold,18
1939,Winter,South Korea,Charles Barron,Skiing,Bronze,20
1939,Winter,Italy,Larry Carter,Biathlon,Bronze,24
1939,Winter,Brazil,Timothy Jimenez,Bobsleigh,Bronze,24
1939,Winter,Brazil,Patricia Kirk,Skiing,Silver,27
1939,Winter,Brazil,Bradley Riggs,Speed Skating,Silver,30
1939,Winter,Russia,Tammy Caldwell,Ice Hockey,,20
1939,Winter,France,Daniel Kelly,Bobsleigh,Bronze,40
1939,Winter,France,Clarence Monroe,Skiing,Bronze,28
1939,Winter,Germany,Donald Anderson,Skiing,,40
1939,Winter,Japan,Robert Phillips,Snowboarding,Silver,35
1939,Winter,Germany,Pamela Rodriguez,Snowboarding,,33
1939,Winter,Brazil,Jeffrey Wright,Biathlon,Bronze,40
1939,Winter,Australia,Samuel Mejia,Ice Hockey,Bronze,19
1939,Winter,Brazil,Joel Wilson,Curling,Silver,36
1939,Winter,France,Shawn Sanchez,Snowboarding,,21
1939,Winter,South Korea,Christopher Mckinney,Figure Skating,Silver,21
1939,Winter,UK,Mary Diaz,Snowboarding,Bronze,24
1939,Winter,South Korea,Desiree Maynard,Speed Skating,,23
1939,Winter,South Africa,Samuel Wilson,Speed Skating,Silver,32
1939,Winter,Italy,Joshua Arias,Snowboarding,Gold,34
1939,Winter,France,Jessica Stone,Snowboarding,Bronze,35
1939,Winter,UK,David Hernandez,Bobsleigh,Gold,34
1939,Winter,France,Susan Brown,Curling,,18
1939,Winter,Brazil,Daniel Brown,Bobsleigh,Silver,20
1939,Winter,Germany,Brian Brown,Bobsleigh,Silver,29
1939,Winter,UK,James Smith,Bobsleigh,Gold,30
1939,Winter,Italy,Michael Jackson,Figure Skating,,28
1939,Winter,India,Andre Long,Speed Skating,,21
1939,Winter,Germany,Stacy Cummings,Biathlon,,20
1939,Winter,Australia,Mrs. Wendy Johnson DDS,Curling,Bronze,35
1939,Winter,UK,Allison Jackson,Curling,,25
1939,Winter,Australia,Kaylee White,Curling,,36
1939,Winter,USA,Jose Boyle,Speed Skating,Silver,36
1939,Winter,South Africa,Michael Sanders,Speed Skating,Silver,20
1939,Winter,France,Brandon Wilson,Snowboarding,Bronze,18
1939,Winter,South Africa,Matthew Owens,Speed Skating,Silver,32
1939,Winter,Russia,Luis Doyle,Biathlon,Silver,40
1939,Winter,China,Kevin Patel,Curling,Gold,29
1939,Winter,South Africa,Vanessa Martin,Speed Skating,Silver,22
1939,Winter,Japan,Jamie Andrews,Speed Skating,Bronze,33
1939,Winter,South Africa,Devin Thomas,Figure Skating,Silver,21
1939,Winter,China,Deborah Long,Snowboarding,Gold,29
1939,Winter,UK,Bethany Guerrero,Curling,Gold,37
1939,Winter,South Africa,Wesley Martin,Skiing,Bronze,18
1939,Winter,Russia,Abigail Sanchez,Skiing,Bronze,28
1939,Winter,Australia,Matthew Martinez,Biathlon,Bronze,37
1939,Winter,Japan,Spencer Hendricks,Skiing,Silver,38
1939,Winter,South Korea,Phillip Hull DDS,Biathlon,Gold,20
1939,Winter,USA,Thomas Banks,Ice Hockey,Silver,31
1939,Winter,South Africa,Ashley Pace,Biathlon,Bronze,21
1939,Winter,Germany,Jason Howard,Curling,Gold,39
1939,Winter,Germany,Jill Johnson,Skiing,Gold,32
1939,Winter,Brazil,Shelley Hughes,Bobsleigh,Bronze,33
1939,Winter,South Africa,Derek Terry,Speed Skating,Bronze,27
1939,Winter,France,Erin Stewart,Figure Skating,Bronze,31
1939,Winter,USA,Joseph Lynch,Ice Hockey,,18
1939,Winter,Australia,Michelle Miller,Bobsleigh,,20
1939,Winter,China,Dr. Shawn Carson,Biathlon,Gold,26
1939,Winter,South Korea,Kylie Chandler,Bobsleigh,Bronze,34
1939,Winter,China,Stacy Pollard,Ice Hockey,,38
1939,Winter,China,Elizabeth Jones,Figure Skating,,39
1939,Winter,Brazil,Michelle Silva,Snowboarding,,35
1939,Winter,France,Kelly Ortiz,Speed Skating,,36
1939,Winter,Australia,Jeffery Patton,Ice Hockey,Bronze,22
1939,Winter,Germany,Angela Myers,Curling,Silver,36
1939,Winter,USA,Jennifer Williams,Snowboarding,Silver,22
1939,Winter,India,Steven Copeland,Skiing,Bronze,19
1939,Winter,Japan,Teresa Rogers,Bobsleigh,Bronze,22
1939,Winter,India,Tony Smith,Skiing,Bronze,19
1939,Winter,Brazil,Charles Barrett,Bobsleigh,Gold,19
1939,Winter,India,Melissa Andrews,Speed Skating,Silver,30
1939,Winter,Brazil,Jeffrey Williams,Curling,,32
1939,Winter,China,Jonathan Sanchez,Curling,Silver,23
1939,Winter,South Korea,Eric Sexton,Skiing,,25
1939,Winter,South Korea,Shawn Roberts,Snowboarding,,28
1939,Winter,Germany,Lisa Wilkins,Bobsleigh,Bronze,35
1939,Winter,USA,Tanya Randall,Speed Skating,Gold,33
1939,Winter,China,Jennifer Blackwell,Snowboarding,Bronze,34
1939,Winter,Brazil,Kristopher Gomez,Skiing,Bronze,38
1939,Winter,Italy,Monica Grant,Figure Skating,Bronze,39
1939,Winter,Brazil,Tammy Gonzalez,Biathlon,Gold,40
1939,Winter,Russia,David Robinson,Biathlon,Bronze,38
1939,Winter,Brazil,Christopher Juarez,Biathlon,,36
1939,Winter,Japan,Colleen Li,Snowboarding,Silver,34
1939,Winter,China,Heather Randolph,Snowboarding,,24
1939,Winter,Australia,Joseph Allen,Snowboarding,Bronze,27
1939,Winter,Italy,James Young,Ice Hockey,Gold,37
1939,Winter,China,Timothy Sanders,Curling,Bronze,27
1939,Winter,Japan,James Haynes,Figure Skating,Bronze,29
1939,Winter,Italy,Alice Carr,Biathlon,Bronze,36
1939,Winter,India,Kyle Wolf,Bobsleigh,Bronze,24
1939,Winter,Germany,William Walker,Skiing,Bronze,23
1939,Winter,Australia,Andrew Jones,Ice Hockey,,31
1939,Winter,Germany,Amanda Holt,Snowboarding,,36
1939,Winter,Australia,Rachel Brown,Snowboarding,,19
1939,Winter,India,Christopher Smith,Bobsleigh,Bronze,31
1939,Winter,Brazil,Sheila Morrison,Speed Skating,Bronze,23
1939,Winter,Australia,Frank Howard,Speed Skating,Silver,39
1939,Winter,South Africa,Paige Newton,Speed Skating,Bronze,38
1939,Winter,South Africa,Susan Mahoney,Snowboarding,Silver,24
1939,Winter,South Korea,Jacqueline Black,Bobsleigh,,34
1939,Winter,India,Adam Lewis,Speed Skating,Silver,34
1939,Winter,Japan,Roberto Dennis,Snowboarding,,23
1939,Winter,China,Jason Jones,Speed Skating,Silver,24
1939,Winter,South Africa,Bryan Thompson,Speed Skating,Silver,23
1939,Winter,Japan,Brandon Russell,Biathlon,,27
1939,Winter,USA,Mario Moore,Bobsleigh,Gold,22
1939,Winter,Italy,Paul Chavez,Snowboarding,,30
1939,Winter,India,Heather Arellano PhD,Figure Skating,,28
1939,Winter,South Korea,Jonathan Yates,Speed Skating,Silver,35
1939,Winter,Canada,Thomas Cooper,Curling,,23
1939,Winter,Russia,Matthew Sweeney,Skiing,Bronze,20
1939,Winter,South Korea,William Rodriguez,Figure Skating,Gold,20
1939,Winter,South Africa,Heather Day,Skiing,,37
1939,Winter,Germany,Kelly Morales,Bobsleigh,Bronze,39
1939,Winter,India,Eric Watson,Snowboarding,,36
1939,Winter,India,Melanie Cummings,Bobsleigh,,26
1939,Winter,South Korea,Monica Melendez,Biathlon,Bronze,37
1939,Winter,India,Crystal Garrett,Figure Skating,,28
1939,Winter,Germany,Matthew Turner,Ice Hockey,Bronze,35
1939,Winter,India,Amy Brown,Biathlon,Silver,32
1939,Winter,Italy,Tina Flores,Speed Skating,Silver,28
1939,Winter,Australia,Cassandra Park,Biathlon,,23
1939,Winter,Brazil,Jerry Lopez,Snowboarding,Silver,20
1939,Winter,South Africa,Karen Griffin,Figure Skating,Bronze,34
1939,Winter,Australia,Mr. Isaac Larsen,Figure Skating,Bronze,20
1939,Winter,Russia,Ricardo Rogers,Bobsleigh,Gold,32
1939,Winter,China,Roy Bean,Skiing,Bronze,30
1939,Winter,South Africa,Andrew Burke,Bobsleigh,Bronze,24
1939,Winter,UK,Candice Davis,Speed Skating,Bronze,30
1939,Winter,Russia,Robert Bennett,Ice Hockey,,38
1939,Winter,India,Jose Taylor,Skiing,Silver,35
1939,Winter,USA,Garrett Farrell,Speed Skating,Silver,22
1939,Winter,France,Thomas Ross,Curling,,34
1939,Winter,UK,Misty Moore,Figure Skating,,32
1939,Winter,UK,Lisa Carson,Speed Skating,Silver,34
1939,Winter,Germany,Matthew Brown,Snowboarding,Silver,26
1939,Winter,Russia,Mathew Christensen,Bobsleigh,Silver,32
1939,Winter,USA,Kevin Taylor,Speed Skating,Bronze,40
1939,Winter,Italy,Cole Holmes,Skiing,Gold,36
1939,Winter,UK,Christopher Kidd,Figure Skating,Silver,36
1939,Winter,UK,Lisa Thompson,Curling,,30
1939,Winter,India,Ryan Lucero,Ice Hockey,Silver,34
1939,Winter,Canada,Jacqueline Mccarthy,Bobsleigh,,21
1939,Winter,India,Natalie Washington,Speed Skating,Gold,22
1939,Winter,Japan,Brian Parker,Snowboarding,Silver,20
1939,Winter,France,Cynthia Burns,Ice Hockey,Silver,39
1939,Winter,Australia,Jennifer Sosa,Figure Skating,,38
1939,Winter,Australia,Christopher Davis,Biathlon,Gold,33
1939,Winter,Italy,Daisy Miller,Speed Skating,Silver,31
1939,Winter,South Africa,Ruben Delgado,Snowboarding,,39
1939,Winter,Japan,Donald Adams,Curling,Bronze,19
1939,Winter,Italy,Teresa Morgan,Skiing,Bronze,19
1939,Winter,UK,Marissa Blake,Figure Skating,,31
1939,Winter,Brazil,Christina Howell,Curling,Bronze,35
1939,Winter,Italy,Melissa Kelley,Speed Skating,Silver,34
1939,Winter,Canada,Brittany Wright,Snowboarding,Bronze,36
1939,Winter,India,Nicholas Robertson,Skiing,Bronze,25
1939,Winter,Brazil,Stephanie Sexton,Figure Skating,,21
1939,Winter,China,Francisco Bradley,Bobsleigh,Gold,34
1939,Winter,USA,Joseph Wilson,Speed Skating,Bronze,38
1939,Winter,South Africa,Anita Dennis,Bobsleigh,,30
1939,Winter,Brazil,Patricia Williams,Snowboarding,,40
1939,Winter,France,William Smith,Curling,Gold,21
1939,Winter,Russia,Louis Wilson,Curling,Bronze,27
1939,Winter,China,Richard Williams,Skiing,Silver,40
1939,Winter,South Korea,Patricia Martinez,Curling,Bronze,37
1939,Winter,Brazil,Michael Mcdonald,Curling,Silver,36
1939,Winter,Brazil,Alexis Walker,Ice Hockey,Gold,31
1939,Winter,Russia,Scott Moreno,Biathlon,Bronze,22
1939,Winter,South Korea,Alicia Miller,Ice Hockey,,20
1939,Winter,USA,Richard Kennedy,Curling,,32
1939,Winter,Russia,Julie Miller,Snowboarding,Silver,36
1939,Winter,Russia,Michael Schroeder,Speed Skating,Bronze,32
1939,Winter,South Korea,Amber Norman,Figure Skating,Gold,23
1939,Winter,Japan,Juan Moore,Speed Skating,Bronze,32
1939,Winter,Italy,Jennifer Johnson,Bobsleigh,Gold,30
1939,Winter,Australia,Karen Curry,Figure Skating,Bronze,31
1939,Winter,Germany,Kathleen Acevedo,Speed Skating,,24
1939,Winter,UK,Anthony Compton,Bobsleigh,Gold,22
1939,Winter,Russia,Brittany Bowman,Snowboarding,Gold,29
1939,Winter,UK,Kathryn Walker,Biathlon,Bronze,18
1939,Winter,South Korea,Jesse Williams,Biathlon,Gold,40
1939,Winter,UK,Robert Hamilton,Figure Skating,Bronze,18
1939,Winter,Japan,Tommy Barton,Bobsleigh,Bronze,30
1939,Winter,Australia,Mr. David Blevins,Biathlon,,40
1939,Winter,UK,John Carr,Figure Skating,Silver,30
