Year,Type,Country,Athlete,Sport,Medal,Age
1966,Winter,France,Alyssa Davis,Skiing,Gold,29
1966,Winter,South Africa,Donna Lopez,Biathlon,Gold,21
1966,Winter,Canada,Nicole Greer,Speed Skating,Gold,31
1966,Winter,USA,Dorothy Figueroa,Ice Hockey,,33
1966,Winter,UK,Sarah Cameron,Ice Hockey,Silver,33
1966,Winter,Australia,Mrs. Gwendolyn Rogers,Speed Skating,,33
1966,Winter,France,Robert Williams,Snowboarding,,33
1966,Winter,Japan,Kaitlyn Bradford,Bobsleigh,Bronze,26
1966,Winter,Russia,James Morrison,Figure Skating,Silver,37
1966,Winter,Italy,Robert Smith,Ice Hockey,Bronze,20
1966,Winter,Canada,Cindy Wilson,Curling,Bronze,38
1966,Winter,Canada,Melissa Warner,Snowboarding,Gold,28
1966,Winter,Russia,Christopher Moss,Snowboarding,Bronze,30
1966,Winter,Brazil,Amanda Welch,Figure Skating,,19
1966,Winter,South Africa,Diamond Wood,Biathlon,Gold,40
1966,Winter,UK,Patrick Rivers,Snowboarding,Silver,29
1966,Winter,South Africa,Brittany Daniels,Snowboarding,Bronze,34
1966,Winter,South Korea,Matthew Horn,Speed Skating,,23
1966,Winter,UK,Jessica Zimmerman,Figure Skating,Gold,21
1966,Winter,Canada,Sean Thomas,Figure Skating,Gold,33
1966,Winter,China,Kristy Weiss,Curling,,24
1966,Winter,UK,Jessica Richardson,Curling,Silver,40
1966,Winter,India,Daniel Gibson,Biathlon,Gold,34
1966,Winter,UK,Curtis Parker,Skiing,Silver,35
1966,Winter,Russia,William Hart,Speed Skating,,29
1966,Winter,Italy,Tracey Davidson,Snowboarding,Silver,33
1966,Winter,Italy,Jennifer Jones,Bobsleigh,,20
1966,Winter,Germany,Tiffany Mcfarland,Snowboarding,Bronze,31
1966,Winter,Australia,Ashley Rios,Bobsleigh,Silver,28
1966,Winter,USA,Christopher Allison,Snowboarding,Gold,28
1966,Winter,India,Christopher Gonzales,Figure Skating,Gold,20
1966,Winter,Brazil,Brittany Smith,Curling,Gold,39
1966,Winter,France,Evan Sanchez,Curling,Bronze,37
1966,Winter,Canada,Brandon Jordan,Ice Hockey,,37
1966,Winter,Brazil,Michael Parker,Curling,Gold,34
1966,Winter,South Korea,Andrew Hamilton,Ice Hockey,Silver,26
1966,Winter,Italy,Anthony Brown,Figure Skating,Bronze,24
1966,Winter,Japan,Jennifer Holmes,Figure Skating,Silver,33
