Year,Type,Country,Athlete,Sport,Medal,Age
1936,Summer,Japan,Marcus Jefferson,Gymnastics,,33
1936,Summer,Australia,Joshua Jacobs,Tennis,Gold,22
1936,Summer,Russia,Angela Meyers,Basketball,Silver,35
1936,Summer,Japan,Michael Gutierrez,Weightlifting,Gold,35
1936,Summer,Australia,Sydney Hardy,Boxing,,39
1936,Summer,UK,Tracy Robinson,Boxing,Gold,23
1936,Summer,Canada,Alex Garcia,Swimming,,19
1936,Summer,Brazil,Jennifer Johnson,Boxing,Bronze,29
1936,Summer,Canada,Richard Castillo,Soccer,,34
1936,Summer,South Korea,Antonio Galvan,Cycling,Gold,24
1936,Summer,Canada,Jesse Reyes,Cycling,Silver,31
1936,Summer,France,Angel Robinson,Basketball,Gold,32
1936,Summer,India,Alexander Jones,Soccer,Bronze,31
1936,Summer,France,William Kennedy,Tennis,Silver,35
1936,Summer,Russia,Felicia Potter,Cycling,Bronze,25
1936,Summer,France,Isabella Harris,Soccer,Bronze,18
1936,Summer,Russia,David Friedman,Soccer,,25
1936,Summer,UK,Kiara Moon,Rowing,,22
1936,Summer,France,Megan Williams,Gymnastics,Silver,40
1936,Summer,China,Sheila Mosley,Cycling,Gold,21
1936,Summer,South Africa,Anthony Wheeler,Basketball,Bronze,30
1936,Summer,Canada,Dr. Jodi Mooney PhD,Athletics,Bronze,38
1936,Summer,Germany,Adam Smith,Weightlifting,Silver,36
1936,Summer,USA,Kelly Murray,Rowing,Bronze,40
1936,Summer,South Africa,Michelle Escobar,Weightlifting,Silver,24
1936,Summer,South Korea,Barry Blackburn,Gymnastics,,35
1936,Summer,Russia,Robert Patel,Weightlifting,,31
1936,Summer,Brazil,Kelly Shaw,Rowing,Silver,23
1936,Summer,South Korea,Keith Allen,Gymnastics,Gold,24
1936,Summer,UK,Angela Jones,Athletics,,32
1936,Summer,South Korea,Craig Sullivan,Cycling,,36
1936,Summer,Brazil,Rachel White,Rowing,Bronze,29
1936,Summer,Australia,Jerry Cole,Rowing,Silver,21
1936,Summer,USA,Catherine Franklin,Gymnastics,Bronze,34
1936,Summer,South Korea,Kenneth Joyce,Cycling,,21
1936,Summer,Italy,Ryan Andrade,Gymnastics,Gold,28
1936,Summer,Japan,Yolanda Klein,Cycling,,23
1936,Summer,South Korea,Jenna Sloan,Swimming,Bronze,34
