Year,Type,Country,Athlete,Sport,Medal,Age
1904,Winter,Canada,Elizabeth Johnson,Biathlon,Silver,32
1904,Winter,South Korea,Dr. Karen Foster,Skiing,Bronze,22
1904,Winter,UK,Levi Reyes,Skiing,Bronze,23
1904,Winter,Brazil,Kenneth Murphy,Figure Skating,,30
1904,Winter,China,Kristin Keller,Bobsleigh,Bronze,25
1904,Winter,South Korea,Trevor Guzman,Ice Hockey,Bronze,23
1904,Winter,Italy,Jesse Mcbride,Bobsleigh,Silver,38
1904,Winter,Russia,Ian Harris,Snowboarding,Bronze,19
1904,Winter,South Africa,Felicia Short,Figure Skating,,18
1904,Winter,Russia,Jorge Hall,Skiing,Silver,36
1904,Winter,Australia,Shawna Klein,Curling,,22
1904,Winter,UK,Jennifer Bishop,Ice Hockey,,36
1904,Winter,Italy,Dustin Larson,Curling,Silver,26
1904,Winter,Brazil,Philip Dean,Curling,Bronze,37
1904,Winter,Australia,Travis Kim,Speed Skating,Silver,21
1904,Winter,UK,Amanda Carr,Bobsleigh,Bronze,32
1904,Winter,USA,Tammy Johnson,Figure Skating,,23
1904,Winter,Brazil,Sarah Brooks,Figure Skating,Gold,24
1904,Winter,Canada,Marcia Jordan,Bobsleigh,Silver,26
1904,Winter,Germany,Allison Walker,Figure Skating,Silver,28
1904,Winter,Australia,Angel Clark,Ice Hockey,Bronze,38
1904,Winter,Australia,Cynthia Abbott,Curling,Bronze,30
1904,Winter,India,Mary Smith,Bobsleigh,Silver,37
1904,Winter,China,Travis Ochoa,Figure Skating,,23
1904,Winter,Canada,Justin Rojas,Snowboarding,Bronze,34
1904,Winter,Australia,Amy Hartman,Speed Skating,Silver,24
1904,Winter,Russia,Donna Anderson,Curling,Silver,31
1904,Winter,Russia,Cynthia Wilson,Curling,,21
1904,Winter,Japan,Austin Jones,Speed Skating,Silver,37
1904,Winter,Russia,James Sanchez,Bobsleigh,Bronze,22
1904,Winter,Russia,Shannon Williams,Curling,Silver,34
1904,Winter,Australia,Joseph Perez,Biathlon,Silver,22
1904,Winter,Germany,Darren Mitchell,Figure Skating,Bronze,40
1904,Winter,Italy,Brent Gregory,Snowboarding,,22
1904,Winter,Germany,Mary Little,Biathlon,,31
1904,Winter,South Africa,Sarah Garcia,Curling,Bronze,35
1904,Winter,Brazil,Martin Hodge,Speed Skating,Bronze,33
1904,Winter,UK,Christine Barrera,Curling,Gold,35
1904,Winter,South Africa,Carol Ramirez,Snowboarding,Gold,38
1904,Winter,Australia,Christopher Phillips,Ice Hockey,Bronze,27
1904,Winter,South Africa,Michael Anderson,Biathlon,Gold,31
1904,Winter,USA,Jesus Hoffman,Snowboarding,Bronze,30
1904,Winter,Canada,Deborah Davis MD,Bobsleigh,Gold,33
1904,Winter,France,Sally Allen MD,Skiing,Gold,37
1904,Winter,Germany,Lisa Myers,Bobsleigh,Gold,22
1904,Winter,Germany,Matthew Contreras,Ice Hockey,Gold,29
1904,Winter,Italy,Jeffrey Manning,Snowboarding,Bronze,23
1904,Winter,India,Andrew Shannon,Skiing,Gold,24
1904,Winter,South Africa,Amber Best,Snowboarding,Silver,22
1904,Winter,Brazil,Jasmine Lutz,Ice Hockey,,31
1904,Winter,Brazil,Laurie Gardner,Ice Hockey,,22
1904,Winter,Germany,James Rice,Biathlon,,26
1904,Winter,USA,Karen Shepherd,Snowboarding,Bronze,33
1904,Winter,South Africa,Paula Brown,Skiing,Gold,39
1904,Winter,China,Derek Sanders,Curling,,32
1904,Winter,Russia,Ryan Weaver,Curling,Bronze,34
1904,Winter,UK,Diana Horton,Bobsleigh,Silver,27
1904,Winter,France,James Cuevas,Bobsleigh,Bronze,19
1904,Winter,India,David Ruiz,Ice Hockey,Gold,29
1904,Winter,Italy,Erin Mendoza,Snowboarding,Gold,24
1904,Winter,China,Alan Cummings,Curling,Silver,23
1904,Winter,South Africa,Michael Bell,Bobsleigh,,26
1904,Winter,Germany,Antonio Singleton,Speed Skating,,38
1904,Winter,Canada,Amanda Sellers,Speed Skating,Gold,39
1904,Winter,UK,Jeffrey Jennings,Skiing,,18
1904,Winter,USA,James Barnes,Ice Hockey,,21
1904,Winter,UK,Dawn Patel,Snowboarding,Gold,29
1904,Winter,France,Cody Ryan,Figure Skating,Bronze,27
1904,Winter,Canada,Karen Foster,Bobsleigh,,35
1904,Winter,Japan,Evan Wagner,Curling,Gold,24
1904,Winter,India,Eugene Fuller,Biathlon,Gold,24
1904,Winter,China,Michelle Rhodes,Skiing,Gold,34
1904,Winter,France,Paul Thompson,Figure Skating,Bronze,24
1904,Winter,USA,Rodney Miller,Biathlon,Gold,27
1904,Winter,India,Lawrence Martin,Ice Hockey,Silver,36
1904,Winter,India,David Young,Speed Skating,Silver,19
1904,Winter,Canada,Joseph Guerra,Snowboarding,,29
1904,Winter,Italy,Sara Higgins,Figure Skating,,35
1904,Winter,USA,Brian Wells,Skiing,Silver,20
1904,Winter,Germany,Rebecca Nguyen,Ice Hockey,Gold,39
1904,Winter,India,Jason Bishop,Bobsleigh,Silver,29
1904,Winter,France,Caitlin Chase,Snowboarding,Bronze,35
1904,Winter,Russia,Rebecca Landry,Ice Hockey,Bronze,23
1904,Winter,Brazil,Shawn Frazier,Figure Skating,Gold,27
1904,Winter,Canada,Tiffany Willis,Skiing,Gold,27
1904,Winter,China,Bianca Walters,Speed Skating,,40
1904,Winter,South Korea,Jamie Cortez,Biathlon,Gold,26
1904,Winter,South Korea,James Walker,Biathlon,Bronze,28
1904,Winter,South Korea,Jasmine Shepherd,Speed Skating,,27
1904,Winter,USA,Cynthia Monroe,Bobsleigh,,21
1904,Winter,France,Elizabeth Cox,Skiing,,31
1904,Winter,South Africa,Walter Martinez,Speed Skating,,32
