Year,Type,Country,Athlete,Sport,Medal,Age
2013,Summer,France,Stephen Cook,Boxing,,20
2013,Summer,Brazil,Donald Allen,Cycling,Bronze,26
2013,Summer,Italy,Logan Myers,Gymnastics,Silver,35
2013,Summer,Italy,Jessica Horne,Swimming,,24
2013,Summer,Germany,David Acosta,Basketball,Gold,20
2013,Summer,India,Dr. Deanna Fields DDS,Rowing,Silver,33
2013,Summer,Russia,Heather Steele,Rowing,,18
2013,Summer,Brazil,Richard Smith,Swimming,Gold,37
2013,Summer,Japan,Steven Holt,Tennis,Bronze,40
2013,Summer,Japan,Daniel Bray,Tennis,Bronze,23
2013,Summer,USA,Mr. Robert Wolfe,Athletics,,24
2013,Summer,Japan,Kimberly Novak,Weightlifting,Silver,39
2013,Summer,Brazil,Daniel Hanson,Basketball,Bronze,29
2013,Summer,China,Heather Stewart,Tennis,Gold,39
2013,Summer,Russia,Michelle Hawkins,Swimming,Bronze,20
2013,Summer,South Africa,Cheryl Nunez,Tennis,Gold,27
2013,Summer,Brazil,David Rivera DVM,Basketball,Gold,38
2013,Summer,USA,Caitlin Mitchell,Boxing,Bronze,32
2013,Summer,Russia,Peter Mitchell,Cycling,Bronze,36
2013,Summer,South Africa,Lindsay Gonzales,Swimming,Silver,40
2013,Summer,Germany,Lindsay Robinson,Cycling,,19
2013,Summer,China,Christopher Davis,Boxing,Gold,30
2013,Summer,France,Hannah Hayes,Tennis,Bronze,23
2013,Summer,China,Jennifer Phillips,Tennis,Bronze,37
2013,Summer,South Korea,Randy Sanchez,Basketball,Silver,18
2013,Summer,Italy,Arthur Boyd,Basketball,Bronze,38
2013,Summer,Brazil,Larry Ruiz,Boxing,Gold,30
2013,Summer,Russia,Juan Hays,Boxing,Silver,19
2013,Summer,India,Michelle Owens,Basketball,Bronze,33
2013,Summer,Brazil,Alexander Taylor,Rowing,,31
2013,Summer,UK,Robert Gomez,Swimming,,31
2013,Summer,South Africa,Stephen Mcintosh,Weightlifting,Silver,35
2013,Summer,South Korea,April Collins,Basketball,Gold,33
2013,Summer,UK,Joel Bond,Rowing,Gold,20
2013,Summer,China,Amanda Wright,Gymnastics,Gold,36
2013,Summer,India,Ashley Valencia,Soccer,Bronze,28
2013,Summer,South Korea,Joseph Harvey,Rowing,,18
2013,Summer,Canada,Chad Martinez,Athletics,Gold,31
2013,Summer,Japan,Heather Mitchell,Soccer,Bronze,25
