Year,Type,Country,Athlete,Sport,Medal,Age
1940,Summer,South Korea,Mary Jensen,Soccer,Bronze,38
1940,Summer,France,Ashley Campbell,Weightlifting,Bronze,38
1940,Summer,South Korea,Nancy Murphy,Weightlifting,Gold,22
1940,Summer,China,Jason Graham,Weightlifting,,34
1940,Summer,South Korea,Joseph Romero,Boxing,,28
1940,Summer,Canada,Patricia Cole,Cycling,Silver,28
1940,Summer,China,Mrs. Carolyn Simpson,Weightlifting,Silver,27
1940,Summer,Germany,Jessica Ellis,Athletics,,29
1940,Summer,Russia,Paul Thompson,Rowing,Gold,23
1940,Summer,India,Diana Sanders,Soccer,Gold,25
1940,Summer,UK,Micheal Colon,Tennis,,31
1940,Summer,China,Samantha Murray,Soccer,Bronze,31
1940,Summer,China,Ronnie Myers,Gymnastics,Silver,20
1940,Summer,China,Rebecca Todd,Rowing,Gold,27
1940,Summer,India,Theodore Beltran,Basketball,,27
1940,Summer,South Africa,Bailey Spears,Rowing,Bronze,19
1940,Summer,Russia,Caitlin Gonzales,Swimming,,28
1940,Summer,UK,Joshua King,Cycling,Silver,18
1940,Summer,UK,Allen Mckenzie,Soccer,Bronze,39
1940,Summer,Japan,Laura Sweeney,Soccer,Gold,27
1940,Summer,Brazil,George Little,Cycling,Bronze,24
1940,Summer,Australia,Jennifer Greer,Tennis,,28
1940,Summer,Russia,Kevin Rodriguez,Boxing,,21
1940,Summer,South Korea,Mr. Cody Estrada Jr.,Swimming,Bronze,22
1940,Summer,Australia,Timothy Jones,Cycling,,31
1940,Summer,USA,Jon Thomas,Cycling,,32
1940,Summer,France,Joseph Porter,Cycling,Bronze,35
1940,Summer,Japan,Nicholas Ortega,Basketball,Silver,30
1940,Summer,Germany,Leah Nelson,Soccer,Bronze,18
1940,Summer,Germany,Justin Miller,Basketball,Gold,27
1940,Summer,USA,Joshua Lewis,Athletics,,23
1940,Summer,India,Tara Douglas,Gymnastics,Gold,27
1940,Summer,France,Lisa Gutierrez,Swimming,,28
1940,Summer,China,Joshua Anderson,Tennis,Bronze,21
1940,Summer,Brazil,Kelsey Miller,Basketball,Gold,34
1940,Summer,Russia,William James,Cycling,Bronze,32
1940,Summer,India,Nancy Diaz,Weightlifting,Gold,25
1940,Summer,Japan,Amanda Sandoval,Tennis,Bronze,25
1940,Summer,France,Nathaniel Olson,Tennis,Gold,29
1940,Summer,France,Kyle Fry,Boxing,,24
1940,Summer,Japan,James Mcdaniel,Cycling,,28
1940,Summer,France,April Farmer,Weightlifting,,33
1940,Summer,India,Jonathan Ramirez,Boxing,Gold,35
1940,Summer,Italy,Stephanie Garcia,Boxing,,36
1940,Summer,Canada,Emily Thompson,Tennis,Bronze,38
1940,Summer,France,Brandon Woods,Cycling,Silver,27
1940,Summer,Canada,Brittany Roberts,Weightlifting,Silver,33
1940,Summer,Brazil,Rachel Richardson,Weightlifting,Silver,30
1940,Summer,Japan,Craig Romero,Athletics,,36
1940,Summer,USA,Jennifer Navarro,Athletics,,34
1940,Summer,China,Joshua Bruce,Boxing,,19
1940,Summer,Germany,Carlos Hill,Boxing,,21
1940,Summer,Italy,Mason Rios PhD,Gymnastics,Silver,25
1940,Summer,UK,William Cole,Basketball,Gold,19
1940,Summer,Australia,Stacey Ward,Soccer,Gold,18
1940,Summer,Germany,Tammy Roy,Boxing,,39
1940,Summer,Germany,Marie English,Gymnastics,Gold,22
1940,Summer,Italy,Dr. Erik Frederick,Athletics,,19
1940,Summer,Russia,Chad Sanders,Athletics,Gold,25
1940,Summer,Brazil,Toni Lucero,Gymnastics,,19
1940,Summer,USA,Amanda Moreno,Tennis,Silver,32
1940,Summer,UK,Mandy Brown,Soccer,Silver,37
1940,Summer,France,Adam Perry,Rowing,Silver,39
1940,Summer,South Korea,Mary Golden,Tennis,Silver,24
1940,Summer,Russia,Benjamin West,Soccer,Bronze,36
1940,Summer,Russia,John Fletcher,Athletics,Bronze,18
1940,Summer,Australia,Karl Peterson,Athletics,,29
1940,Summer,Italy,Alicia Webster,Tennis,Gold,31
1940,Summer,Italy,Katie Miles,Cycling,Gold,26
1940,Summer,Canada,Brandon Mann,Gymnastics,Silver,37
1940,Summer,Brazil,Anthony Peterson,Weightlifting,Bronze,40
1940,Summer,India,Shane Adkins,Soccer,,26
1940,Summer,Italy,Chelsea Murphy,Basketball,,39
1940,Summer,Russia,Robert Cherry,Rowing,,33
1940,Summer,India,Courtney Moore,Boxing,Silver,32
1940,Summer,France,Laura Alexander DDS,Athletics,Gold,27
1940,Summer,Germany,Adam Gomez,Boxing,,23
1940,Summer,France,Philip Shannon,Gymnastics,Gold,26
1940,Summer,South Korea,Amy Brown,Basketball,Gold,27
1940,Summer,Germany,Julie Johnson,Athletics,Gold,33
1940,Summer,India,Stephanie Becker,Gymnastics,Gold,20
1940,Summer,Australia,Edwin Cordova,Soccer,Silver,19
1940,Summer,China,Kathy Williams,Weightlifting,Silver,30
1940,Summer,Italy,Patricia Miller,Weightlifting,Bronze,27
1940,Summer,France,Jessica Smith,Boxing,Silver,25
1940,Summer,India,Oscar Wu,Rowing,Silver,23
1940,Summer,France,John Leblanc PhD,Basketball,,40
1940,Summer,USA,Peter Hampton,Cycling,Gold,24
1940,Summer,Japan,Christina Lewis,Gymnastics,Silver,30
1940,Summer,UK,Karen Gilbert,Tennis,Gold,32
1940,Summer,India,Terry Robertson,Cycling,Gold,27
1940,Summer,South Korea,Brandon Brown,Rowing,,26
1940,Summer,Russia,Danielle Walker,Athletics,Gold,21
1940,Summer,India,Jeremy Martin,Swimming,Gold,40
1940,Summer,Japan,Carmen Stephens,Weightlifting,Silver,25
1940,Summer,Germany,Jason Smith,Weightlifting,Bronze,36
1940,Summer,France,Gloria Miles,Rowing,,35
1940,Summer,USA,Julie Thompson,Cycling,Gold,20
1940,Summer,India,Gary Chapman,Tennis,Gold,34
1940,Summer,Canada,William Sexton,Swimming,,31
1940,Summer,USA,Alicia Oconnor,Athletics,Gold,38
1940,Summer,South Africa,Joshua Williams,Boxing,,20
1940,Summer,Russia,Donna Ramos,Athletics,Silver,21
1940,Summer,Italy,Christopher Young,Gymnastics,,36
1940,Summer,India,Stephanie Rogers,Soccer,Silver,29
1940,Summer,Italy,Alexandra Clark,Weightlifting,Bronze,26
1940,Summer,South Korea,John Mccormick,Cycling,Gold,21
1940,Summer,Brazil,Alexandra Spence,Basketball,Silver,31
1940,Summer,South Korea,Tiffany James,Athletics,Gold,23
1940,Summer,South Korea,Billy Mcgee,Rowing,,24
1940,Summer,Germany,Nancy Richmond,Swimming,Silver,38
1940,Summer,Japan,Patricia Potter,Swimming,,40
1940,Summer,South Korea,Miguel Craig,Rowing,Bronze,26
1940,Summer,South Korea,Denise Bennett,Swimming,Gold,28
1940,Summer,France,Cathy Martin,Athletics,Bronze,35
1940,Summer,UK,Lisa Brown,Basketball,Silver,34
1940,Summer,Italy,Angela Jones,Tennis,Bronze,37
1940,Summer,Russia,Lisa Diaz,Athletics,Gold,27
1940,Summer,Japan,Taylor Spencer,Swimming,Gold,27
1940,Summer,China,Susan Clark,Gymnastics,,18
1940,Summer,China,Brandon Frank,Cycling,Gold,36
1940,Summer,Japan,Stephanie Cameron,Soccer,Bronze,24
1940,Summer,Italy,Dana Cohen,Rowing,,33
1940,Summer,Canada,Jennifer Daniel,Boxing,Bronze,31
1940,Summer,Brazil,Mark Hamilton,Swimming,Bronze,22
1940,Summer,South Korea,Edward Baker,Soccer,Bronze,22
1940,Summer,Japan,Dr. Olivia Rose,Boxing,Silver,38
1940,Summer,India,Jason Blair,Rowing,Silver,31
1940,Summer,South Korea,Melinda Campbell,Cycling,Bronze,37
1940,Summer,South Africa,Brandon Meadows,Rowing,Silver,18
1940,Summer,Italy,Justin Waller,Basketball,Gold,38
1940,Summer,India,Tracy Carter,Gymnastics,Gold,28
1940,Summer,Russia,Ian Deleon,Weightlifting,Gold,34
1940,Summer,Brazil,Joshua Hicks,Basketball,Bronze,33
1940,Summer,France,Scott Black,Athletics,Bronze,21
1940,Summer,Italy,Thomas Singleton,Tennis,Bronze,23
1940,Summer,Italy,Erin Alexander,Rowing,Gold,33
1940,Summer,Japan,Christopher Wilkins,Rowing,,31
1940,Summer,Italy,Kayla Harrison,Rowing,,31
1940,Summer,South Africa,Kimberly Ball,Athletics,Silver,35
1940,Summer,Italy,William Baker,Athletics,Bronze,36
1940,Summer,South Africa,Mr. Jeffrey Lin Jr.,Rowing,Bronze,34
1940,Summer,France,Laura Fisher,Tennis,,23
1940,Summer,Canada,Logan Moore,Cycling,Silver,38
1940,Summer,Australia,Shannon Brady,Gymnastics,Bronze,32
1940,Summer,France,Kevin Hurst,Basketball,Silver,34
1940,Summer,Australia,Jason Nelson,Swimming,Gold,19
1940,Summer,South Korea,Erica Hampton,Cycling,Gold,34
1940,Summer,South Korea,Justin Chan,Athletics,Gold,39
