Year,Type,Country,Athlete,Sport,Medal,Age
2007,Summer,South Africa,Leslie Riley,Soccer,Bronze,19
2007,Summer,Russia,John Crane,Swimming,,38
2007,Summer,India,Marie Salas,Boxing,Silver,39
2007,Summer,Japan,Jamie Cunningham,Athletics,,26
2007,Summer,Australia,Karen Green,Tennis,Bronze,23
2007,Summer,France,Cynthia Lee,Rowing,Bronze,24
2007,Summer,South Korea,Emily Sharp,Gymnastics,Gold,40
2007,Summer,South Africa,David Roberts,Rowing,,34
2007,Summer,South Africa,Tyler Page,Weightlifting,Bronze,25
2007,Summer,UK,Joshua Rivera,Gymnastics,Gold,26
2007,Summer,USA,Charles Newton,Tennis,Bronze,24
2007,Summer,India,Dennis Mills,Swimming,,37
2007,Summer,Germany,Nathaniel Miller,Swimming,,32
2007,Summer,Brazil,Susan English,Tennis,Gold,37
2007,Summer,Germany,Douglas Hernandez,Cycling,Silver,31
2007,Summer,Australia,John Gonzalez,Weightlifting,,25
2007,Summer,Brazil,Joshua Hernandez,Weightlifting,Silver,36
2007,Summer,South Africa,Jessica Bruce,Weightlifting,,39
2007,Summer,Canada,Nicholas Griffith,Boxing,,39
2007,Summer,Canada,Alexander Drake DDS,Cycling,Gold,29
2007,Summer,South Africa,Brendan Pugh,Weightlifting,Silver,27
2007,Summer,Japan,Amanda King,Soccer,,28
2007,Summer,UK,Robin Ross,Athletics,Bronze,29
2007,Summer,Germany,Michael Stevenson,Gymnastics,Silver,18
2007,Summer,Japan,Deborah Torres,Tennis,Gold,32
2007,Summer,China,Yolanda Garcia,Rowing,Gold,26
2007,Summer,Canada,Matthew Harper,Swimming,,20
2007,Summer,China,Kerri Gonzalez,Tennis,,18
2007,Summer,South Africa,Elizabeth Rose,Rowing,,29
2007,Summer,South Africa,Alexander Evans,Tennis,Bronze,38
2007,Summer,Australia,Rachel Hartman,Basketball,Gold,26
2007,Summer,Canada,Jaclyn Weaver,Gymnastics,Bronze,28
2007,Summer,South Africa,Rebecca Gonzalez,Tennis,,21
2007,Summer,Russia,Donna Mullen,Cycling,Silver,32
2007,Summer,India,Michael Williams,Boxing,Bronze,34
2007,Summer,Italy,Mr. Omar Patel,Soccer,Bronze,35
2007,Summer,Australia,Rhonda West,Tennis,,19
2007,Summer,UK,Timothy Graham,Swimming,Bronze,22
2007,Summer,Canada,Ian George,Cycling,,36
2007,Summer,South Africa,Benjamin Wilkerson,Rowing,Gold,36
2007,Summer,Canada,Rhonda Wilson,Cycling,,25
2007,Summer,USA,Gina Jones MD,Gymnastics,Bronze,24
2007,Summer,Germany,Tanya Williams,Cycling,Gold,30
2007,Summer,USA,Brandon Faulkner,Basketball,,39
2007,Summer,Germany,Angela Stanley,Athletics,Silver,25
2007,Summer,Canada,Mary Austin,Tennis,Gold,31
2007,Summer,South Africa,Dustin Hawkins,Gymnastics,Bronze,20
2007,Summer,South Korea,Laura Riley,Cycling,Bronze,31
2007,Summer,Russia,Cameron Powell,Rowing,Silver,32
2007,Summer,Germany,Javier Ellison,Gymnastics,Bronze,21
2007,Summer,China,Jamie Young,Weightlifting,,36
2007,Summer,South Africa,Kurt Lee,Athletics,,27
2007,Summer,Germany,Christopher Zimmerman,Boxing,Bronze,37
2007,Summer,UK,Kayla Hogan,Athletics,,24
2007,Summer,South Africa,Debra Dougherty,Cycling,Bronze,33
2007,Summer,South Africa,Oscar Jefferson,Athletics,,30
2007,Summer,Brazil,Robert Ewing,Boxing,Bronze,31
2007,Summer,South Korea,Brittany Gutierrez,Basketball,,20
2007,Summer,France,Justin Walker,Soccer,,28
2007,Summer,South Africa,Holly Shea MD,Basketball,,20
2007,Summer,China,Henry Stone,Gymnastics,Gold,25
2007,Summer,France,Taylor Paul,Rowing,Gold,23
2007,Summer,USA,Sarah Ortiz,Soccer,Silver,28
2007,Summer,Russia,Diana Wells,Soccer,Bronze,24
2007,Summer,Australia,Tamara Guzman,Athletics,Bronze,19
2007,Summer,France,Ms. Nicole Davis,Boxing,Bronze,21
2007,Summer,France,Margaret Nielsen,Tennis,Gold,32
2007,Summer,Italy,Kristina Tucker,Swimming,Silver,29
2007,Summer,South Africa,James Charles,Boxing,Bronze,38
2007,Summer,France,Eduardo Wyatt,Weightlifting,Bronze,33
2007,Summer,South Korea,Michael Shaw,Tennis,Gold,35
2007,Summer,Russia,Susan Gomez,Gymnastics,Gold,28
2007,Summer,South Korea,Jessica Holmes PhD,Swimming,Bronze,30
2007,Summer,South Korea,Mrs. Erin Pierce DDS,Cycling,Bronze,38
2007,Summer,Canada,Rachael Young,Soccer,Silver,38
2007,Summer,Brazil,Johnny Serrano,Tennis,Silver,33
2007,Summer,France,James Cruz,Tennis,Silver,21
2007,Summer,China,Cheryl Williams,Tennis,,24
2007,Summer,South Korea,James Lopez,Cycling,Silver,32
2007,Summer,USA,Tammy Jones,Weightlifting,,29
2007,Summer,USA,Kyle Schwartz,Rowing,Silver,38
2007,Summer,Italy,Jerry Kim,Weightlifting,,35
2007,Summer,Germany,Andre Bailey,Tennis,,31
2007,Summer,Germany,Kenneth Murphy,Athletics,Bronze,37
2007,Summer,UK,Nicholas Howell,Soccer,Silver,37
2007,Summer,USA,Zachary Thompson,Gymnastics,Bronze,18
2007,Summer,South Africa,Gabriel Hall,Athletics,Gold,36
2007,Summer,China,Kenneth Hendrix,Swimming,,28
2007,Summer,UK,Anthony Peterson,Gymnastics,Silver,30
2007,Summer,USA,Melanie Wallace,Cycling,Gold,28
2007,Summer,South Africa,Stephanie Hobbs,Boxing,Bronze,32
2007,Summer,USA,Robert Young,Weightlifting,Silver,38
2007,Summer,Canada,Kelly Johnson,Swimming,Gold,20
2007,Summer,France,David Mendoza,Soccer,Silver,34
2007,Summer,USA,Dakota Jones,Weightlifting,Bronze,23
2007,Summer,USA,Michael Foster Jr.,Swimming,Silver,32
2007,Summer,Japan,Laura Miller,Rowing,Silver,28
2007,Summer,Brazil,Melissa Mercado,Rowing,Bronze,23
2007,Summer,France,Tracy Gonzalez,Tennis,Bronze,32
2007,Summer,France,Isaac Washington,Weightlifting,Silver,39
2007,Summer,Brazil,Patricia Hansen,Soccer,Gold,18
2007,Summer,Italy,Christina Wise,Boxing,Bronze,37
2007,Summer,South Africa,Robert Young,Soccer,,39
2007,Summer,UK,Gabriella Short,Tennis,Silver,18
2007,Summer,Italy,Anthony Rivera,Weightlifting,,19
2007,Summer,Brazil,Alexandra Vaughn,Athletics,Silver,37
2007,Summer,China,Cameron Allen,Rowing,,37
2007,Summer,South Korea,Vickie Willis,Gymnastics,Silver,36
2007,Summer,France,Mandy Bowen,Boxing,Gold,38
2007,Summer,Japan,Erik Smith,Soccer,Gold,24
2007,Summer,Brazil,Mark Thompson,Boxing,,33
2007,Summer,USA,Daniel Baker,Swimming,Silver,35
2007,Summer,UK,Courtney Hall,Weightlifting,Bronze,18
2007,Summer,USA,Angela Murphy,Swimming,Silver,21
2007,Summer,India,Gabriel Estrada,Soccer,,20
2007,Summer,USA,Christopher Ward,Tennis,,39
2007,Summer,Canada,Kenneth Mclean,Cycling,,20
