Year,Type,Country,Athlete,Sport,Medal,Age
1937,Winter,USA,April Torres,Speed Skating,Bronze,32
1937,Winter,Japan,Lauren Caldwell,Curling,Silver,19
1937,Winter,Brazil,Jason Le,Curling,Bronze,39
1937,Winter,France,Kevin Stafford,Curling,,38
1937,Winter,Italy,Janet Johnson,Bobsleigh,Silver,25
1937,Winter,Italy,Kimberly Bryant,Ice Hockey,Silver,32
1937,Winter,South Africa,Brady Smith,Skiing,Gold,28
1937,Winter,UK,Michael Dennis,Curling,Bronze,34
1937,Winter,USA,Greg Hicks,Skiing,Silver,28
1937,Winter,South Africa,Catherine Briggs,Figure Skating,,37
1937,Winter,USA,Michael Stokes,Speed Skating,,36
1937,Winter,France,Brooke Hunter,Biathlon,Silver,18
1937,Winter,Canada,Dr. Preston Marks PhD,Figure Skating,Gold,19
1937,Winter,Brazil,Shelly Rodriguez,Bobsleigh,Bronze,39
1937,Winter,Australia,Juan Hensley,Figure Skating,Silver,19
1937,Winter,Russia,Patricia Santiago MD,Biathlon,Gold,20
1937,Winter,India,Timothy Hardy,Biathlon,Gold,25
1937,Winter,Germany,Michaela Allen,Speed Skating,,29
1937,Winter,India,Kathleen Tucker,Skiing,Bronze,36
1937,Winter,France,Jennifer Diaz,Snowboarding,Gold,36
1937,Winter,South Africa,Blake Alexander,Figure Skating,,22
1937,Winter,France,Tristan Crawford,Biathlon,Bronze,29
1937,Winter,Brazil,James Garcia,Snowboarding,Gold,25
1937,Winter,Russia,Aaron Fox,Biathlon,Bronze,27
1937,Winter,Japan,Robert Woods,Speed Skating,,36
1937,Winter,India,Richard Little,Figure Skating,,29
1937,Winter,Canada,David Taylor,Curling,Silver,27
1937,Winter,Germany,Scott Barker,Skiing,Gold,25
1937,Winter,India,Julia Taylor,Speed Skating,Bronze,18
1937,Winter,France,Jamie Shaw,Figure Skating,,23
1937,Winter,China,Judy Carter,Bobsleigh,Gold,18
1937,Winter,UK,Nicholas Clark,Speed Skating,Bronze,28
1937,Winter,Australia,Mark Johnson,Ice Hockey,Silver,39
1937,Winter,Brazil,Jessica Murphy,Biathlon,Gold,27
1937,Winter,USA,Jamie Mills,Figure Skating,Bronze,28
1937,Winter,Italy,Meghan Friedman,Figure Skating,,18
1937,Winter,Australia,Andrew Mcclure,Skiing,Gold,27
1937,Winter,Italy,Tara Walker,Curling,Gold,25
1937,Winter,Brazil,Doris Petersen,Snowboarding,Gold,21
1937,Winter,China,Rebecca Graves,Snowboarding,,30
1937,Winter,Australia,Andrew Robinson,Snowboarding,Silver,29
1937,Winter,Brazil,Kristy Gomez,Speed Skating,Gold,30
1937,Winter,Australia,Terry Mata,Bobsleigh,Bronze,18
1937,Winter,Italy,Melissa Hooper,Curling,Bronze,18
1937,Winter,South Africa,Heather Dominguez,Curling,Bronze,18
1937,Winter,France,Lisa Smith,Skiing,Gold,22
1937,Winter,South Africa,Leah Flores,Biathlon,Gold,22
1937,Winter,India,Samantha Avila,Biathlon,Bronze,38
1937,Winter,USA,Gina Martinez,Biathlon,,39
1937,Winter,China,Nancy Clark,Curling,Silver,18
1937,Winter,India,Brian Johnson,Figure Skating,Gold,25
1937,Winter,France,Thomas Davis,Bobsleigh,Bronze,28
1937,Winter,USA,Mia Horn,Curling,Silver,32
1937,Winter,South Korea,Robert Buckley,Bobsleigh,Bronze,38
1937,Winter,South Africa,Trevor Blackwell,Skiing,,26
1937,Winter,South Africa,John Baker,Snowboarding,Silver,40
1937,Winter,Russia,Monica Smith,Biathlon,Bronze,35
1937,Winter,USA,Jennifer Flores,Figure Skating,Silver,18
1937,Winter,India,Stephanie Jackson,Ice Hockey,,25
1937,Winter,USA,Janet Lindsey,Figure Skating,,22
1937,Winter,China,James Smith,Speed Skating,,38
1937,Winter,Canada,Stephanie Bates,Bobsleigh,Silver,32
1937,Winter,Brazil,Suzanne Salazar,Skiing,Silver,40
1937,Winter,UK,Brittany Rodriguez,Ice Hockey,Silver,19
1937,Winter,Australia,Julie Jones,Figure Skating,,23
1937,Winter,Australia,Michelle Martinez,Curling,Silver,30
1937,Winter,India,Theresa Russell,Skiing,Silver,25
1937,Winter,Italy,Rodney Thomas,Curling,Bronze,37
1937,Winter,France,William Acosta,Bobsleigh,Silver,38
1937,Winter,Australia,Melissa Lee,Biathlon,Gold,33
1937,Winter,UK,James Brown,Biathlon,,33
1937,Winter,USA,Margaret Diaz,Snowboarding,Bronze,36
1937,Winter,Australia,Christine Casey,Bobsleigh,Gold,28
1937,Winter,UK,Kimberly Craig,Figure Skating,,19
1937,Winter,UK,Stacey Thompson,Ice Hockey,Silver,33
1937,Winter,South Korea,Jonathan Nicholson,Bobsleigh,Bronze,22
1937,Winter,Russia,Jason Andrews,Biathlon,Silver,33
1937,Winter,South Africa,Travis Williams,Figure Skating,Silver,27
1937,Winter,South Africa,Joseph Carpenter,Ice Hockey,Silver,39
1937,Winter,UK,Aaron Thompson,Snowboarding,Silver,36
1937,Winter,Brazil,Aaron Smith,Bobsleigh,Silver,36
1937,Winter,Italy,Donna Hurley,Figure Skating,Silver,24
1937,Winter,Canada,Keith Campbell,Curling,,24
1937,Winter,South Korea,Rodney Dunn,Snowboarding,Gold,27
1937,Winter,Canada,Micheal Gardner,Figure Skating,Gold,22
1937,Winter,South Korea,Kelly Brewer,Curling,,34
1937,Winter,Brazil,Mrs. Kelly Hansen,Biathlon,Bronze,18
1937,Winter,Japan,Tammy Duncan,Speed Skating,Bronze,24
1937,Winter,Italy,Bryan Fowler,Skiing,Gold,24
1937,Winter,Germany,Jesse Drake,Biathlon,Bronze,22
1937,Winter,India,Lisa Campbell,Speed Skating,Gold,37
1937,Winter,Italy,Richard Wilson,Figure Skating,,22
1937,Winter,India,Amber Hamilton,Biathlon,Bronze,31
1937,Winter,USA,Lindsay Cook,Curling,,26
1937,Winter,South Africa,David James,Bobsleigh,Silver,31
1937,Winter,Australia,Jeffrey Lowe,Speed Skating,Bronze,38
1937,Winter,South Korea,Lorraine Gamble,Biathlon,,31
1937,Winter,Russia,Elizabeth Lynn,Skiing,Bronze,27
1937,Winter,Australia,David Walker,Ice Hockey,Bronze,19
1937,Winter,USA,Stephen Collier,Skiing,Bronze,28
1937,Winter,France,Kaitlyn Powers,Bobsleigh,Gold,32
1937,Winter,Russia,Kenneth Humphrey,Biathlon,,19
1937,Winter,South Korea,Austin White,Curling,Gold,31
1937,Winter,Germany,Joshua Horton,Snowboarding,Silver,37
1937,Winter,Japan,James Miller,Bobsleigh,Bronze,28
1937,Winter,Germany,Brandon Tran,Snowboarding,Silver,31
1937,Winter,UK,Jose Davidson,Curling,Gold,31
1937,Winter,Italy,Melvin Brooks,Snowboarding,,23
1937,Winter,Canada,Elizabeth Rodriguez,Curling,Gold,28
1937,Winter,South Africa,Frances Bryan,Ice Hockey,Bronze,21
1937,Winter,Germany,Alicia Watts,Ice Hockey,Bronze,19
1937,Winter,South Africa,Kelly Burgess,Figure Skating,,35
1937,Winter,Japan,Janice Lucero,Figure Skating,Bronze,24
1937,Winter,USA,Tanya Valdez,Biathlon,Silver,32
1937,Winter,India,April Shields,Bobsleigh,Bronze,20
1937,Winter,Australia,Mark Robles,Biathlon,Gold,36
1937,Winter,USA,Brittany Clark,Speed Skating,Silver,30
1937,Winter,Germany,Derek Jenkins,Ice Hockey,Gold,24
1937,Winter,UK,Beth Lucero,Snowboarding,,20
1937,Winter,Brazil,Melissa Smith,Ice Hockey,Silver,20
1937,Winter,France,Charles Johnston,Biathlon,Bronze,32
1937,Winter,Russia,Laurie Meyer,Speed Skating,,33
1937,Winter,China,Krystal Becker,Ice Hockey,Bronze,20
1937,Winter,South Korea,Eric Mejia,Ice Hockey,Gold,26
1937,Winter,South Africa,Mark Barber,Bobsleigh,,20
1937,Winter,Brazil,Morgan Miller,Skiing,Gold,35
1937,Winter,India,Daniel Escobar,Bobsleigh,Silver,23
1937,Winter,Japan,Stacy Bonilla MD,Ice Hockey,Gold,22
1937,Winter,France,Mr. Joseph Cook,Figure Skating,Silver,26
1937,Winter,UK,Heather Wolf,Skiing,Bronze,35
1937,Winter,South Korea,Rebekah Wall,Bobsleigh,Gold,18
1937,Winter,USA,Erin Delgado,Curling,Bronze,33
1937,Winter,Australia,John Mooney,Figure Skating,Silver,19
1937,Winter,UK,Eric White,Bobsleigh,Silver,34
1937,Winter,UK,Cindy Coleman,Snowboarding,Bronze,24
1937,Winter,Russia,Lisa Hampton,Skiing,Gold,38
1937,Winter,Brazil,Brian Johnson,Speed Skating,Silver,22
1937,Winter,Japan,Jack Hamilton,Skiing,Bronze,38
1937,Winter,Brazil,Brittany Williams,Speed Skating,Silver,28
1937,Winter,Russia,Andrew Yates,Bobsleigh,,34
1937,Winter,Japan,Teresa Pollard,Bobsleigh,Gold,19
1937,Winter,South Korea,Tara Ramirez,Speed Skating,Bronze,21
1937,Winter,China,Katherine Brown,Figure Skating,Silver,27
1937,Winter,USA,Linda Ortiz,Curling,Silver,22
1937,Winter,Japan,Miss Kathleen Yates DDS,Skiing,,32
1937,Winter,Australia,Anthony Baker,Snowboarding,Bronze,35
1937,Winter,Russia,Joshua Sparks,Curling,Gold,20
1937,Winter,Russia,Marie Perry,Bobsleigh,Gold,31
1937,Winter,France,Jasmine Stevenson,Ice Hockey,Silver,40
1937,Winter,Italy,Alexandra Thompson MD,Curling,Gold,23
1937,Winter,Australia,Cathy Baker,Ice Hockey,Silver,26
1937,Winter,Canada,Carol Cruz,Curling,,23
1937,Winter,Russia,Matthew Torres,Biathlon,Bronze,35
1937,Winter,South Korea,Brian Thomas,Ice Hockey,Bronze,40
1937,Winter,Italy,Christopher Delgado,Curling,Gold,28
1937,Winter,France,Robert Johnson,Figure Skating,Gold,19
1937,Winter,France,Vanessa Herrera,Ice Hockey,,38
1937,Winter,Russia,Ann Dixon,Skiing,,36
1937,Winter,Italy,Patrick Jones,Figure Skating,Silver,31
1937,Winter,France,Scott White,Ice Hockey,Bronze,39
1937,Winter,Russia,Debra Mccormick,Speed Skating,Bronze,40
1937,Winter,South Africa,Carolyn Hicks,Snowboarding,Bronze,39
1937,Winter,France,Jacob Lopez,Bobsleigh,Gold,24
1937,Winter,Japan,Ashley Monroe MD,Skiing,Gold,23
1937,Winter,Japan,Tammy Gibson,Speed Skating,Bronze,19
1937,Winter,India,Karen Graham,Bobsleigh,Silver,35
1937,Winter,France,Jonathan Yang,Biathlon,Bronze,39
1937,Winter,India,Kelly Ray,Ice Hockey,,34
1937,Winter,South Africa,Mariah Wheeler,Curling,,36
1937,Winter,Germany,Emma Mcintyre,Ice Hockey,Gold,24
1937,Winter,France,Jacob Humphrey,Biathlon,,36
1937,Winter,India,Duane Williams,Speed Skating,,36
1937,Winter,Italy,Lisa Dunn,Skiing,Bronze,37
1937,Winter,South Korea,Brian Gregory,Curling,,30
1937,Winter,Brazil,Tammy Lewis,Ice Hockey,Silver,22
1937,Winter,Japan,Felicia Boyd,Skiing,Gold,23
1937,Winter,Australia,Michael Miller,Ice Hockey,Silver,27
1937,Winter,Australia,Samantha Bowers,Ice Hockey,Bronze,20
1937,Winter,Germany,Brian Finley,Skiing,Bronze,18
1937,Winter,South Korea,Wayne Smith,Snowboarding,Gold,34
1937,Winter,Italy,Trevor Nguyen,Biathlon,Silver,28
1937,Winter,South Korea,Leonard Lane,Figure Skating,Silver,40
1937,Winter,UK,William Murray,Ice Hockey,Silver,37
1937,Winter,South Africa,Richard Chang,Curling,Silver,31
1937,Winter,South Africa,Nathaniel Thomas,Figure Skating,Gold,36
1937,Winter,India,Matthew Garcia,Biathlon,,26
1937,Winter,Italy,Ryan Webb,Snowboarding,Gold,18
1937,Winter,Italy,Emily Turner,Ice Hockey,Silver,19
1937,Winter,UK,Julie Lawrence,Figure Skating,Bronze,25
1937,Winter,Brazil,Dr. Lisa Sharp,Curling,Gold,40
1937,Winter,USA,Jill Villegas,Ice Hockey,Bronze,24
1937,Winter,USA,James Thomas,Bobsleigh,Silver,30
1937,Winter,Canada,Tim Smith,Biathlon,,18
1937,Winter,Brazil,Sarah Arias,Speed Skating,Bronze,24
1937,Winter,India,Walter Pruitt,Figure Skating,,27
1937,Winter,Brazil,Christopher Torres,Bobsleigh,Gold,29
1937,Winter,India,Rachel Decker,Skiing,Silver,39
1937,Winter,USA,Justin Baker,Snowboarding,Silver,19
1937,Winter,UK,Isaac Hall,Ice Hockey,Bronze,33
1937,Winter,China,David Dunn,Biathlon,Bronze,20
1937,Winter,France,Tracy Carson,Ice Hockey,,40
1937,Winter,China,Tamara Roth,Bobsleigh,Bronze,28
1937,Winter,South Korea,Larry Mcdowell,Ice Hockey,Gold,37
1937,Winter,China,Thomas Johnson,Speed Skating,Gold,19
1937,Winter,India,Kimberly Leonard,Curling,,32
1937,Winter,Russia,Erin Bennett,Figure Skating,,33
1937,Winter,Japan,Emily White,Speed Skating,Gold,35
1937,Winter,USA,Cynthia Phillips,Skiing,Bronze,19
1937,Winter,USA,Jaime Graves,Curling,,36
1937,Winter,China,Jennifer Burgess,Snowboarding,Gold,28
1937,Winter,India,Krista Knox,Speed Skating,,34
1937,Winter,UK,Nathan Anderson,Snowboarding,Bronze,35
1937,Winter,Canada,Teresa Hurley,Ice Hockey,Gold,31
1937,Winter,Italy,Hannah Dixon,Snowboarding,Silver,33
1937,Winter,Brazil,James Knight,Skiing,Gold,25
1937,Winter,Italy,Anthony Phillips,Curling,Bronze,39
1937,Winter,France,Steven Williams,Ice Hockey,Silver,28
1937,Winter,Russia,Aaron Wilson,Curling,Silver,29
1937,Winter,USA,Daniel Howell,Snowboarding,Gold,22
1937,Winter,France,William Snyder,Curling,Gold,21
1937,Winter,Italy,Stephen Mitchell,Snowboarding,,28
1937,Winter,USA,Lisa Werner,Curling,Bronze,29
1937,Winter,Japan,Emma Bradford,Bobsleigh,Silver,38
1937,Winter,USA,Mark Ward,Ice Hockey,Bronze,24
1937,Winter,South Africa,Joseph Cervantes,Curling,Silver,38
1937,Winter,South Africa,Jeffery Baker,Curling,,21
1937,Winter,China,Krystal Davis,Ice Hockey,Gold,33
1937,Winter,UK,John Hart,Speed Skating,Gold,29
1937,Winter,Brazil,Joanne Murillo,Speed Skating,,39
1937,Winter,Germany,Brandon Chandler,Skiing,Silver,37
1937,Winter,UK,Alicia Lara,Figure Skating,Silver,37
1937,Winter,France,Joy Wiggins,Bobsleigh,,18
1937,Winter,USA,Joshua Wheeler,Bobsleigh,,30
1937,Winter,Japan,Andrew Olsen,Snowboarding,Silver,33
1937,Winter,Australia,Mark Walton,Bobsleigh,,34
1937,Winter,Germany,John Ward,Biathlon,,24
1937,Winter,China,Nathan Jensen,Ice Hockey,,40
1937,Winter,Brazil,Derrick Jenkins,Bobsleigh,Silver,26
1937,Winter,UK,Michelle Martinez,Curling,Bronze,25
1937,Winter,Japan,Sara Barber,Skiing,Silver,29
1937,Winter,India,Charles Bennett,Snowboarding,Silver,37
1937,Winter,India,James Charles,Bobsleigh,,24
1937,Winter,Brazil,Sheryl Moreno,Ice Hockey,Silver,23
1937,Winter,Russia,John Stewart,Biathlon,Gold,39
1937,Winter,South Africa,Dylan Blackburn,Speed Skating,Silver,34
1937,Winter,Italy,Amy Harris DDS,Skiing,Silver,36
1937,Winter,France,Benjamin Russell,Curling,,21
1937,Winter,Japan,Brian Lewis,Biathlon,Silver,30
1937,Winter,Italy,Christina Wright,Speed Skating,,28
1937,Winter,Italy,Tammy Deleon,Speed Skating,Gold,19
1937,Winter,Australia,Victor Parker,Speed Skating,Silver,31
1937,Winter,France,Paul Santos,Skiing,Gold,27
1937,Winter,Germany,Erin Young,Biathlon,Bronze,29
1937,Winter,Japan,Leah Hicks,Figure Skating,Bronze,30
1937,Winter,Australia,Cory Morgan,Bobsleigh,,20
1937,Winter,Germany,Christopher Collins,Bobsleigh,Silver,25
1937,Winter,France,Amy Sanders,Ice Hockey,Bronze,30
1937,Winter,Japan,Shawn Stephenson,Skiing,,40
1937,Winter,France,Matthew Baker,Curling,Silver,34
1937,Winter,UK,Carl Coffey,Snowboarding,Silver,18
1937,Winter,South Korea,Crystal Powers,Ice Hockey,Gold,39
1937,Winter,Germany,Jeffrey Mason,Bobsleigh,Gold,39
1937,Winter,Australia,Michaela Phillips,Figure Skating,Silver,30
1937,Winter,Russia,Melissa Rodriguez,Snowboarding,Gold,33
1937,Winter,South Africa,John Murillo,Speed Skating,Silver,22
1937,Winter,Japan,Dennis Rice,Ice Hockey,Bronze,31
1937,Winter,Germany,Katrina Wilson,Figure Skating,Silver,40
1937,Winter,UK,Susan Thompson,Curling,,39
1937,Winter,South Korea,Victoria Romero,Speed Skating,Silver,26
1937,Winter,UK,Johnny Woods,Snowboarding,Bronze,18
1937,Winter,India,Rebecca Perez,Figure Skating,Bronze,38
1937,Winter,Canada,Melissa Walsh,Speed Skating,,31
1937,Winter,South Korea,Lisa Johnson,Snowboarding,Silver,35
1937,Winter,Germany,Kylie Terrell,Curling,Bronze,21
1937,Winter,UK,Amanda Howard MD,Biathlon,,23
1937,Winter,China,Jason Levy,Skiing,Bronze,18
1937,Winter,India,Billy Holden,Speed Skating,Gold,20
1937,Winter,South Korea,Kim Moran,Speed Skating,Silver,37
1937,Winter,UK,Kenneth Boyd,Figure Skating,,32
1937,Winter,Italy,William Christian,Snowboarding,Gold,37
1937,Winter,USA,Jonathan Thomas,Bobsleigh,Gold,19
1937,Winter,USA,Matthew Rose,Speed Skating,,34
1937,Winter,Brazil,Tara Christian,Speed Skating,Silver,27
1937,Winter,Germany,Sherry Smith,Speed Skating,Bronze,30
1937,Winter,South Africa,Nathan Ramos,Figure Skating,Bronze,37
1937,Winter,South Africa,Brian Flowers,Bobsleigh,,27
1937,Winter,Japan,Kari Turner,Figure Skating,Bronze,21
1937,Winter,Italy,Nicole Johnson,Bobsleigh,Silver,36
