Year,Type,Country,Athlete,Sport,Medal,Age
1916,Summer,USA,Terry Clark,Basketball,,20
1916,Summer,UK,Breanna Reyes,Basketball,,25
1916,Summer,Brazil,Vanessa Salinas,Tennis,Gold,37
1916,Summer,France,Kenneth Johnson,Gymnastics,,24
1916,Summer,France,William Shaw,Cycling,Gold,24
1916,Summer,China,Timothy Herrera,Basketball,,35
1916,Summer,South Korea,Rachael Jackson,Basketball,Gold,22
1916,Summer,South Africa,James Powell,Soccer,Gold,36
1916,Summer,India,Teresa Jimenez DDS,Weightlifting,Gold,38
1916,Summer,Australia,Sarah Prince,Boxing,Bronze,18
1916,Summer,China,Connie Williamson,Swimming,Silver,34
1916,Summer,South Korea,Eileen Jackson,Swimming,,25
1916,Summer,France,Daisy Jackson,Athletics,,18
1916,Summer,South Africa,James Hill,Gymnastics,,34
1916,Summer,Russia,Jared Livingston,Cycling,Silver,34
1916,Summer,India,Evan Pena,Cycling,Bronze,27
1916,Summer,Canada,Paul Parker,Tennis,Silver,29
1916,Summer,China,Alexis Davidson,Cycling,Bronze,19
1916,Summer,China,Jason Morgan,Tennis,Silver,40
1916,Summer,China,Scott Hernandez,Athletics,Silver,34
1916,Summer,Japan,Susan Garcia,Basketball,Gold,24
1916,Summer,Canada,Dana Woods,Cycling,,34
1916,Summer,Australia,Nicole Hoover,Athletics,Gold,28
1916,Summer,USA,Amber Burch,Cycling,Silver,36
1916,Summer,Russia,Dana Gonzales,Basketball,Silver,18
1916,Summer,Australia,James Buchanan,Soccer,,31
1916,Summer,Germany,Chris Jennings,Rowing,Silver,38
1916,Summer,India,Mrs. Samantha Haynes,Soccer,Bronze,29
1916,Summer,South Korea,Thomas Gutierrez,Weightlifting,Bronze,21
1916,Summer,Canada,Elizabeth Lambert,Tennis,Gold,33
1916,Summer,Germany,Rhonda Shannon,Cycling,,21
1916,Summer,South Africa,Drew Norris,Cycling,Gold,27
1916,Summer,Japan,Jennifer Ortega,Swimming,,35
1916,Summer,France,Stephanie Reed,Weightlifting,,21
1916,Summer,France,David Brown,Tennis,,38
1916,Summer,Brazil,Vincent Lyons,Swimming,Bronze,19
1916,Summer,USA,Kathleen Wilson,Rowing,,32
1916,Summer,Russia,Renee Long,Boxing,Silver,19
1916,Summer,UK,Jenny Scott PhD,Weightlifting,Gold,37
1916,Summer,UK,Brenda Hernandez,Athletics,Gold,26
1916,Summer,USA,Jasmine Watson,Weightlifting,Gold,30
1916,Summer,Russia,Anita Scott,Rowing,Gold,27
1916,Summer,France,Brian Garcia,Swimming,,19
1916,Summer,USA,Linda Petersen,Tennis,Silver,30
1916,Summer,UK,David Parker,Boxing,Bronze,24
1916,Summer,Japan,Debra Mcdonald,Athletics,Bronze,40
1916,Summer,China,Charles Graves,Boxing,Bronze,24
1916,Summer,Australia,Michael Mccoy,Soccer,Gold,29
1916,Summer,India,Sherry Nguyen,Rowing,Bronze,32
1916,Summer,Brazil,Caleb Phelps,Rowing,Gold,40
1916,Summer,UK,Christina Eaton,Basketball,Bronze,26
1916,Summer,Japan,Christopher Mathews,Boxing,,30
1916,Summer,UK,Raymond Jackson,Rowing,Silver,36
1916,Summer,Australia,Rachel Coleman,Soccer,Bronze,28
1916,Summer,USA,Nicole Nichols,Basketball,Bronze,40
1916,Summer,Russia,Judy Hull,Soccer,,24
1916,Summer,South Africa,Jessica Wilson,Soccer,Silver,40
1916,Summer,UK,Charlene Shaffer,Athletics,Bronze,39
1916,Summer,Australia,Philip Young,Soccer,Gold,40
1916,Summer,India,Steven House,Athletics,,35
1916,Summer,Germany,Kimberly Jones,Athletics,Gold,18
1916,Summer,UK,Justin Ellis,Boxing,,37
1916,Summer,Russia,Marie Jones,Athletics,Bronze,38
1916,Summer,Germany,Dr. Elizabeth Francis,Boxing,,29
1916,Summer,South Africa,Travis Davenport,Swimming,Bronze,24
1916,Summer,Italy,Lisa Vargas,Gymnastics,Bronze,30
1916,Summer,Japan,Charles Stanley,Weightlifting,,28
1916,Summer,Brazil,Jeffrey Nielsen,Weightlifting,Gold,19
1916,Summer,Japan,Jennifer Kirby,Tennis,,40
1916,Summer,South Korea,Mr. Louis Bowman,Swimming,Silver,29
1916,Summer,Brazil,Carlos Green,Rowing,Bronze,19
1916,Summer,India,Kari Vance,Boxing,Silver,40
1916,Summer,Australia,Tracey Robinson,Athletics,Silver,38
1916,Summer,Australia,Jesus Phillips,Gymnastics,Bronze,35
1916,Summer,Brazil,Tanya Jones,Boxing,Silver,33
1916,Summer,China,Valerie Hall,Soccer,Gold,29
1916,Summer,India,Mr. Gerald Keith,Basketball,,39
1916,Summer,Germany,Dale Jones,Gymnastics,,32
1916,Summer,Italy,Erik Ingram,Tennis,Gold,36
1916,Summer,Australia,Mr. Jacob Chapman,Gymnastics,Silver,19
1916,Summer,South Africa,Joseph Harris,Soccer,Bronze,36
1916,Summer,South Korea,Lydia Johnson,Rowing,Bronze,24
1916,Summer,Canada,Valerie Patton,Gymnastics,,39
1916,Summer,Canada,Darlene Alexander,Rowing,Silver,25
