Year,Type,Country,Athlete,Sport,Medal,Age
2001,Summer,Russia,John Taylor,Rowing,Silver,18
2001,Summer,France,Gregory Clark,Boxing,Bronze,22
2001,Summer,USA,Chelsey Dillon,Cycling,Silver,20
2001,Summer,USA,Johnny Scott,Weightlifting,,21
2001,Summer,France,Amy Warren,Boxing,Silver,29
2001,Summer,South Korea,Linda Collins,Swimming,,31
2001,Summer,China,Karen Mathis,Swimming,Gold,39
2001,Summer,Canada,Aaron Burke,Basketball,,29
2001,Summer,Japan,Lisa Rowe,Weightlifting,Bronze,30
2001,Summer,Brazil,Mary Torres,Boxing,,36
2001,Summer,China,Michelle Myers,Basketball,Gold,31
2001,Summer,Russia,Lisa Morgan,Gymnastics,Silver,31
2001,Summer,Italy,Joanna Oliver,Cycling,,28
2001,Summer,South Africa,Linda Wilson,Tennis,,29
2001,Summer,India,Curtis Boyd,Rowing,Silver,20
2001,Summer,Canada,Jeffrey Vega,Cycling,,38
2001,Summer,Japan,Carrie Powell,Gymnastics,Gold,22
2001,Summer,Italy,Amber Lewis,Weightlifting,Bronze,20
2001,Summer,China,Tammy Pearson,Weightlifting,,32
2001,Summer,UK,Sandra Garcia,Gymnastics,,35
2001,Summer,Australia,Richard Navarro,Athletics,Bronze,39
2001,Summer,Australia,Philip Harrison,Gymnastics,Silver,23
2001,Summer,Russia,Nicole Adkins,Swimming,Bronze,28
2001,Summer,Australia,Renee Cooper,Athletics,,22
2001,Summer,France,Robin Gardner,Basketball,,18
2001,Summer,Canada,John Cervantes,Gymnastics,Gold,36
2001,Summer,France,Danielle Prince,Rowing,,19
2001,Summer,Canada,William Dixon,Weightlifting,Bronze,21
2001,Summer,South Korea,Paul Phillips,Soccer,Bronze,36
2001,Summer,France,Stephanie Hall,Tennis,Bronze,29
2001,Summer,Japan,Stephen Kim,Athletics,Silver,34
2001,Summer,USA,Charles Matthews,Soccer,Gold,26
2001,Summer,India,Susan Phillips,Basketball,Silver,28
2001,Summer,France,Timothy Taylor,Athletics,Gold,26
2001,Summer,South Korea,Lisa Johnson,Soccer,,27
2001,Summer,Australia,Christina Kennedy,Gymnastics,Gold,40
2001,Summer,South Korea,Sharon Logan,Athletics,,34
2001,Summer,South Africa,Brian Kelly,Boxing,,27
2001,Summer,China,Brian Gross,Cycling,,35
2001,Summer,Australia,Jeanette Myers,Cycling,Gold,22
