Year,Type,Country,Athlete,Sport,Medal,Age
2016,Winter,Australia,Stephanie Johnson,Speed Skating,Silver,22
2016,Winter,Germany,Cynthia Miller,Biathlon,Silver,33
2016,Winter,Japan,Christian Black,Curling,,24
2016,Winter,South Africa,Earl Hunt,Ice Hockey,Gold,29
2016,Winter,South Africa,Austin Hopkins,Snowboarding,,24
2016,Winter,China,Tiffany Bell,Skiing,Silver,18
2016,Winter,South Korea,Tony Martinez,Ice Hockey,Gold,25
2016,Winter,USA,Charles Young,Figure Skating,Gold,40
2016,Winter,Japan,Frederick Chang,Bobsleigh,Silver,35
2016,Winter,China,Taylor Blankenship,Ice Hockey,,32
2016,Winter,Germany,Daniel Holmes,Speed Skating,Gold,39
2016,Winter,India,Gerald Hudson,Bobsleigh,Bronze,38
2016,Winter,Italy,Samuel Freeman,Skiing,Bronze,39
2016,Winter,China,Anna Sharp,Biathlon,Bronze,20
2016,Winter,France,Brian Holland,Speed Skating,Bronze,29
2016,Winter,Japan,William Davis,Figure Skating,Bronze,27
2016,Winter,Germany,Debbie Ayala,Curling,Silver,34
2016,Winter,Italy,Seth Daniel,Curling,,18
2016,Winter,USA,Kenneth Merritt,Curling,Gold,27
2016,Winter,USA,Joyce Roberson,Curling,Gold,39
2016,Winter,France,April Foster,Snowboarding,,20
2016,Winter,Brazil,Philip Vaughn,Skiing,,27
2016,Winter,India,Carl Hall,Biathlon,,20
2016,Winter,Russia,Timothy Morrow,Bobsleigh,Silver,19
2016,Winter,Italy,Raymond Silva,Skiing,,24
2016,Winter,Germany,Stephanie Dean,Snowboarding,Gold,28
2016,Winter,Japan,Robert Melton,Ice Hockey,Gold,19
2016,Winter,Japan,Gabrielle Hodges,Figure Skating,Bronze,28
2016,Winter,Germany,Rhonda Smith,Snowboarding,,33
2016,Winter,Germany,Joshua Flynn,Bobsleigh,Silver,39
2016,Winter,France,Julie Fernandez,Figure Skating,Bronze,28
2016,Winter,Italy,Jessica Green,Ice Hockey,,18
2016,Winter,Russia,Lisa Moss,Figure Skating,Silver,32
2016,Winter,France,Emily Ballard,Snowboarding,,19
2016,Winter,China,Terri Kim,Figure Skating,Silver,34
2016,Winter,Brazil,Whitney Guzman,Skiing,,18
2016,Winter,Japan,Juan Mendoza,Ice Hockey,,33
2016,Winter,Brazil,Benjamin Patel,Biathlon,,24
2016,Winter,Germany,Deborah Morales,Snowboarding,,38
2016,Winter,India,William Collins,Speed Skating,Bronze,38
2016,Winter,Canada,Benjamin Sexton,Bobsleigh,Gold,31
2016,Winter,South Africa,Jennifer Moody,Curling,Bronze,21
2016,Winter,Canada,Sarah Bennett,Skiing,Silver,37
2016,Winter,UK,Michael Church,Snowboarding,,25
2016,Winter,India,Jeff Adams,Figure Skating,Gold,36
2016,Winter,Japan,Hayley Carter,Figure Skating,Gold,33
2016,Winter,Japan,Juan Cruz,Bobsleigh,Bronze,36
2016,Winter,South Africa,Jason Harris,Snowboarding,Bronze,29
2016,Winter,USA,Cole Benton,Ice Hockey,Bronze,25
2016,Winter,China,Alexis Kelly,Biathlon,,35
2016,Winter,South Africa,Andrew Lutz,Bobsleigh,Bronze,28
2016,Winter,USA,Yvonne Boyd,Snowboarding,Silver,22
2016,Winter,Germany,Brandon Ward,Biathlon,Gold,36
2016,Winter,Italy,Edward Daniels,Curling,Silver,19
2016,Winter,USA,David Bell,Snowboarding,Bronze,30
2016,Winter,India,Mathew Jacobson,Ice Hockey,Gold,20
2016,Winter,France,Scott Santiago,Snowboarding,,27
2016,Winter,Italy,Jason Taylor,Curling,Silver,23
2016,Winter,South Korea,Michael Reyes,Bobsleigh,,34
2016,Winter,Canada,Samuel Hubbard,Snowboarding,Gold,25
2016,Winter,South Korea,Adam Curtis,Biathlon,Gold,19
2016,Winter,Germany,Beverly Jones,Ice Hockey,Gold,19
