Year,Type,Country,Athlete,Sport,Medal,Age
2023,Winter,Russia,Nicole Daugherty,Bobsleigh,,39
2023,Winter,Australia,Kevin Hopkins,Figure Skating,Silver,33
2023,Winter,Canada,Jordan Silva,Snowboarding,,18
2023,Winter,Germany,Karen Carlson,Curling,Gold,37
2023,Winter,Germany,Kristy Houston,Snowboarding,Silver,35
2023,Winter,Canada,Russell Orozco,Skiing,Bronze,25
2023,Winter,Japan,Sandra Farmer,Figure Skating,Gold,28
2023,Winter,UK,Matthew Heath,Bobsleigh,Gold,24
2023,Winter,France,Michelle Nash,Skiing,,35
2023,Winter,France,Michael Sharp,Biathlon,Bronze,25
2023,Winter,South Korea,Deborah Allen,Snowboarding,Silver,24
2023,Winter,South Africa,Eugene Colon,Ice Hockey,,39
2023,Winter,Canada,Mary Reed,Bobsleigh,Silver,32
2023,Winter,Japan,Patricia Medina,Bobsleigh,Bronze,30
2023,Winter,Japan,Kevin Lopez,Figure Skating,Bronze,35
2023,Winter,France,Samantha Henry,Biathlon,Silver,37
2023,Winter,China,Nicole Hill,Skiing,Bronze,32
2023,Winter,UK,Todd Frazier,Speed Skating,Silver,35
2023,Winter,France,Lisa Krause,Speed Skating,Bronze,18
2023,Winter,UK,Madison Cervantes,Speed Skating,Silver,27
2023,Winter,Russia,Lisa White,Figure Skating,Silver,28
2023,Winter,Brazil,Alexander Smith,Speed Skating,,24
2023,Winter,Australia,Ray Thompson,Bobsleigh,Bronze,32
2023,Winter,UK,Gabriel Young,Curling,,39
2023,Winter,France,Joseph Beard,Ice Hockey,,36
2023,Winter,China,Aaron Nash,Biathlon,,27
2023,Winter,Brazil,Morgan Schneider,Skiing,Silver,28
2023,Winter,India,Patricia Hunter,Bobsleigh,Bronze,27
2023,Winter,Brazil,Joshua Robertson,Snowboarding,,29
2023,Winter,South Korea,Robert Garrison,Snowboarding,Silver,29
2023,Winter,Japan,Diana Rodriguez,Bobsleigh,Silver,31
2023,Winter,China,Patricia White,Curling,Gold,25
2023,Winter,South Korea,Andrew Fritz,Ice Hockey,,34
2023,Winter,Japan,Lisa Fuller,Speed Skating,Gold,23
2023,Winter,Australia,Jordan Reyes,Figure Skating,Gold,22
