Year,Type,Country,Athlete,Sport,Medal,Age
1988,Summer,Germany,Samantha Knight,Boxing,Bronze,25
1988,Summer,Brazil,Justin Jacobson,Cycling,Silver,35
1988,Summer,Canada,Jeffrey Rios,Tennis,,20
1988,Summer,South Korea,Erin Phillips,Tennis,,31
1988,Summer,South Korea,Scott Baker,Gymnastics,,25
1988,Summer,Brazil,Rebecca Carter,Weightlifting,Gold,22
1988,Summer,Australia,Glenn Lee,Rowing,,27
1988,Summer,Australia,Jessica Molina,Boxing,,40
1988,Summer,India,Isaiah Brooks,Soccer,Gold,25
1988,Summer,Japan,Justin Walker,Athletics,,40
1988,Summer,China,Mark Dillon,Swimming,Silver,27
1988,Summer,China,Dawn Lee DDS,Swimming,,33
1988,Summer,Germany,Samantha Huang,Swimming,,34
1988,Summer,Canada,Eric Johnston,Swimming,Gold,23
1988,Summer,Italy,Christian Miller,Swimming,,33
1988,Summer,Brazil,Lisa Cummings,Tennis,Bronze,40
1988,Summer,Japan,Scott Walker,Basketball,Bronze,31
1988,Summer,Australia,Joseph Mcdonald,Rowing,Bronze,26
1988,Summer,USA,Christopher Carroll,Swimming,Silver,37
1988,Summer,Germany,Richard Brown,Tennis,,40
1988,Summer,Australia,William Brown,Soccer,Gold,29
1988,Summer,Russia,Victor Carroll,Gymnastics,Silver,29
1988,Summer,Australia,Brian Owens,Gymnastics,Gold,22
1988,Summer,China,Eric Gonzales,Cycling,,26
1988,Summer,UK,Alexis Huff,Rowing,Silver,33
1988,Summer,Russia,William Pena,Boxing,Gold,32
1988,Summer,South Korea,Samantha Scott MD,Athletics,Silver,22
1988,Summer,South Korea,Robert Kim,Swimming,,33
1988,Summer,Germany,Jacqueline Gay,Gymnastics,Bronze,26
1988,Summer,China,David Green,Basketball,Silver,29
1988,Summer,China,Kristen Davis,Tennis,,21
1988,Summer,Germany,Catherine Wong,Basketball,,23
1988,Summer,Japan,Brian Holland,Swimming,Gold,26
1988,Summer,China,Kevin Pearson,Boxing,Silver,33
1988,Summer,Italy,Kristen Oneill,Cycling,Bronze,29
1988,Summer,USA,Robert Robinson,Tennis,Bronze,25
1988,Summer,Brazil,Ashley Dixon,Athletics,Silver,19
1988,Summer,Australia,James Chang,Gymnastics,Silver,24
1988,Summer,South Africa,Margaret Obrien,Basketball,Silver,34
1988,Summer,UK,Scott Schmidt,Soccer,,21
1988,Summer,China,Randy Smith,Gymnastics,,20
1988,Summer,Japan,Amy Hendricks,Cycling,Silver,38
1988,Summer,Russia,Jessica Ashley,Tennis,Silver,25
1988,Summer,Brazil,Dr. Oscar Simmons,Tennis,Silver,28
1988,Summer,Russia,Joseph Rogers,Athletics,Bronze,27
1988,Summer,China,Benjamin Quinn,Soccer,Silver,37
1988,Summer,Canada,Vincent Reed,Soccer,Gold,32
1988,Summer,UK,Ryan Powell,Weightlifting,,39
1988,Summer,Canada,Joseph Carr,Soccer,Bronze,30
1988,Summer,Australia,Stacey Jordan,Tennis,Bronze,29
1988,Summer,Germany,Carla Smith,Athletics,Gold,35
1988,Summer,China,Lawrence Summers,Cycling,,29
1988,Summer,Japan,Katherine Thomas,Athletics,Silver,29
1988,Summer,Italy,Timothy Smith,Swimming,Gold,31
1988,Summer,South Africa,Sarah Johnson,Athletics,,23
1988,Summer,UK,Peter Stevens,Boxing,Silver,34
1988,Summer,Germany,Brandon Thomas,Boxing,Silver,22
1988,Summer,UK,Reginald Williams,Soccer,,27
1988,Summer,India,Scott Reynolds,Tennis,Gold,37
1988,Summer,South Africa,Toni Liu,Cycling,Silver,36
1988,Summer,USA,Christina Vaughn,Weightlifting,,35
1988,Summer,India,Christopher Dougherty,Tennis,Gold,30
1988,Summer,India,Maria Lee,Soccer,Gold,28
1988,Summer,Russia,David Parker,Cycling,Silver,27
1988,Summer,Italy,Cristian Cortez,Weightlifting,,21
1988,Summer,USA,Patrick Cervantes,Soccer,Bronze,28
1988,Summer,India,Erika Ortiz,Cycling,,18
1988,Summer,South Africa,Jennifer Ramirez,Boxing,Bronze,40
1988,Summer,South Africa,Roberto Underwood,Soccer,Gold,39
1988,Summer,France,Brenda Baker,Athletics,Bronze,33
1988,Summer,Italy,Jennifer Johnson,Soccer,Gold,19
