Year,Type,Country,Athlete,Sport,Medal,Age
1980,Winter,France,Steven Brooks,Speed Skating,Bronze,23
1980,Winter,Brazil,Sheila Wright,Skiing,,18
1980,Winter,UK,Andrea Stephens,Figure Skating,Silver,39
1980,Winter,Brazil,Patricia Jensen,Snowboarding,,39
1980,Winter,China,Brian Gutierrez,Biathlon,Bronze,21
1980,Winter,India,Kevin Fletcher,Speed Skating,Bronze,31
1980,Winter,Canada,Chad Dickerson,Figure Skating,Bronze,36
1980,Winter,Japan,Ms. Christine Edwards DVM,Figure Skating,Gold,31
1980,Winter,Japan,Tammy Aguilar,Speed Skating,,31
1980,Winter,Australia,Mrs. Hayley Copeland,Curling,,18
1980,Winter,Russia,Samantha Koch,Speed Skating,Silver,37
1980,Winter,China,Kimberly Martin,Speed Skating,Silver,34
1980,Winter,Russia,Debra Jensen,Figure Skating,Gold,33
1980,Winter,UK,Leah Sellers,Curling,Bronze,32
1980,Winter,Brazil,David Price,Bobsleigh,Silver,20
1980,Winter,Brazil,Christina Strong,Snowboarding,Gold,25
1980,Winter,Germany,Jennifer Franco,Curling,,26
1980,Winter,Russia,Thomas Lopez,Biathlon,,25
1980,Winter,Germany,Mark Weaver,Snowboarding,,33
1980,Winter,China,Kimberly Hopkins,Snowboarding,,30
1980,Winter,Italy,Erica Henderson,Bobsleigh,Gold,35
1980,Winter,India,Devin Hamilton,Figure Skating,,29
1980,Winter,Italy,Tyler Carter,Figure Skating,Bronze,36
1980,Winter,South Korea,Christopher Young,Speed Skating,Gold,28
1980,Winter,China,Sonya Kelley,Figure Skating,,21
1980,Winter,China,Erika Smith,Ice Hockey,Silver,33
1980,Winter,South Africa,Anna Smith,Speed Skating,Bronze,22
1980,Winter,Brazil,Blake Pope,Curling,Gold,33
1980,Winter,South Korea,Virginia Baxter,Ice Hockey,Bronze,26
1980,Winter,Japan,Sheila Noble,Skiing,Gold,25
1980,Winter,Germany,Nicole Farmer,Snowboarding,Silver,29
1980,Winter,Germany,Steven Jackson,Ice Hockey,Silver,32
1980,Winter,South Korea,Jennifer Black,Curling,Bronze,26
1980,Winter,China,Jennifer Carrillo,Speed Skating,,39
1980,Winter,China,Steven Tapia,Figure Skating,Gold,36
1980,Winter,Germany,Peter Williams,Snowboarding,Bronze,29
1980,Winter,France,Nicole Davis,Skiing,Gold,35
1980,Winter,South Korea,Shannon Alvarez,Bobsleigh,Silver,23
1980,Winter,South Africa,Amber Mays,Speed Skating,Bronze,36
1980,Winter,Germany,Brittney Thompson,Bobsleigh,,29
1980,Winter,Brazil,Michele Vargas,Ice Hockey,Bronze,35
1980,Winter,Russia,Daniel Frank,Bobsleigh,Bronze,23
1980,Winter,USA,Robert Scott,Bobsleigh,,22
1980,Winter,South Africa,Sherry Lowery,Curling,Gold,29
1980,Winter,Russia,Michael Lyons,Skiing,Gold,33
1980,Winter,Germany,Brooke Bell,Figure Skating,Bronze,18
1980,Winter,China,Meredith Turner,Snowboarding,Bronze,28
1980,Winter,Japan,Stephanie Lee,Curling,,38
1980,Winter,Italy,Katherine Maldonado,Figure Skating,Gold,28
1980,Winter,Japan,Chase Gonzalez,Curling,Gold,40
1980,Winter,South Africa,David Hunter,Skiing,,20
1980,Winter,USA,Elizabeth Alvarado,Ice Hockey,Silver,22
1980,Winter,Brazil,David Bowman,Bobsleigh,,37
1980,Winter,USA,Amanda Davis,Speed Skating,,37
1980,Winter,Canada,Christopher Daugherty,Curling,Bronze,37
1980,Winter,South Africa,Amanda Ray,Biathlon,Gold,20
1980,Winter,China,Leslie Holmes,Curling,Silver,29
1980,Winter,Australia,Stacey Romero,Skiing,Silver,22
1980,Winter,India,Alicia Walker,Snowboarding,Bronze,25
1980,Winter,South Africa,Jacob Wilson,Speed Skating,Bronze,19
1980,Winter,USA,Whitney Davis,Snowboarding,Silver,23
1980,Winter,Italy,Thomas Schneider,Snowboarding,Gold,19
1980,Winter,France,Shane Robertson,Ice Hockey,Gold,36
1980,Winter,Germany,Holly Martin,Biathlon,Bronze,30
1980,Winter,Australia,Vincent Gonzalez,Bobsleigh,Gold,27
1980,Winter,Canada,Christopher Schaefer,Figure Skating,Silver,40
1980,Winter,India,Bailey Edwards,Figure Skating,Silver,21
1980,Winter,USA,Kelly Tucker,Snowboarding,Silver,29
1980,Winter,Japan,Gary Nixon,Curling,Bronze,31
1980,Winter,South Africa,Matthew Henry,Bobsleigh,Silver,26
1980,Winter,China,Garrett Porter,Snowboarding,,31
1980,Winter,Germany,David Stein,Figure Skating,Gold,40
1980,Winter,South Africa,Jesse Johns,Skiing,Silver,38
1980,Winter,Germany,Timothy Poole,Bobsleigh,Silver,36
1980,Winter,Canada,Ronnie Hammond,Snowboarding,Bronze,21
1980,Winter,Australia,Julie Dennis,Bobsleigh,Silver,30
1980,Winter,Canada,Damon Hines,Figure Skating,Gold,40
1980,Winter,Australia,Melissa Larson,Snowboarding,Silver,32
1980,Winter,USA,Tammy Henderson,Skiing,Gold,23
1980,Winter,Australia,Timothy Gonzalez,Biathlon,Bronze,33
1980,Winter,France,Mr. Joseph Dorsey,Ice Hockey,Silver,31
1980,Winter,Germany,Erin Gregory,Bobsleigh,Bronze,29
