Year,Type,Country,Athlete,Sport,Medal,Age
1944,Winter,India,Emily Baker,Biathlon,,21
1944,Winter,Brazil,Mr. Michael Noble,Figure Skating,Gold,27
1944,Winter,Canada,Jeremy Ayala,Biathlon,Gold,20
1944,Winter,Canada,Joy Warren,Snowboarding,Bronze,20
1944,Winter,USA,Richard Farmer,Curling,Silver,37
1944,Winter,Russia,Stacey Fisher,Snowboarding,,40
1944,Winter,UK,Jason Christensen,Snowboarding,Bronze,39
1944,Winter,China,Glenn Collins,Snowboarding,,27
1944,Winter,Brazil,Jose Berger,Skiing,,36
1944,Winter,Canada,Rachel Pham,Bobsleigh,Gold,18
1944,Winter,Australia,Joel Hayden,Speed Skating,Silver,30
1944,Winter,UK,Kayla Spencer,Speed Skating,Silver,40
1944,Winter,Brazil,Rhonda Green,Biathlon,Gold,40
1944,Winter,Canada,Karen Duffy,Ice Hockey,Gold,25
1944,Winter,Brazil,Brianna Thompson,Biathlon,Bronze,36
1944,Winter,Brazil,Pamela Rodriguez,Speed Skating,Silver,32
1944,Winter,South Korea,Keith Hall,Ice Hockey,,29
1944,Winter,Canada,Cindy Porter,Bobsleigh,Gold,22
1944,Winter,France,Nicholas Miller,Speed Skating,Silver,31
1944,Winter,Germany,Jason Malone,Figure Skating,Gold,20
1944,Winter,Brazil,Sophia Moreno,Biathlon,Bronze,32
1944,Winter,Japan,Marc Moore,Snowboarding,Silver,34
1944,Winter,Japan,Samuel Murphy,Figure Skating,,31
1944,Winter,Italy,Kristen Jenkins,Figure Skating,,23
1944,Winter,Japan,Andrea French,Figure Skating,Bronze,23
1944,Winter,France,Renee Maynard,Figure Skating,Silver,20
1944,Winter,Germany,Peter Rodgers,Bobsleigh,Gold,31
1944,Winter,Canada,Leslie Humphrey,Bobsleigh,Silver,32
1944,Winter,India,Linda Flores,Biathlon,Silver,28
1944,Winter,Germany,April May,Figure Skating,Bronze,24
1944,Winter,South Korea,Sara Rowland,Bobsleigh,,22
1944,Winter,South Korea,Alex Pineda,Bobsleigh,Silver,24
1944,Winter,Australia,Gary Cross,Figure Skating,Bronze,37
1944,Winter,USA,Mrs. Kimberly Gonzalez,Skiing,,24
1944,Winter,France,Nicholas Cain,Curling,Silver,30
1944,Winter,Germany,Andre Lambert,Figure Skating,Gold,18
1944,Winter,Russia,Nathan Erickson,Ice Hockey,Gold,39
1944,Winter,South Africa,Kimberly Bishop,Skiing,Silver,30
1944,Winter,South Korea,Kelly Smith,Biathlon,,33
1944,Winter,South Korea,Dustin Cole,Bobsleigh,Bronze,23
1944,Winter,Australia,Chloe Gill,Skiing,Silver,33
1944,Winter,Japan,Kelly Jones,Skiing,Gold,18
1944,Winter,Brazil,Sheila Kidd,Speed Skating,Gold,34
1944,Winter,Japan,Edwin Benjamin,Skiing,Bronze,31
1944,Winter,South Africa,Leslie Hopkins,Ice Hockey,,39
1944,Winter,USA,Sarah Knox,Biathlon,Silver,30
1944,Winter,Germany,Rose Davis,Snowboarding,Silver,29
1944,Winter,Germany,Ryan Beltran,Curling,Gold,27
1944,Winter,South Africa,Aaron Schmitt,Curling,,40
1944,Winter,UK,David Allison,Speed Skating,Gold,20
1944,Winter,Brazil,Edward Walker,Speed Skating,Silver,20
1944,Winter,Japan,Traci Lopez,Curling,Gold,35
1944,Winter,South Korea,Alexandra Gonzalez,Speed Skating,,18
1944,Winter,Russia,David Cunningham,Snowboarding,,37
1944,Winter,China,Sarah Norris,Figure Skating,,29
1944,Winter,South Korea,William Robinson,Ice Hockey,Silver,29
1944,Winter,China,Rebecca Olsen,Bobsleigh,Silver,32
1944,Winter,Canada,Jennifer Fuller,Snowboarding,Silver,18
1944,Winter,India,Tina Bell,Biathlon,,24
1944,Winter,Brazil,Jimmy Martin,Speed Skating,Silver,34
1944,Winter,South Africa,Melissa Taylor,Ice Hockey,,40
1944,Winter,Russia,Leslie Bell,Snowboarding,Silver,18
1944,Winter,Canada,Danielle Morrison,Curling,,36
1944,Winter,Germany,Brittany Perkins,Figure Skating,Gold,32
1944,Winter,USA,Mr. Kevin Graves,Biathlon,,21
1944,Winter,Japan,Rachel Scott,Ice Hockey,Gold,23
1944,Winter,China,Denise Silva,Bobsleigh,Bronze,25
