Year,Type,Country,Athlete,Sport,Medal,Age
1973,Winter,Russia,Lisa Jenkins,Biathlon,Bronze,40
1973,Winter,Brazil,Tiffany Rodriguez,Curling,Gold,36
1973,Winter,Japan,Michael Mccoy,Ice Hockey,Silver,38
1973,Winter,India,Heather Moran,Ice Hockey,Bronze,33
1973,Winter,Brazil,Alexandria Wright MD,Biathlon,Bronze,24
1973,Winter,France,Theodore Brandt,Curling,Bronze,33
1973,Winter,Italy,Teresa Nelson,Speed Skating,Silver,27
1973,Winter,South Korea,Brooke Johnson,Ice Hockey,Bronze,36
1973,Winter,Australia,Raymond Dawson,Curling,Silver,22
1973,Winter,South Korea,Andrew Ray,Figure Skating,Silver,24
1973,Winter,Australia,Breanna Wise,Biathlon,Gold,31
1973,Winter,France,Brenda Lin,Bobsleigh,,21
1973,Winter,Japan,Nicole Johnson,Skiing,,32
1973,Winter,Russia,Joshua Flores,Skiing,Gold,39
1973,Winter,Brazil,Stacey Peterson,Ice Hockey,Silver,29
1973,Winter,India,Vanessa Kerr,Bobsleigh,,40
1973,Winter,Australia,Danielle Avery PhD,Skiing,Silver,32
1973,Winter,Canada,Timothy Williams,Bobsleigh,Gold,32
1973,Winter,Canada,Jesse Jones,Ice Hockey,,18
1973,Winter,Italy,Jasmin Powers,Figure Skating,Bronze,30
1973,Winter,South Africa,Lisa Nicholson,Speed Skating,Gold,39
1973,Winter,Japan,Joe Crosby,Snowboarding,Bronze,34
1973,Winter,Russia,Aaron Tucker,Speed Skating,Silver,40
1973,Winter,South Korea,Douglas Duffy,Biathlon,Bronze,38
1973,Winter,Japan,William Warner,Ice Hockey,Gold,29
1973,Winter,South Africa,Sabrina Welch,Ice Hockey,Gold,21
1973,Winter,France,Alejandro Holt,Figure Skating,Gold,32
1973,Winter,France,Todd Parker,Ice Hockey,Bronze,33
1973,Winter,France,Christopher Parker,Speed Skating,Bronze,30
1973,Winter,China,Kaitlyn Romero,Curling,Bronze,31
1973,Winter,Russia,Sara White,Ice Hockey,Bronze,39
