Year,Type,Country,Athlete,Sport,Medal,Age
2002,Summer,South Africa,Jeffrey Elliott,Athletics,Gold,36
2002,Summer,France,Alexander Armstrong,Athletics,Gold,31
2002,Summer,Russia,Alexis Ruiz DVM,Gymnastics,Bronze,39
2002,Summer,France,David Barnes,Tennis,Gold,18
2002,Summer,South Africa,Mary Gonzalez MD,Swimming,Silver,24
2002,Summer,UK,Jason Rose,Boxing,Bronze,26
2002,Summer,USA,Jessica Daniels,Tennis,Bronze,27
2002,Summer,China,Devon Mendoza,Soccer,Bronze,29
2002,Summer,Russia,Kevin Stewart,Swimming,Gold,26
2002,Summer,Australia,Melvin Jordan,Soccer,,23
2002,Summer,South Korea,Samuel Obrien,Boxing,Gold,33
2002,Summer,China,Jasmine Campbell,Swimming,,32
2002,Summer,Japan,Daniel Hayes,Rowing,Silver,35
2002,Summer,China,Danielle Alexander,Basketball,Silver,34
2002,Summer,Brazil,Micheal Shaw,Swimming,Bronze,23
2002,Summer,Italy,Stephanie Warren,Soccer,Bronze,22
2002,Summer,Australia,Laurie Griffin,Cycling,Gold,25
2002,Summer,UK,Michael Johnson,Athletics,,35
2002,Summer,France,James Nicholson,Gymnastics,,32
2002,Summer,Germany,Alexander Lawson,Swimming,Bronze,29
2002,Summer,France,John Green,Weightlifting,,22
2002,Summer,Brazil,James Mcdonald,Athletics,Silver,37
2002,Summer,Germany,Mitchell Brown,Weightlifting,Bronze,31
2002,Summer,South Africa,Robert Sanders,Tennis,Bronze,20
2002,Summer,Italy,Austin Williams,Boxing,Gold,21
2002,Summer,France,Nicole Williams,Boxing,,39
2002,Summer,Japan,Eric Mcguire,Basketball,,27
2002,Summer,Italy,Michelle Mejia,Boxing,Bronze,30
2002,Summer,Germany,Toni West,Soccer,,18
2002,Summer,UK,Lori Pierce MD,Athletics,Gold,26
2002,Summer,Australia,Brian Miller,Athletics,,35
2002,Summer,Brazil,Tiffany Miller,Swimming,Gold,26
2002,Summer,South Africa,Stacy Brown,Soccer,Bronze,39
2002,Summer,France,Mrs. Rebecca Gardner,Soccer,Silver,20
2002,Summer,Japan,Mr. Robert Harmon,Rowing,Bronze,23
2002,Summer,Japan,Mercedes Bruce,Boxing,,39
2002,Summer,Italy,Deborah Smith,Cycling,Silver,29
2002,Summer,USA,Krista Davis,Tennis,,19
2002,Summer,Russia,David Mosley,Athletics,,36
2002,Summer,Italy,Amber Vega,Cycling,Silver,32
2002,Summer,Germany,Eric Conway,Cycling,,18
2002,Summer,Russia,Kevin Williams,Swimming,,21
2002,Summer,South Africa,Ryan Mccullough,Basketball,Bronze,29
2002,Summer,Russia,Paul Owens,Cycling,Gold,28
2002,Summer,South Africa,Joshua Fernandez,Boxing,Silver,37
2002,Summer,France,Brittney Evans,Boxing,Bronze,33
2002,Summer,France,Linda Frank MD,Boxing,Bronze,18
2002,Summer,South Korea,Martha Davis,Cycling,Gold,36
2002,Summer,Japan,Terri Bowen,Basketball,Bronze,23
2002,Summer,France,Cheyenne Woods,Weightlifting,,38
2002,Summer,Russia,Jeffrey Martin,Cycling,Silver,24
2002,Summer,China,Scott Miller,Swimming,Silver,39
2002,Summer,South Africa,Sarah Romero,Cycling,Gold,35
2002,Summer,Germany,William Anderson,Basketball,Gold,26
2002,Summer,Brazil,Ashley Perry,Boxing,Bronze,28
2002,Summer,Australia,Daniel Garcia,Tennis,,36
2002,Summer,Australia,Edward Briggs,Basketball,,24
2002,Summer,Russia,Donald Washington,Weightlifting,,35
2002,Summer,China,Jacob King,Cycling,,22
2002,Summer,South Korea,Christine Fisher,Gymnastics,Silver,35
2002,Summer,France,Charles Melton,Gymnastics,Silver,29
2002,Summer,Australia,Megan Arnold,Tennis,Bronze,39
2002,Summer,Canada,Shari Schwartz,Boxing,,30
2002,Summer,Russia,Mr. Joshua Taylor,Boxing,Gold,22
2002,Summer,Canada,Daniel Thornton,Boxing,Gold,31
2002,Summer,Germany,Megan Scott,Athletics,Gold,32
2002,Summer,Japan,John Munoz,Soccer,Silver,34
2002,Summer,South Africa,Kimberly Miller,Tennis,Gold,19
2002,Summer,France,Brian Allen,Basketball,Silver,19
2002,Summer,Italy,Larry Davis,Rowing,Bronze,21
2002,Summer,South Africa,Derek Richardson,Basketball,Gold,28
2002,Summer,Germany,Austin Berry,Gymnastics,Gold,24
2002,Summer,India,Richard Harris,Rowing,Gold,30
2002,Summer,Japan,Frank Schroeder,Rowing,Gold,24
2002,Summer,Japan,Seth Hopkins,Boxing,Silver,38
2002,Summer,France,Terry Robinson,Rowing,,39
2002,Summer,India,Victoria Russell,Swimming,Bronze,27
2002,Summer,France,Paul Garcia,Tennis,Gold,20
2002,Summer,Canada,Felicia Ortega,Swimming,Silver,37
2002,Summer,Brazil,Matthew Harvey,Basketball,Silver,26
2002,Summer,UK,Chase Reid,Swimming,Gold,38
2002,Summer,India,Leah Martinez,Swimming,,25
2002,Summer,UK,Jerry Rogers,Boxing,,34
2002,Summer,Russia,Michael Schmidt,Rowing,Bronze,34
2002,Summer,UK,William Burke,Cycling,Bronze,27
2002,Summer,Canada,Christopher Jordan,Boxing,,25
2002,Summer,South Korea,Edward Church,Athletics,Bronze,36
2002,Summer,France,Jeffrey Gray,Basketball,,20
2002,Summer,USA,Susan Stewart,Soccer,Bronze,32
2002,Summer,Australia,Rebecca King,Swimming,Gold,30
2002,Summer,Australia,Jill Baker,Athletics,Gold,37
2002,Summer,Australia,Donna Williams,Tennis,Silver,36
2002,Summer,South Africa,Kara Berry,Gymnastics,,25
2002,Summer,China,Jonathan Sanford,Gymnastics,Gold,23
2002,Summer,Brazil,Mercedes Warner,Tennis,,29
2002,Summer,France,Mary Harrison,Cycling,Silver,40
2002,Summer,France,Melissa Combs,Cycling,,24
2002,Summer,South Korea,Angelica Jones,Athletics,Gold,25
2002,Summer,Germany,Katherine Gonzalez,Gymnastics,Silver,27
2002,Summer,Canada,Raymond Gallegos,Boxing,Silver,27
2002,Summer,Russia,Emily Clayton,Athletics,Silver,20
2002,Summer,Canada,Joseph Williams,Athletics,,24
2002,Summer,Brazil,Samantha Summers,Soccer,,38
2002,Summer,Canada,John Boyd,Boxing,Silver,34
2002,Summer,France,Jamie West,Swimming,Gold,39
2002,Summer,Canada,Sherry Carter MD,Boxing,Bronze,26
2002,Summer,Germany,Patricia Ryan,Rowing,Gold,33
2002,Summer,Canada,Lindsey Miller,Gymnastics,,36
2002,Summer,China,Wesley Rodriguez,Gymnastics,Bronze,28
2002,Summer,India,Debbie Dalton,Basketball,Gold,29
2002,Summer,South Korea,Deborah Archer,Weightlifting,Bronze,31
2002,Summer,USA,Zachary Lewis,Soccer,Bronze,29
2002,Summer,UK,John Bailey,Soccer,Silver,37
2002,Summer,Japan,Gregory Hodges,Cycling,Gold,34
2002,Summer,Germany,Heather Scott,Weightlifting,Gold,19
2002,Summer,Brazil,Jennifer Cervantes,Boxing,,28
2002,Summer,South Korea,Michael Payne,Basketball,,19
2002,Summer,Russia,Katherine Miller,Tennis,Bronze,37
2002,Summer,South Korea,David Ward,Soccer,Gold,29
2002,Summer,Canada,Rebecca Everett,Boxing,Silver,26
2002,Summer,Russia,Lori Hawkins,Swimming,,30
2002,Summer,UK,Michael Diaz,Rowing,Gold,19
2002,Summer,Germany,Patricia Sawyer,Weightlifting,Gold,29
2002,Summer,Brazil,David Santana,Basketball,Bronze,32
2002,Summer,Japan,Dan Smith,Athletics,Bronze,19
2002,Summer,India,Elizabeth Haynes,Gymnastics,Silver,26
2002,Summer,Australia,Nicole Murphy,Weightlifting,,40
2002,Summer,France,Carlos Gibbs,Tennis,Bronze,21
2002,Summer,South Africa,Karen Conrad,Rowing,Bronze,21
2002,Summer,India,Richard Levine,Gymnastics,,38
2002,Summer,Brazil,Jennifer Hunt,Rowing,Silver,35
2002,Summer,UK,Tara Bishop DDS,Swimming,Silver,25
2002,Summer,UK,Kathy Tanner,Gymnastics,Bronze,26
2002,Summer,Japan,Laura Bishop,Swimming,,33
2002,Summer,Japan,Angelica Thompson,Boxing,Bronze,18
2002,Summer,Japan,James Novak,Gymnastics,,19
2002,Summer,China,Lawrence Allen,Cycling,Bronze,22
2002,Summer,France,Samuel Wang,Cycling,Silver,38
2002,Summer,Germany,Justin Lynch,Athletics,,34
2002,Summer,Russia,Joseph Burns,Weightlifting,Gold,20
2002,Summer,Japan,Candice Baldwin,Rowing,Silver,22
2002,Summer,Russia,Charles Roth,Rowing,Gold,27
2002,Summer,South Africa,Mary Peterson,Rowing,Gold,19
2002,Summer,Brazil,Elizabeth Smith,Weightlifting,Gold,18
2002,Summer,France,Heather Gardner,Cycling,,39
2002,Summer,Japan,Brent Wilson,Weightlifting,,29
2002,Summer,Germany,Bobby Mccoy,Boxing,Silver,34
2002,Summer,Germany,John Johnson,Soccer,,24
2002,Summer,USA,Jessica Mann,Tennis,,18
2002,Summer,Japan,Lisa Meyer,Rowing,,39
2002,Summer,Canada,Stephanie Juarez,Basketball,,24
2002,Summer,China,Rebecca Gonzalez,Basketball,Bronze,19
2002,Summer,USA,Alexis Smith,Cycling,Silver,28
2002,Summer,Canada,Derrick Kelley,Rowing,Gold,39
2002,Summer,South Africa,Krystal Jenkins,Athletics,Gold,21
