Year,Type,Country,Athlete,Sport,Medal,Age
1922,Winter,Italy,Terry Choi,Skiing,,37
1922,Winter,Germany,David Ramsey,Ice Hockey,Gold,32
1922,Winter,France,Kevin Moreno,Biathlon,Silver,32
1922,Winter,South Korea,Tiffany Reed,Skiing,,31
1922,Winter,UK,Michael Craig,Speed Skating,Gold,27
1922,Winter,Italy,Sarah Martin,Curling,Gold,21
1922,Winter,India,Linda Harper,Ice Hockey,Gold,32
1922,Winter,UK,Stephen Vazquez,Bobsleigh,,36
1922,Winter,Australia,Eric Santana,Curling,Bronze,19
1922,Winter,South Korea,Bridget James,Ice Hockey,Silver,22
1922,Winter,Russia,Cristian Fleming,Skiing,Silver,36
1922,Winter,UK,Joseph Vasquez,Curling,Bronze,24
1922,Winter,UK,Jodi Guerrero,Bobsleigh,Gold,39
1922,Winter,China,Amber Robinson,Bobsleigh,Silver,36
1922,Winter,Germany,Heidi Landry,Skiing,Gold,19
1922,Winter,Australia,Megan Jackson,Ice Hockey,Silver,36
1922,Winter,Australia,Natalie White,Skiing,,18
1922,Winter,Germany,Ryan Hubbard,Biathlon,,38
1922,Winter,India,Jose Sparks,Curling,,39
1922,Winter,India,Lisa Campbell,Bobsleigh,Bronze,26
1922,Winter,Australia,Terri Colon,Ice Hockey,,22
1922,Winter,Canada,Adam Matthews,Bobsleigh,Gold,40
1922,Winter,Canada,Laura Potter,Snowboarding,Gold,27
1922,Winter,Italy,Daniel Moran,Ice Hockey,Bronze,31
1922,Winter,South Africa,Michelle Gutierrez,Ice Hockey,Gold,32
1922,Winter,Canada,Rebecca Simpson,Bobsleigh,Gold,18
1922,Winter,South Korea,Matthew Arellano,Biathlon,Bronze,36
1922,Winter,Russia,Kiara Martinez,Curling,Silver,40
1922,Winter,Canada,Adam Hahn,Skiing,Gold,22
1922,Winter,India,Martin Moon,Speed Skating,Gold,37
1922,Winter,Brazil,John Rice,Biathlon,Silver,22
1922,Winter,China,Juan Everett,Snowboarding,Silver,39
1922,Winter,India,James Crane,Curling,,32
1922,Winter,Italy,Garrett Anderson,Speed Skating,Gold,21
1922,Winter,Russia,Amanda Horn,Ice Hockey,Bronze,37
1922,Winter,Russia,Elizabeth Hahn,Speed Skating,Gold,25
