Year,Type,Country,Athlete,Sport,Medal,Age
1931,Winter,China,Tiffany Richardson,Speed Skating,,20
1931,Winter,France,Timothy Little,Speed Skating,Bronze,22
1931,Winter,UK,Christina Rodriguez,Snowboarding,Silver,23
1931,Winter,South Africa,Renee Whitehead DVM,Curling,Gold,26
1931,Winter,South Africa,Valerie Franklin,Biathlon,Silver,33
1931,Winter,South Africa,Michelle Torres,Snowboarding,Gold,23
1931,Winter,Brazil,Mary Foley,Speed Skating,,33
1931,Winter,Japan,Jim Burton,Skiing,,28
1931,Winter,Japan,Shannon Golden MD,Skiing,Bronze,20
1931,Winter,UK,Jennifer Simpson,Snowboarding,Gold,33
1931,Winter,South Korea,Michelle Brown,Bobsleigh,,33
1931,Winter,Italy,Andrea Murphy,Speed Skating,Gold,30
1931,Winter,France,Laura Clark,Biathlon,Bronze,36
1931,Winter,China,Justin Rogers,Ice Hockey,,39
1931,Winter,Brazil,Matthew Carpenter,Speed Skating,Bronze,28
1931,Winter,UK,Joshua Vargas,Skiing,Gold,20
1931,Winter,UK,Melissa Jackson,Bobsleigh,Bronze,29
1931,Winter,India,Elizabeth Everett,Biathlon,Bronze,32
1931,Winter,Australia,Cassandra Sweeney,Speed Skating,Bronze,26
1931,Winter,Germany,Christopher Boyd,Biathlon,Bronze,32
1931,Winter,USA,Kevin Clarke,Speed Skating,Bronze,36
1931,Winter,Japan,Jennifer Figueroa,Ice Hockey,,33
1931,Winter,Canada,Martha Martinez,Ice Hockey,Silver,22
1931,Winter,Russia,Kari Watson,Figure Skating,Bronze,34
1931,Winter,Italy,Crystal Obrien,Skiing,,34
1931,Winter,South Korea,Dorothy Levy,Bobsleigh,Gold,37
1931,Winter,Italy,Nicole Alexander,Ice Hockey,Bronze,19
1931,Winter,South Africa,Michael Walker,Bobsleigh,Gold,25
1931,Winter,Australia,Carrie Hart,Curling,Gold,34
1931,Winter,UK,Lacey Hayes,Biathlon,Bronze,34
1931,Winter,Japan,Christopher Snyder,Ice Hockey,Bronze,38
1931,Winter,Italy,Joseph Austin,Speed Skating,Silver,20
1931,Winter,South Korea,Mark Grimes,Curling,Gold,34
1931,Winter,Japan,Kenneth Wallace,Ice Hockey,Gold,37
1931,Winter,South Korea,Matthew Mason,Curling,Gold,32
1931,Winter,Germany,Kelli Erickson,Bobsleigh,,18
1931,Winter,Australia,Colleen Bright,Curling,Bronze,20
1931,Winter,Russia,Deanna Mcmillan,Ice Hockey,,28
1931,Winter,India,William Rowe,Snowboarding,Gold,19
1931,Winter,Brazil,Ricky Rogers,Curling,Bronze,18
1931,Winter,Brazil,Michael Braun,Ice Hockey,Gold,20
1931,Winter,Russia,William Perry,Snowboarding,Bronze,20
1931,Winter,UK,David Rivera,Snowboarding,,32
1931,Winter,South Korea,Angela Jones,Curling,Bronze,34
1931,Winter,India,Jacob Allen,Biathlon,Silver,39
1931,Winter,Japan,Derrick Foster,Bobsleigh,Silver,32
1931,Winter,Australia,Robert Mcmillan,Ice Hockey,Silver,21
1931,Winter,Brazil,Anthony Davis,Biathlon,,27
1931,Winter,USA,Alejandro Perkins,Bobsleigh,Silver,37
1931,Winter,UK,Antonio Gregory,Biathlon,Gold,26
1931,Winter,USA,Christopher Mcdowell,Bobsleigh,Silver,35
1931,Winter,Italy,Adam Barber,Curling,Bronze,30
1931,Winter,France,Brooke Landry,Ice Hockey,Bronze,30
1931,Winter,South Korea,Derek Delgado,Curling,Bronze,24
1931,Winter,USA,Alejandro Wright,Skiing,Gold,27
1931,Winter,Russia,John Gomez,Snowboarding,,28
1931,Winter,Canada,David Edwards,Ice Hockey,Gold,33
1931,Winter,USA,Mary Bowen,Figure Skating,Gold,30
1931,Winter,USA,Christopher Bailey,Figure Skating,Bronze,24
1931,Winter,South Korea,Ashley Boyd,Speed Skating,,23
1931,Winter,USA,David Allen,Speed Skating,Bronze,21
1931,Winter,South Africa,Tammy Wright MD,Snowboarding,,40
1931,Winter,Italy,John Hampton,Biathlon,Silver,36
1931,Winter,India,Samantha Smith,Speed Skating,Gold,29
1931,Winter,Germany,Robert Combs,Snowboarding,,25
1931,Winter,Russia,Daniel Freeman,Snowboarding,,23
1931,Winter,Germany,Jessica Johnson,Curling,Silver,29
1931,Winter,France,Kristen Berry,Ice Hockey,Silver,36
1931,Winter,China,Sandra Edwards,Figure Skating,Bronze,40
1931,Winter,France,Brandon Perez,Snowboarding,,22
1931,Winter,Italy,Bobby Ramirez,Bobsleigh,Gold,28
1931,Winter,France,Jodi Oliver,Bobsleigh,Bronze,36
1931,Winter,Italy,Timothy Martinez,Bobsleigh,Bronze,32
1931,Winter,Brazil,Karen Coleman,Biathlon,,18
1931,Winter,South Africa,Jessica Carr,Ice Hockey,Silver,27
1931,Winter,Russia,James Alexander,Speed Skating,Bronze,22
1931,Winter,Germany,Teresa Hudson,Skiing,Bronze,20
1931,Winter,Germany,Michelle Scott,Figure Skating,Gold,37
1931,Winter,Japan,Monica Garcia,Bobsleigh,Silver,18
1931,Winter,Australia,Gabriel Phelps,Speed Skating,,18
1931,Winter,Japan,Dr. Mark Coffey III,Bobsleigh,Silver,27
1931,Winter,France,Heather Cruz,Curling,,27
1931,Winter,USA,Michelle Perez,Figure Skating,Silver,22
1931,Winter,UK,Jermaine Garrett,Biathlon,,26
1931,Winter,Canada,Cody Curtis,Biathlon,Gold,37
1931,Winter,Australia,Gregory Moore,Ice Hockey,Gold,22
1931,Winter,Italy,William Brown,Bobsleigh,Silver,29
1931,Winter,UK,Sarah Wyatt,Curling,Silver,32
1931,Winter,USA,Maurice Bowman,Bobsleigh,Silver,19
1931,Winter,Australia,Carmen Morton,Curling,Bronze,21
1931,Winter,India,Paul Gill,Ice Hockey,Gold,33
1931,Winter,Canada,Angela Walker,Skiing,Silver,36
1931,Winter,Russia,Joel Woods,Skiing,Bronze,18
1931,Winter,Italy,Peter Ingram,Skiing,Bronze,26
1931,Winter,Japan,Alicia Jenkins,Skiing,,34
1931,Winter,USA,Cynthia Marquez,Figure Skating,Bronze,23
1931,Winter,South Africa,Blake Kennedy,Snowboarding,Gold,18
1931,Winter,Australia,Rodney Goodman,Skiing,,35
1931,Winter,France,Taylor Branch,Skiing,,31
1931,Winter,Japan,Chelsea Smith,Skiing,,19
1931,Winter,Russia,Helen Snyder,Speed Skating,,32
1931,Winter,USA,Zachary White,Bobsleigh,Gold,39
1931,Winter,South Korea,James Hill,Figure Skating,Silver,28
1931,Winter,India,Jimmy Smith,Biathlon,,28
1931,Winter,France,Brian Mendez,Curling,Bronze,23
1931,Winter,Canada,James Davis,Bobsleigh,Gold,23
1931,Winter,UK,Troy Morgan,Speed Skating,,32
1931,Winter,Canada,Terry Manning,Skiing,Silver,30
1931,Winter,Brazil,Brittany Jackson,Bobsleigh,,32
1931,Winter,India,Matthew Mason,Curling,Silver,25
1931,Winter,Japan,William Jenkins,Biathlon,Bronze,25
1931,Winter,Canada,Tracey Taylor,Curling,Silver,30
1931,Winter,Japan,Robert Stephens,Snowboarding,Gold,40
1931,Winter,Russia,Greg Conley,Speed Skating,,33
1931,Winter,Germany,Kelly Michael,Figure Skating,Gold,18
1931,Winter,Australia,Brandon Graham,Curling,Bronze,38
1931,Winter,Australia,Gary Green,Snowboarding,Bronze,28
1931,Winter,Germany,William Lawson,Snowboarding,,40
1931,Winter,Germany,Katherine Cruz,Skiing,Bronze,31
1931,Winter,France,Rhonda Davis,Figure Skating,,35
1931,Winter,Russia,Laura Smith,Bobsleigh,Silver,26
1931,Winter,Russia,Nathan Cordova,Ice Hockey,,20
1931,Winter,Italy,Richard Barber,Skiing,Silver,26
1931,Winter,Japan,Alexandra Ballard,Ice Hockey,Silver,36
1931,Winter,India,Anthony Mendoza,Skiing,Silver,19
1931,Winter,Canada,Brenda Caldwell,Figure Skating,Gold,36
1931,Winter,India,Larry Cook,Snowboarding,Gold,28
1931,Winter,Germany,Jordan Irwin,Figure Skating,Silver,40
1931,Winter,India,Marissa Ortiz,Ice Hockey,Silver,36
1931,Winter,Japan,Lori Gray,Biathlon,Gold,27
1931,Winter,USA,Ricky Warren,Curling,Silver,18
1931,Winter,Canada,Rebecca Fritz,Bobsleigh,,28
1931,Winter,South Africa,Jennifer Welch,Figure Skating,,21
1931,Winter,China,Michael Duncan,Figure Skating,Gold,39
1931,Winter,India,Kayla Davis,Curling,Bronze,33
1931,Winter,UK,Anne Dunn,Snowboarding,Silver,34
1931,Winter,USA,Miss Ashley Barrera,Ice Hockey,Silver,25
1931,Winter,India,Mark Smith,Bobsleigh,Bronze,31
1931,Winter,Australia,Jessica Gregory,Figure Skating,Silver,24
1931,Winter,Germany,Lisa Bradley,Snowboarding,Gold,32
1931,Winter,Australia,Jeffrey Hartman,Skiing,Gold,32
1931,Winter,Russia,Yesenia Donaldson,Bobsleigh,Bronze,36
1931,Winter,Brazil,John Marquez,Curling,Gold,30
1931,Winter,South Korea,Larry Schneider,Biathlon,Bronze,24
1931,Winter,Italy,Charles Ryan,Snowboarding,Silver,21
1931,Winter,Italy,Richard Henry,Speed Skating,,34
1931,Winter,Germany,Michael Thompson,Snowboarding,Silver,36
1931,Winter,UK,Sandra Hall,Skiing,Gold,19
1931,Winter,Italy,Rachael Sanchez,Ice Hockey,Bronze,18
1931,Winter,South Korea,John Heath DDS,Figure Skating,Bronze,40
1931,Winter,South Korea,Kristy Howell,Bobsleigh,Bronze,26
1931,Winter,UK,Jason Lee,Bobsleigh,,20
1931,Winter,South Korea,Derek Allen,Snowboarding,,32
1931,Winter,South Korea,Rachael Lopez,Figure Skating,Bronze,29
1931,Winter,Russia,Jennifer Pena,Speed Skating,,24
1931,Winter,USA,Laura Larson,Biathlon,Bronze,37
1931,Winter,South Korea,Michael Russell,Curling,,38
1931,Winter,UK,Mr. Richard Berry,Bobsleigh,Bronze,34
1931,Winter,India,Charlotte Harrell,Bobsleigh,Gold,26
1931,Winter,Italy,Jennifer Deleon,Snowboarding,Gold,19
1931,Winter,China,Mary Sanders,Snowboarding,Bronze,40
1931,Winter,Australia,Brian Mcdonald,Snowboarding,Bronze,32
1931,Winter,South Korea,Leah Todd,Figure Skating,Silver,21
1931,Winter,USA,Christopher Young,Figure Skating,,40
1931,Winter,Japan,Courtney Ward,Ice Hockey,Gold,21
1931,Winter,UK,Marissa Anderson,Snowboarding,Bronze,28
1931,Winter,USA,William Faulkner,Figure Skating,Silver,39
1931,Winter,Brazil,Melissa Manning,Ice Hockey,Gold,21
1931,Winter,Germany,Tami Reed,Figure Skating,Silver,34
1931,Winter,USA,Terri Scott,Skiing,Gold,20
1931,Winter,China,Samuel Ross,Skiing,Bronze,31
1931,Winter,USA,Shane Bowen,Biathlon,,35
1931,Winter,Australia,Theresa King,Ice Hockey,Gold,37
1931,Winter,China,Beverly Petty,Ice Hockey,Bronze,31
1931,Winter,Italy,Shannon Berger,Biathlon,,26
1931,Winter,Australia,Ashley Mclean,Ice Hockey,Bronze,21
1931,Winter,South Africa,Stephen Carr,Bobsleigh,,36
1931,Winter,Japan,Colleen Black,Snowboarding,Bronze,22
1931,Winter,Brazil,Laurie Taylor,Ice Hockey,,24
1931,Winter,Brazil,Keith Page,Curling,Silver,39
1931,Winter,South Korea,Bradley Brandt,Curling,,22
1931,Winter,Russia,Jennifer Hess,Skiing,,25
1931,Winter,Japan,Lori Alvarez,Bobsleigh,Gold,20
1931,Winter,India,Melanie Collins,Biathlon,Gold,29
1931,Winter,France,Donald Bowers,Speed Skating,Bronze,33
1931,Winter,India,Monica Anderson,Snowboarding,Bronze,19
1931,Winter,Canada,Christopher White,Ice Hockey,,22
1931,Winter,South Korea,Kurt Matthews,Snowboarding,Silver,38
1931,Winter,Australia,Daisy Wilson,Bobsleigh,,40
1931,Winter,South Africa,Victoria Watkins,Ice Hockey,Bronze,23
1931,Winter,Russia,Alicia White,Ice Hockey,Gold,18
1931,Winter,South Africa,William Figueroa,Biathlon,Silver,18
1931,Winter,South Africa,Timothy Moody,Figure Skating,,31
1931,Winter,UK,Robert Stewart,Biathlon,Gold,32
1931,Winter,South Africa,Robin Herrera,Skiing,,22
1931,Winter,China,Dr. Lee Beard MD,Biathlon,Bronze,36
1931,Winter,UK,Joel Taylor,Biathlon,,25
1931,Winter,Russia,Courtney Valenzuela,Ice Hockey,Silver,22
1931,Winter,Australia,Caitlin Patrick,Snowboarding,Silver,22
1931,Winter,South Korea,Joshua Garcia,Biathlon,,26
1931,Winter,Australia,Ronald Smith,Figure Skating,,30
1931,Winter,Russia,Gilbert White,Skiing,,40
1931,Winter,India,Brian Rosales,Ice Hockey,Silver,22
1931,Winter,South Africa,Teresa Burton,Ice Hockey,,24
1931,Winter,Russia,Valerie Barber,Biathlon,Gold,33
1931,Winter,Russia,Richard Thomas,Bobsleigh,Bronze,22
1931,Winter,Australia,Bruce Campbell,Snowboarding,,30
1931,Winter,South Africa,Christine Rodgers,Speed Skating,Bronze,32
1931,Winter,Italy,Sean Shannon,Speed Skating,Bronze,25
1931,Winter,Italy,Jessica Warner,Bobsleigh,,28
1931,Winter,India,Gordon Miranda,Biathlon,Gold,40
1931,Winter,UK,Elizabeth Ramsey,Skiing,Bronze,25
1931,Winter,UK,Terri Lewis,Biathlon,,26
1931,Winter,USA,Brittney Allen,Bobsleigh,Silver,25
1931,Winter,Germany,Noah Peters,Biathlon,,39
1931,Winter,Australia,Erica White,Snowboarding,,28
1931,Winter,UK,Mary Johnson,Bobsleigh,Gold,32
1931,Winter,Italy,Laura Rhodes,Ice Hockey,,20
1931,Winter,India,Jennifer Tate,Skiing,Silver,28
1931,Winter,UK,Mark Livingston,Snowboarding,Gold,31
1931,Winter,Russia,April Richardson,Snowboarding,,22
1931,Winter,Canada,Kimberly Edwards,Figure Skating,,27
1931,Winter,South Africa,Sara Dunn,Snowboarding,,18
1931,Winter,South Korea,Bradley Smith,Snowboarding,Gold,23
1931,Winter,Germany,Jamie Cervantes,Skiing,,40
1931,Winter,Russia,Anthony Rogers,Speed Skating,Bronze,28
1931,Winter,Brazil,Joel Lewis,Ice Hockey,Silver,33
1931,Winter,Italy,Michael Hodge,Speed Skating,,38
1931,Winter,France,Lori Lara,Ice Hockey,,20
1931,Winter,Italy,Hannah Randall,Ice Hockey,Gold,32
1931,Winter,France,Veronica Casey,Curling,Bronze,29
1931,Winter,Brazil,Jennifer Russell,Curling,,33
1931,Winter,Canada,Eric Wise,Skiing,Bronze,35
1931,Winter,Russia,Ronald Hayes,Skiing,Bronze,34
1931,Winter,Australia,Angela Leon,Biathlon,Bronze,34
1931,Winter,Japan,Desiree Johnston,Snowboarding,Silver,30
1931,Winter,South Africa,Jonathan Grant,Biathlon,Gold,29
1931,Winter,Italy,Melissa Terry,Curling,Bronze,35
1931,Winter,Japan,Lori Jacobs,Speed Skating,Silver,29
1931,Winter,India,Nancy Johnston,Ice Hockey,Bronze,39
1931,Winter,UK,Makayla Frye,Biathlon,Bronze,25
1931,Winter,UK,Daniel Roberts,Curling,Gold,36
1931,Winter,Germany,Jennifer James,Figure Skating,,33
1931,Winter,South Korea,Jamie Colon,Ice Hockey,Bronze,31
1931,Winter,Australia,Brandy Sandoval,Figure Skating,Bronze,24
1931,Winter,Russia,Brian Wilkins,Speed Skating,Bronze,21
1931,Winter,Germany,Richard Stephens,Skiing,Bronze,25
1931,Winter,China,Debra Campbell,Snowboarding,Silver,21
1931,Winter,South Korea,Carolyn Allison,Snowboarding,,35
1931,Winter,South Korea,Edwin Daniel,Skiing,,24
1931,Winter,USA,Logan Munoz,Biathlon,Silver,28
1931,Winter,South Africa,Harry Roberts,Figure Skating,Bronze,38
1931,Winter,Canada,Robert Kelley,Snowboarding,Bronze,35
1931,Winter,Brazil,Austin Lewis,Curling,,22
1931,Winter,China,Cynthia Thompson,Ice Hockey,Gold,34
1931,Winter,Italy,Lynn Lewis,Curling,Bronze,38
1931,Winter,Japan,Ariel Morgan,Curling,Silver,28
1931,Winter,Australia,Valerie Adams,Snowboarding,Gold,19
1931,Winter,Brazil,Grant Contreras,Speed Skating,Silver,34
1931,Winter,Japan,Larry Thomas,Figure Skating,Silver,19
1931,Winter,Canada,Terry Jones,Figure Skating,Gold,19
1931,Winter,France,David Garcia,Bobsleigh,Silver,36
1931,Winter,France,Daniel May,Snowboarding,Silver,35
1931,Winter,France,Dr. Katherine Gibson MD,Curling,Bronze,19
1931,Winter,South Korea,Christine Garrett,Curling,,35
1931,Winter,Canada,Erica West,Ice Hockey,,37
1931,Winter,India,Peter Brown,Curling,Silver,40
1931,Winter,USA,Kayla Nelson,Skiing,,28
1931,Winter,Brazil,Dr. Evan Hanson,Skiing,Gold,28
1931,Winter,China,Adam Miller,Bobsleigh,Bronze,24
1931,Winter,Italy,Lori Sawyer,Figure Skating,Gold,37
1931,Winter,USA,Brandon Peterson,Skiing,Gold,28
1931,Winter,USA,Alan Navarro,Figure Skating,Silver,32
1931,Winter,Brazil,Melissa Ibarra,Ice Hockey,,37
1931,Winter,India,Edward Myers,Skiing,Gold,39
1931,Winter,Italy,Daniel King,Biathlon,,18
1931,Winter,South Korea,Emily Pratt,Skiing,Gold,38
1931,Winter,Australia,Angela Martin,Skiing,Gold,23
1931,Winter,Germany,Stephanie Diaz,Snowboarding,Bronze,35
1931,Winter,Russia,Mark Bell,Snowboarding,Bronze,38
1931,Winter,Germany,Traci Weber,Skiing,Silver,29
1931,Winter,Russia,Mason Joyce,Skiing,Silver,23
1931,Winter,France,Cheryl Ross,Skiing,Gold,22
1931,Winter,USA,Melissa Scott,Speed Skating,Silver,19
1931,Winter,Japan,Mary Johnson,Ice Hockey,Silver,23
1931,Winter,Russia,Robin Calderon,Ice Hockey,Silver,18
1931,Winter,France,Thomas Reed,Curling,Bronze,29
1931,Winter,Australia,Brooke Phillips,Curling,Gold,19
1931,Winter,France,Rachel Conway,Ice Hockey,Silver,39
1931,Winter,India,Melissa Kramer,Skiing,Silver,40
1931,Winter,Australia,Michael Flores,Curling,Silver,26
1931,Winter,Brazil,Lisa Martinez,Bobsleigh,Gold,36
1931,Winter,France,Amy Gaines,Bobsleigh,,26
1931,Winter,South Korea,Crystal Washington,Curling,Silver,26
1931,Winter,Brazil,Daisy Bradley,Skiing,Gold,33
1931,Winter,Italy,Peter Moore,Snowboarding,,40
1931,Winter,China,Vanessa Hayes,Bobsleigh,Bronze,32
1931,Winter,Italy,Christina Bryant,Speed Skating,,38
1931,Winter,South Korea,Stephanie Meyer,Curling,Bronze,24
1931,Winter,Brazil,Travis Shaw,Curling,,18
1931,Winter,Russia,Alexandra Henderson,Curling,Bronze,32
1931,Winter,South Africa,Steven Perez,Speed Skating,,35
1931,Winter,Germany,Amy Oconnell DDS,Speed Skating,Bronze,25
1931,Winter,Canada,Joshua Scott,Snowboarding,Gold,27
1931,Winter,China,Michael King,Skiing,Bronze,39
1931,Winter,Germany,Stephanie Wood,Ice Hockey,,40
1931,Winter,Brazil,Sabrina Smith,Figure Skating,Bronze,39
1931,Winter,UK,Russell Benitez,Speed Skating,Bronze,31
1931,Winter,France,William Guerrero,Biathlon,,20
1931,Winter,France,Steven Dixon,Snowboarding,Bronze,28
1931,Winter,Australia,Tiffany Moss,Figure Skating,Gold,21
1931,Winter,India,Frank Williams,Snowboarding,Gold,40
1931,Winter,Australia,Donna Jackson,Snowboarding,Bronze,20
1931,Winter,UK,Jamie Petty,Speed Skating,Bronze,25
1931,Winter,Japan,Andrea House DDS,Speed Skating,Silver,22
1931,Winter,Germany,Elizabeth Ellis,Speed Skating,Gold,24
1931,Winter,USA,Shannon Marshall,Snowboarding,Gold,32
1931,Winter,China,Angela Nguyen,Bobsleigh,Bronze,34
