Year,Type,Country,Athlete,Sport,Medal,Age
1934,Winter,China,Michael Greene,Skiing,Gold,33
1934,Winter,USA,Bradley Adams Jr.,Skiing,,38
1934,Winter,South Africa,Ryan Oneill,Bobsleigh,Silver,22
1934,Winter,Japan,Brandon Morris,Figure Skating,Gold,32
1934,Winter,Australia,Daniel Martinez,Skiing,Bronze,20
1934,Winter,South Korea,Victoria Poole,Snowboarding,Silver,39
1934,Winter,China,Brenda Morris,Curling,Gold,28
1934,Winter,India,Brandi Aguirre,Curling,,36
1934,Winter,Australia,David Ramsey,Biathlon,,31
1934,Winter,Italy,Paul Moss,Figure Skating,Bronze,19
1934,Winter,South Africa,Ross Davis,Bobsleigh,Silver,26
1934,Winter,China,David Vaughan,Skiing,,36
1934,Winter,Germany,Jacqueline Johnson,Biathlon,Bronze,40
1934,Winter,Germany,Jennifer Norris,Bobsleigh,Silver,40
1934,Winter,Brazil,Janet Bryan,Figure Skating,Gold,27
1934,Winter,South Korea,Kathy Fuller,Bobsleigh,Gold,36
1934,Winter,UK,Madison Mason,Figure Skating,,39
1934,Winter,Germany,Evan Stewart,Bobsleigh,,26
1934,Winter,Italy,Tyler Weaver,Figure Skating,Bronze,36
1934,Winter,Germany,Cameron Morris,Curling,,31
1934,Winter,France,Andrew Rodriguez,Curling,Bronze,21
1934,Winter,USA,Richard Patel,Speed Skating,,28
1934,Winter,Canada,Amanda Griffith,Bobsleigh,Gold,38
1934,Winter,Russia,Brittany Beck,Figure Skating,,39
1934,Winter,Russia,Lisa Olson,Speed Skating,Bronze,20
1934,Winter,Russia,Mr. Steven Martinez,Figure Skating,Silver,24
1934,Winter,Japan,Joshua Webb,Curling,,35
1934,Winter,Japan,Susan Khan,Biathlon,Gold,25
1934,Winter,Canada,Sean George,Skiing,Silver,31
1934,Winter,Canada,Tami Mccormick,Speed Skating,,31
1934,Winter,France,John Kramer,Bobsleigh,Silver,30
1934,Winter,Russia,Joshua Daniel,Bobsleigh,,20
1934,Winter,China,Jose Butler,Figure Skating,Gold,28
1934,Winter,UK,Sabrina Rivera,Speed Skating,Bronze,39
1934,Winter,Brazil,Christian King,Figure Skating,,24
1934,Winter,China,James Mueller,Curling,,19
1934,Winter,France,Cynthia Ryan,Snowboarding,Silver,19
1934,Winter,South Africa,Kayla Ortiz,Snowboarding,Bronze,23
1934,Winter,India,Kevin Mills,Skiing,Gold,26
1934,Winter,USA,Christopher Joyce,Bobsleigh,,30
1934,Winter,Japan,Brittany Harris,Curling,,30
1934,Winter,Japan,Sharon Dixon,Ice Hockey,Silver,25
