Year,Type,Country,Athlete,Sport,Medal,Age
1938,Winter,South Korea,Bryan Gardner,Curling,Silver,37
1938,Winter,Canada,Sean Schroeder,Curling,,36
1938,Winter,Brazil,James Williams,Curling,Bronze,22
1938,Winter,Canada,Christopher Hodge,Biathlon,Bronze,27
1938,Winter,Canada,Gary Mckay,Speed Skating,Gold,29
1938,Winter,India,Gregg Bennett,Curling,,37
1938,Winter,South Africa,Cole Graham,Snowboarding,,29
1938,Winter,Australia,Nicole Lopez,Speed Skating,,36
1938,Winter,Brazil,Marvin Bowen,Speed Skating,Gold,27
1938,Winter,South Korea,Scott Black,Skiing,,19
1938,Winter,India,Jesse Green,Snowboarding,Silver,24
1938,Winter,Canada,Donna Clay,Bobsleigh,Bronze,38
1938,Winter,France,Eric Hanna,Figure Skating,Silver,22
1938,Winter,China,Adam Patrick,Figure Skating,,24
1938,Winter,South Africa,Tammy Mcmahon,Speed Skating,Silver,32
1938,Winter,Canada,Matthew Jennings,Biathlon,Bronze,22
1938,Winter,France,Herbert Foley,Snowboarding,Bronze,33
1938,Winter,UK,Danielle Gardner,Biathlon,Silver,18
1938,Winter,Canada,Derrick Baker,Ice Hockey,Silver,24
1938,Winter,Japan,James Davis,Figure Skating,Silver,38
1938,Winter,South Africa,Danielle Phillips,Ice Hockey,Gold,23
1938,Winter,South Africa,David Anderson,Curling,,22
1938,Winter,Germany,Keith Williams,Ice Hockey,,31
1938,Winter,Australia,Robert Gonzalez,Ice Hockey,Bronze,24
1938,Winter,South Africa,Madeline Mitchell,Curling,,23
1938,Winter,USA,Joseph Ross,Curling,,40
1938,Winter,Russia,Kelly Watson,Biathlon,Gold,38
1938,Winter,Canada,Jennifer Clark,Snowboarding,,28
1938,Winter,UK,Joan Park,Curling,Silver,18
1938,Winter,Italy,Rebecca Ashley,Speed Skating,Silver,28
1938,Winter,Germany,Sean Hunt,Curling,Bronze,18
1938,Winter,China,Cindy Sanford,Ice Hockey,Silver,35
1938,Winter,Canada,James Hardy,Skiing,Bronze,30
1938,Winter,France,Kathleen White,Speed Skating,Silver,18
1938,Winter,South Africa,Nicole Hughes,Curling,Gold,18
1938,Winter,Australia,Gloria Ellis,Bobsleigh,Gold,29
1938,Winter,South Africa,Linda Ramirez DVM,Curling,Silver,24
1938,Winter,South Africa,Mark Shepherd,Bobsleigh,Bronze,21
1938,Winter,China,Robert Phillips,Speed Skating,Gold,40
1938,Winter,France,Brian Rhodes,Snowboarding,,31
1938,Winter,Japan,Mary Williams,Ice Hockey,,38
1938,Winter,Russia,Victoria Martinez,Curling,Silver,25
1938,Winter,USA,Thomas Allen,Figure Skating,Silver,29
1938,Winter,Australia,Jill Smith,Ice Hockey,Bronze,23
1938,Winter,South Africa,John Simmons,Speed Skating,,23
1938,Winter,Russia,Kevin Clark,Biathlon,,18
1938,Winter,Canada,Katie Parrish,Skiing,Bronze,21
1938,Winter,France,Crystal Ho,Skiing,Bronze,26
1938,Winter,USA,Tina Foley,Bobsleigh,Bronze,20
1938,Winter,Italy,Michelle Odonnell,Skiing,Bronze,37
1938,Winter,Japan,Travis Castillo DDS,Curling,Gold,20
1938,Winter,Australia,Emma Howard,Curling,Silver,23
1938,Winter,China,David Weber,Biathlon,Silver,25
1938,Winter,Italy,Diane Kemp,Curling,,36
1938,Winter,Japan,Joshua Duarte,Snowboarding,Gold,39
1938,Winter,China,David Rose,Ice Hockey,,35
1938,Winter,France,Karen Mclaughlin,Biathlon,Gold,40
1938,Winter,Japan,Kristin Hall,Skiing,Bronze,37
1938,Winter,UK,Steven Maldonado,Speed Skating,Silver,38
1938,Winter,USA,Tanya Lee,Snowboarding,Silver,25
1938,Winter,Brazil,Sandra Ibarra,Speed Skating,Silver,20
1938,Winter,Canada,Debra Perez,Speed Skating,Silver,32
1938,Winter,Australia,Angela Barnett,Curling,Bronze,36
1938,Winter,South Korea,Keith Garcia,Skiing,Silver,23
1938,Winter,USA,Tyler Roach,Curling,,19
1938,Winter,India,Sarah Lopez,Ice Hockey,Silver,35
1938,Winter,Germany,Mr. Jeffery Reid,Biathlon,Gold,34
1938,Winter,Canada,Sandra Fisher,Speed Skating,Gold,23
1938,Winter,Japan,Cindy Morgan,Ice Hockey,,39
1938,Winter,India,Adriana Wiley,Ice Hockey,Bronze,29
1938,Winter,Germany,Jimmy Ferguson,Ice Hockey,Bronze,20
1938,Winter,France,Samantha Lambert,Speed Skating,,26
1938,Winter,Germany,Kathleen Smith,Biathlon,Gold,33
1938,Winter,South Africa,Mrs. Kelly Collins DVM,Curling,Silver,20
1938,Winter,Japan,Jason Stone,Snowboarding,Gold,32
1938,Winter,France,Steven Dean,Skiing,,37
1938,Winter,Australia,Dylan Ross,Figure Skating,Gold,33
