Year,Type,Country,Athlete,Sport,Medal,Age
1902,Summer,Germany,Jonathan Peterson,Gymnastics,Gold,25
1902,Summer,Germany,Jessica James,Swimming,Gold,18
1902,Summer,India,Allison Sims,Swimming,,27
1902,Summer,Brazil,Robert Wood,Gymnastics,Bronze,18
1902,Summer,Italy,Lisa Sharp,Cycling,Bronze,19
1902,Summer,Canada,Devin Miller,Rowing,Silver,19
1902,Summer,India,Tammy Williams,Rowing,,18
1902,Summer,Brazil,Maria Garcia,Weightlifting,Silver,25
1902,Summer,Russia,Robert Day,Athletics,Bronze,26
1902,Summer,UK,Tamara Roberts,Soccer,Gold,22
1902,Summer,South Korea,Maria Morris,Basketball,,26
1902,Summer,Canada,Peter Sanders,Gymnastics,Bronze,26
1902,Summer,Brazil,Charles Randolph,Tennis,Gold,20
1902,Summer,China,Nancy Collins,Weightlifting,Gold,37
1902,Summer,UK,Lori Monroe,Tennis,Bronze,25
1902,Summer,Canada,Keith Hahn,Gymnastics,,21
1902,Summer,Australia,Catherine Rivera,Swimming,Gold,22
1902,Summer,India,Caitlin Mccall,Swimming,Bronze,18
1902,Summer,Italy,Erik French,Boxing,Bronze,27
1902,Summer,France,Crystal Grant,Swimming,Silver,20
1902,Summer,USA,Joseph Williams,Basketball,,36
1902,Summer,UK,Laura Hall,Gymnastics,Bronze,21
1902,Summer,India,Stephanie Santiago,Rowing,Bronze,39
1902,Summer,Germany,Robert Reilly,Tennis,Bronze,24
1902,Summer,China,Kyle Anderson,Soccer,Gold,26
1902,Summer,Japan,Evan Wilson,Tennis,,20
1902,Summer,Russia,Joshua Ferrell,Rowing,Silver,26
1902,Summer,South Africa,Melinda Morales,Soccer,Bronze,26
1902,Summer,UK,Evan Garza,Soccer,Silver,19
1902,Summer,USA,Janet Baker,Cycling,Bronze,21
1902,Summer,India,James Lane,Basketball,,21
1902,Summer,Russia,Brenda White,Weightlifting,Gold,38
1902,Summer,Russia,Mrs. Shannon Johnson DDS,Cycling,Silver,24
1902,Summer,France,Joshua Hernandez,Weightlifting,Silver,34
1902,Summer,UK,Tony Bailey,Weightlifting,Gold,27
1902,Summer,India,Diana Rios,Swimming,,29
1902,Summer,Russia,Mr. Mitchell Sanchez,Basketball,Bronze,18
1902,Summer,Australia,Elizabeth Ramos,Rowing,,22
1902,Summer,Japan,Amy Wells,Tennis,Gold,20
1902,Summer,Germany,Timothy Mccoy,Gymnastics,,35
1902,Summer,South Korea,Margaret Richards,Gymnastics,Bronze,34
1902,Summer,UK,Sara Hays,Swimming,Silver,30
1902,Summer,Brazil,Sarah Martinez,Weightlifting,Silver,36
1902,Summer,China,Ashley Sims,Tennis,Gold,21
