Year,Type,Country,Athlete,Sport,Medal,Age
1989,Summer,Japan,Joseph Simmons,Athletics,Gold,26
1989,Summer,Japan,Luis Murray,Gymnastics,Gold,38
1989,Summer,Japan,Sarah Collins,Tennis,Bronze,25
1989,Summer,Australia,Alexander Leonard,Basketball,,23
1989,Summer,China,Douglas Hampton,Tennis,Silver,38
1989,Summer,Italy,Mary Cortez,Athletics,Silver,33
1989,Summer,South Africa,Wesley Johnson,Gymnastics,Gold,36
1989,Summer,Australia,Katie George,Basketball,,33
1989,Summer,France,Frank Duarte,Tennis,,36
1989,Summer,Australia,Thomas Hicks,Swimming,Silver,19
1989,Summer,South Africa,Michael Francis,Basketball,Gold,31
1989,Summer,UK,Shawn Howard,Athletics,Gold,31
1989,Summer,Australia,Terry Lozano,Cycling,Silver,37
1989,Summer,South Korea,Maria Parker,Basketball,Silver,25
1989,Summer,Italy,Elizabeth Gray,Cycling,,30
1989,Summer,South Korea,Janet Baker,Cycling,Bronze,38
1989,Summer,Australia,Thomas Martin,Athletics,Silver,30
1989,Summer,Canada,Michelle Holloway,Weightlifting,Gold,23
1989,Summer,Germany,Jonathon Mccarty,Soccer,Gold,36
1989,Summer,Germany,Nicholas Harris,Soccer,Silver,21
1989,Summer,Italy,Courtney Hernandez,Boxing,Silver,20
1989,Summer,Canada,Michelle Rivers,Basketball,Bronze,25
1989,Summer,USA,Jamie Wallace,Tennis,Gold,21
1989,Summer,Russia,Andrew Stone,Cycling,,36
1989,Summer,UK,Margaret Perkins,Athletics,Silver,21
1989,Summer,Germany,Diana Walker,Weightlifting,Gold,23
1989,Summer,Australia,Brian Hill,Tennis,Gold,19
1989,Summer,Germany,Curtis Glenn,Gymnastics,,39
1989,Summer,UK,Tina White,Basketball,Silver,20
1989,Summer,Canada,Patricia Rodriguez,Soccer,Silver,29
1989,Summer,India,Robert Hammond,Basketball,,40
1989,Summer,South Korea,Brian Morgan,Cycling,Silver,30
1989,Summer,France,Kevin Matthews,Rowing,Silver,24
1989,Summer,USA,Kimberly Tucker,Basketball,Gold,37
1989,Summer,South Korea,Dominique Lewis,Rowing,Gold,34
1989,Summer,South Africa,Jonathan Tate,Weightlifting,,29
1989,Summer,USA,Charles Oliver,Boxing,Gold,24
1989,Summer,Japan,Shawn Williams,Weightlifting,Bronze,35
1989,Summer,UK,Denise Mccarthy,Boxing,Gold,34
1989,Summer,Italy,Kelly Gomez,Athletics,Silver,34
1989,Summer,South Africa,Allen Torres,Boxing,,37
1989,Summer,Brazil,Amanda Mays,Soccer,,37
1989,Summer,France,Dustin Brown,Boxing,Silver,26
1989,Summer,France,Brittany Carroll,Tennis,,21
1989,Summer,Russia,Laura Wood,Tennis,Silver,18
1989,Summer,UK,Rebecca Young,Swimming,,19
1989,Summer,India,Thomas Johnson,Cycling,Silver,32
1989,Summer,South Korea,James Wood,Soccer,Gold,34
1989,Summer,South Korea,April Santana,Rowing,Bronze,39
1989,Summer,Canada,Danielle Shields,Boxing,Silver,27
1989,Summer,UK,Carolyn Peterson,Weightlifting,,28
1989,Summer,Japan,Michelle Weaver,Swimming,Bronze,19
1989,Summer,USA,John Marquez,Gymnastics,Silver,31
1989,Summer,China,Raymond Lewis Jr.,Basketball,,35
1989,Summer,France,Gary Turner,Soccer,Silver,33
1989,Summer,South Korea,Debbie Nelson,Boxing,Gold,37
1989,Summer,Japan,Brittany Parker,Gymnastics,Silver,35
1989,Summer,China,Melanie Kelly,Gymnastics,Bronze,40
1989,Summer,Japan,Linda Curry,Athletics,Bronze,18
1989,Summer,Australia,Tracy Waters,Basketball,Silver,27
1989,Summer,UK,Julie Reed,Boxing,Silver,22
1989,Summer,Japan,Monica Kaufman,Gymnastics,Gold,37
1989,Summer,Japan,Joseph Wood,Soccer,Gold,38
1989,Summer,China,Derrick Roberson,Boxing,Silver,39
1989,Summer,India,Fred Welch,Rowing,,27
1989,Summer,USA,Robert Mendoza,Soccer,Silver,22
1989,Summer,Germany,John Harvey,Cycling,Gold,36
1989,Summer,Italy,Tina Foley,Swimming,,32
1989,Summer,USA,Francisco Barnes,Athletics,Silver,25
1989,Summer,Australia,Joshua James,Cycling,Silver,19
1989,Summer,Japan,Wanda Davidson,Gymnastics,Silver,23
1989,Summer,Germany,Dean Logan,Gymnastics,,32
1989,Summer,China,Richard Olson,Gymnastics,Bronze,35
1989,Summer,South Korea,Kari Farmer,Gymnastics,,26
1989,Summer,Australia,Jose Fisher,Boxing,Silver,26
1989,Summer,Italy,Ryan Hayes,Weightlifting,Gold,37
1989,Summer,USA,Willie Pacheco,Gymnastics,,32
1989,Summer,France,William Lopez,Gymnastics,,25
1989,Summer,France,Corey White,Tennis,Silver,33
1989,Summer,Australia,Tammy Wilson,Basketball,Gold,34
1989,Summer,UK,Heather Tran,Gymnastics,Gold,31
1989,Summer,Germany,Roger Green,Gymnastics,Gold,23
1989,Summer,USA,Jessica Evans,Rowing,,33
1989,Summer,Brazil,Paul Cain,Boxing,Gold,33
1989,Summer,Japan,Jonathan Thornton,Cycling,Gold,26
1989,Summer,France,Jamie Parker,Cycling,Silver,20
1989,Summer,South Korea,Katherine Johnson,Gymnastics,,37
1989,Summer,UK,Julie Walker,Tennis,,38
1989,Summer,USA,Rachel Valentine,Tennis,Silver,20
1989,Summer,South Africa,Alison Williams,Athletics,Gold,23
1989,Summer,China,Andre Davis,Boxing,Gold,18
1989,Summer,South Africa,Christina Bowman,Gymnastics,Gold,37
1989,Summer,Japan,Lori Hall,Basketball,Gold,33
1989,Summer,Germany,Andrew Hahn,Gymnastics,Gold,25
1989,Summer,Italy,Heather Johnson,Cycling,Gold,21
1989,Summer,Brazil,Daniel Rogers,Swimming,Silver,35
1989,Summer,Italy,Mary Moran,Swimming,Gold,23
1989,Summer,France,Katherine Gonzalez,Weightlifting,Silver,33
1989,Summer,Italy,Thomas Norris,Swimming,Bronze,28
1989,Summer,UK,Vanessa Taylor,Tennis,Gold,25
1989,Summer,Japan,Wesley Smith,Tennis,,32
1989,Summer,Italy,Micheal Adkins,Cycling,Gold,32
1989,Summer,China,Shari Martinez,Tennis,Gold,22
1989,Summer,Italy,Sheila Brown,Weightlifting,Bronze,34
1989,Summer,Canada,Robert Armstrong,Gymnastics,Gold,35
1989,Summer,South Africa,Katherine Ferguson,Rowing,Gold,18
1989,Summer,Italy,Anthony Owen,Boxing,Gold,19
1989,Summer,South Korea,Christina Franklin,Weightlifting,,32
1989,Summer,Germany,Lori Beck,Weightlifting,Bronze,35
1989,Summer,Brazil,Anthony Simmons,Soccer,Gold,25
1989,Summer,Russia,Robert Lynch,Tennis,Silver,28
1989,Summer,South Africa,Justin Hart,Rowing,Gold,28
1989,Summer,UK,James Robles,Soccer,Silver,24
1989,Summer,Russia,David Stephens DDS,Tennis,Gold,21
1989,Summer,USA,Natasha Walker,Cycling,Gold,25
1989,Summer,Australia,Anna Harris,Rowing,,40
1989,Summer,USA,Theodore Conner,Athletics,,34
1989,Summer,UK,Brittany Sullivan,Cycling,Bronze,30
1989,Summer,Russia,Dawn Williams,Tennis,Gold,20
1989,Summer,South Africa,Jackson Smith,Gymnastics,Gold,39
1989,Summer,China,Jason Perez,Swimming,Gold,32
1989,Summer,Japan,Vincent Stewart,Boxing,,26
1989,Summer,UK,James Warren,Tennis,,28
1989,Summer,Japan,Carolyn Torres,Boxing,Silver,19
1989,Summer,Italy,Elizabeth Miller,Athletics,,29
1989,Summer,Australia,Pamela Knight,Swimming,Silver,34
1989,Summer,Brazil,Natalie Horton,Basketball,Bronze,23
1989,Summer,USA,Peter Miller,Athletics,,24
1989,Summer,Canada,Aaron Parker,Cycling,Bronze,19
1989,Summer,South Korea,Sheila Peterson,Soccer,Gold,30
1989,Summer,Germany,Eddie Brown,Basketball,Bronze,29
1989,Summer,Russia,Gwendolyn Stone,Weightlifting,,26
1989,Summer,Russia,Sarah Hester,Swimming,,35
1989,Summer,France,Jeffrey Moss,Boxing,,26
1989,Summer,France,Sarah Cole,Basketball,Gold,31
1989,Summer,Canada,George Warren,Basketball,Bronze,40
1989,Summer,South Africa,Breanna Duncan,Basketball,Silver,35
1989,Summer,Japan,Jason Stevens,Rowing,Silver,30
1989,Summer,Germany,Lindsey Tyler,Athletics,Bronze,35
1989,Summer,Canada,Kevin Barrera,Swimming,Bronze,34
1989,Summer,UK,Mrs. Angela Day,Boxing,Gold,36
1989,Summer,Russia,Ernest Newman,Rowing,,25
1989,Summer,Japan,Richard Ayers,Swimming,,21
1989,Summer,Japan,Amy Wright,Gymnastics,Gold,36
1989,Summer,France,Charles Park,Basketball,Bronze,27
1989,Summer,Russia,Sandra Macias,Tennis,Silver,18
1989,Summer,Australia,Matthew Madden,Rowing,,31
1989,Summer,China,Kevin Hanson,Weightlifting,Bronze,24
1989,Summer,Australia,Margaret Cox,Basketball,Silver,32
1989,Summer,South Africa,Andrew Russo,Cycling,Gold,40
1989,Summer,Germany,Philip Blair,Soccer,Gold,24
1989,Summer,Russia,Hector Hayes,Soccer,,37
1989,Summer,Japan,Danielle Roberts,Basketball,Bronze,22
1989,Summer,USA,Casey Monroe,Basketball,Bronze,23
1989,Summer,South Africa,Christopher Mcdowell,Cycling,Gold,37
1989,Summer,Australia,Ronald Jones,Boxing,,25
1989,Summer,Canada,Mr. Micheal Strickland,Rowing,Bronze,36
1989,Summer,Italy,Deborah Pruitt,Basketball,Bronze,21
