Year,Type,Country,Athlete,Sport,Medal,Age
1949,Summer,China,Kelsey Marshall,Soccer,Bronze,39
1949,Summer,France,Carolyn Burns,Basketball,Silver,24
1949,Summer,UK,Andrea Lopez,Swimming,Gold,28
1949,Summer,Brazil,Kelly Perez,Athletics,,33
1949,Summer,India,Steven Smith,Soccer,Gold,18
1949,Summer,Japan,Betty Trujillo,Swimming,,29
1949,Summer,Australia,Joyce Klein,Cycling,Gold,19
1949,Summer,Japan,Benjamin Shepherd,Gymnastics,Gold,23
1949,Summer,Russia,Jodi Williams,Swimming,Gold,30
1949,Summer,China,Christine Tucker,Tennis,Silver,20
1949,Summer,UK,Carol Wilson,Weightlifting,,33
1949,Summer,South Africa,Veronica Henderson,Boxing,Gold,39
1949,Summer,China,Richard Carlson Jr.,Swimming,Silver,33
1949,Summer,South Africa,Taylor Rodriguez,Gymnastics,Bronze,32
1949,Summer,France,Daniel Davis,Basketball,Silver,19
1949,Summer,Germany,Scott Olsen,Gymnastics,Bronze,38
1949,Summer,South Africa,Donald Brown,Tennis,,33
1949,Summer,India,Lisa Russell,Athletics,,26
1949,Summer,China,Jesse Ingram,Gymnastics,Gold,23
1949,Summer,Australia,Megan White,Basketball,Bronze,38
1949,Summer,South Africa,Jeffrey Knight,Soccer,,20
1949,Summer,Russia,Lindsay Murphy DDS,Rowing,Gold,37
1949,Summer,UK,Douglas Rodriguez,Boxing,,37
1949,Summer,Japan,Frank Mercado,Weightlifting,Gold,35
1949,Summer,UK,Andrew Blackwell,Basketball,Silver,34
1949,Summer,South Africa,Christina Riddle,Basketball,,28
1949,Summer,South Korea,Linda Christensen,Athletics,,23
1949,Summer,South Korea,Tammy Callahan,Athletics,Gold,29
1949,Summer,USA,Michael Smith,Cycling,Silver,36
1949,Summer,Australia,Mark Wood,Boxing,,40
1949,Summer,Russia,Mary Kelly,Tennis,Gold,30
1949,Summer,India,William Lee,Weightlifting,Bronze,19
1949,Summer,Canada,Elizabeth Hopkins,Basketball,Silver,35
1949,Summer,Brazil,Edward Fleming,Cycling,Silver,20
1949,Summer,Japan,Christina Butler,Swimming,Gold,34
1949,Summer,Australia,Anna Cunningham,Gymnastics,Gold,36
1949,Summer,USA,Joe Bridges,Athletics,Bronze,19
1949,Summer,South Africa,Scott Wilkins,Tennis,Gold,31
1949,Summer,Australia,Allen Campbell,Rowing,Gold,27
1949,Summer,Canada,Joseph Beck,Athletics,,32
1949,Summer,Canada,Alexander Lee,Rowing,Silver,36
1949,Summer,China,Scott Nunez,Rowing,,25
1949,Summer,South Korea,Carolyn Ward,Tennis,Gold,24
