Year,Type,Country,Athlete,Sport,Medal,Age
1971,Winter,South Africa,Kimberly Greer MD,Figure Skating,,30
1971,Winter,South Korea,Joseph Lewis,Ice Hockey,Bronze,33
1971,Winter,Germany,Brian Rogers,Ice Hockey,Gold,22
1971,Winter,France,Michael Mckee,Snowboarding,Silver,21
1971,Winter,South Korea,Christina Watkins,Figure Skating,,32
1971,Winter,India,Kellie Thompson,Speed Skating,Bronze,39
1971,Winter,France,Joseph Johnson,Ice Hockey,Bronze,18
1971,Winter,Germany,Mrs. Erica Gordon,Skiing,,31
1971,Winter,Japan,Matthew Roberts,Skiing,Silver,35
1971,Winter,Japan,Jonathan Scott Jr.,Bobsleigh,Gold,28
1971,Winter,Brazil,Angela Nguyen,Snowboarding,Silver,21
1971,Winter,Japan,John Harvey,Bobsleigh,Gold,27
1971,Winter,South Africa,Margaret Pierce,Skiing,,32
1971,Winter,USA,Nicole Gonzalez,Ice Hockey,Gold,28
1971,Winter,UK,Katelyn Cortez,Speed Skating,Gold,26
1971,Winter,Brazil,Ann Randall,Curling,,39
1971,Winter,Canada,Kelly Luna,Ice Hockey,Gold,38
1971,Winter,USA,Louis Horton,Bobsleigh,Bronze,26
1971,Winter,USA,Alexander Vasquez,Curling,Gold,34
1971,Winter,Germany,Michael Johnson,Bobsleigh,,31
1971,Winter,Australia,James Lopez,Biathlon,Gold,36
1971,Winter,Russia,Brittany Reid,Figure Skating,Bronze,33
1971,Winter,USA,Debra Fischer,Speed Skating,Silver,27
1971,Winter,Italy,Amanda Wilkins,Snowboarding,Gold,31
1971,Winter,South Africa,Alyssa Clayton,Curling,Bronze,29
1971,Winter,France,Charles Watson Jr.,Figure Skating,Silver,22
1971,Winter,Canada,Francis Johnson,Biathlon,Silver,31
1971,Winter,USA,Anthony Ellis,Snowboarding,Bronze,34
1971,Winter,UK,Shirley Weaver,Curling,Bronze,30
1971,Winter,South Korea,Michael Velasquez,Ice Hockey,,23
1971,Winter,Australia,Susan Fernandez,Biathlon,Bronze,33
1971,Winter,France,Oscar Holland,Skiing,Bronze,23
1971,Winter,India,Bethany Fischer,Bobsleigh,Bronze,27
1971,Winter,South Africa,Ryan Morris,Snowboarding,Silver,23
1971,Winter,UK,James Smith,Curling,Bronze,39
1971,Winter,Russia,Maria Allen,Figure Skating,,19
1971,Winter,Australia,Heather Dixon,Ice Hockey,,40
1971,Winter,South Korea,Daniel Ward,Curling,Silver,19
1971,Winter,Russia,Jorge Petersen,Skiing,,24
1971,Winter,South Africa,Katherine Aguilar,Speed Skating,Bronze,24
1971,Winter,Russia,Christopher Warner,Snowboarding,Bronze,34
1971,Winter,Canada,Samantha Harper,Speed Skating,Bronze,39
1971,Winter,Italy,Virginia Larson,Biathlon,Gold,39
1971,Winter,Japan,Dana Schroeder,Ice Hockey,Silver,29
1971,Winter,Australia,Jillian Woods,Skiing,Gold,40
1971,Winter,Brazil,Rebecca Stanley,Figure Skating,Gold,34
1971,Winter,India,Emily Johnson,Skiing,,26
1971,Winter,UK,Willie Jones,Curling,Gold,21
1971,Winter,USA,Kayla Adams,Snowboarding,Bronze,38
1971,Winter,USA,Haley Jones,Speed Skating,Bronze,21
1971,Winter,UK,Amy West,Snowboarding,Bronze,22
1971,Winter,Brazil,Kevin Arnold,Figure Skating,Bronze,37
1971,Winter,UK,Ryan Humphrey,Bobsleigh,Bronze,27
1971,Winter,Russia,Jennifer Perez,Biathlon,Bronze,29
1971,Winter,Italy,Christine Rogers,Speed Skating,Gold,38
1971,Winter,Japan,Kenneth Wagner,Curling,,35
1971,Winter,Japan,Zachary Collins,Curling,Gold,31
1971,Winter,USA,Jennifer White,Skiing,Gold,37
1971,Winter,USA,Denise Schultz,Bobsleigh,,19
1971,Winter,India,James Moore,Curling,Gold,20
1971,Winter,Canada,Pamela Turner,Speed Skating,,26
1971,Winter,South Korea,Ashley Smith,Figure Skating,,33
1971,Winter,Brazil,Whitney Douglas,Bobsleigh,,32
1971,Winter,India,Jessica Hughes,Biathlon,Silver,29
1971,Winter,USA,Zachary Fisher,Curling,Silver,34
1971,Winter,Italy,Lydia Reyes,Curling,,32
1971,Winter,South Korea,Tonya Collins,Biathlon,Gold,40
1971,Winter,Canada,Keith Archer,Speed Skating,Gold,32
1971,Winter,USA,Jerry Moore,Skiing,,20
1971,Winter,Germany,Samantha Bradley,Biathlon,Bronze,29
1971,Winter,India,Tiffany York,Biathlon,Gold,24
1971,Winter,South Africa,Stephanie Page,Ice Hockey,Bronze,37
1971,Winter,Australia,Edward Shaw,Ice Hockey,Gold,36
1971,Winter,China,Melissa Powell,Skiing,Gold,36
1971,Winter,USA,Michael Clark,Ice Hockey,Silver,39
1971,Winter,Canada,Regina Miller,Figure Skating,Silver,31
1971,Winter,Australia,Angela Watson,Snowboarding,Gold,26
1971,Winter,Italy,Keith Turner,Snowboarding,,34
1971,Winter,Canada,Julie Rodriguez,Curling,,21
1971,Winter,Italy,Dawn Olson,Bobsleigh,Gold,33
1971,Winter,Canada,Gary Ellison,Ice Hockey,Silver,27
1971,Winter,South Korea,Amy Warren,Snowboarding,Bronze,28
1971,Winter,USA,Kimberly Shaw,Bobsleigh,Bronze,34
1971,Winter,Australia,Lisa Miller,Figure Skating,Silver,28
1971,Winter,USA,Michael Nelson,Biathlon,Bronze,39
1971,Winter,South Africa,Yolanda Francis,Ice Hockey,Silver,21
1971,Winter,China,William Valdez,Speed Skating,,30
1971,Winter,USA,Eddie Robinson,Skiing,Gold,26
1971,Winter,USA,James Butler,Speed Skating,,22
1971,Winter,Australia,Martin Harrison,Skiing,,35
1971,Winter,USA,Sharon Quinn,Speed Skating,,38
1971,Winter,France,Craig Mercado,Biathlon,Bronze,35
1971,Winter,Australia,James Morgan,Curling,Bronze,39
1971,Winter,UK,Ashley Brown,Skiing,Silver,28
1971,Winter,USA,Brett Mccormick,Speed Skating,,23
1971,Winter,Australia,Christopher Martinez,Biathlon,Bronze,21
1971,Winter,India,Daniel Garcia,Skiing,,38
1971,Winter,South Africa,Lisa Arnold,Ice Hockey,Bronze,27
1971,Winter,Canada,Michael Fuller,Bobsleigh,Silver,19
1971,Winter,USA,Brent Glover,Bobsleigh,,28
1971,Winter,Japan,Victoria Castillo,Ice Hockey,,31
1971,Winter,Canada,Mr. John Griffin,Figure Skating,Gold,23
1971,Winter,Italy,Samantha Thomas,Bobsleigh,Gold,29
1971,Winter,South Korea,William Kirk,Ice Hockey,Bronze,29
1971,Winter,Germany,Erik Zamora,Biathlon,Bronze,22
1971,Winter,Russia,Michael Rose,Speed Skating,Silver,19
1971,Winter,USA,Michael Brown,Speed Skating,Silver,39
1971,Winter,China,Linda Baker,Figure Skating,,37
1971,Winter,South Korea,Jonathan Richards,Biathlon,Bronze,22
1971,Winter,South Africa,Kristen Nelson,Biathlon,Bronze,20
1971,Winter,USA,James Morton,Figure Skating,Silver,27
1971,Winter,Japan,David Williams,Skiing,Gold,22
1971,Winter,Japan,Javier Kim,Snowboarding,,23
1971,Winter,Brazil,Michele Bowen,Snowboarding,Gold,30
1971,Winter,UK,Brandon Hall,Skiing,Bronze,19
1971,Winter,India,Nancy Bernard,Speed Skating,Silver,27
1971,Winter,USA,Kathleen Haynes,Bobsleigh,Silver,39
1971,Winter,UK,Susan Anderson,Biathlon,,38
1971,Winter,Canada,Johnny Bowman,Speed Skating,,34
1971,Winter,Japan,Dylan Brown,Snowboarding,Bronze,18
1971,Winter,France,Lori Lopez,Skiing,Bronze,23
1971,Winter,Italy,Charles Martinez,Curling,Silver,30
1971,Winter,Australia,Jerry Norris,Skiing,,18
1971,Winter,Italy,David Chandler,Ice Hockey,,23
1971,Winter,Brazil,William Brown,Biathlon,Gold,25
1971,Winter,UK,Timothy Peters,Ice Hockey,,25
1971,Winter,Australia,Cynthia Bailey,Biathlon,,37
1971,Winter,Canada,Anita Fitzpatrick,Skiing,Bronze,38
1971,Winter,France,Brandy Anderson,Bobsleigh,Bronze,29
1971,Winter,UK,Michael Michael,Skiing,,30
1971,Winter,Canada,Mark Salazar,Snowboarding,Bronze,26
1971,Winter,South Korea,Jasmine Wright,Curling,,33
1971,Winter,Germany,Theodore Miller,Ice Hockey,Silver,34
1971,Winter,Brazil,Adam Morris,Curling,Gold,39
1971,Winter,Russia,Caitlin Walter,Snowboarding,Bronze,20
1971,Winter,Italy,Patricia Higgins,Speed Skating,Bronze,29
1971,Winter,Russia,Brianna Brown,Skiing,,22
1971,Winter,South Korea,John Neal,Snowboarding,Gold,27
1971,Winter,India,Rebecca Martin,Biathlon,Gold,37
1971,Winter,South Africa,Tina Moses,Snowboarding,Silver,37
1971,Winter,USA,Lee Castillo,Ice Hockey,Gold,26
1971,Winter,Russia,Andrew Wall,Bobsleigh,,19
1971,Winter,Canada,Stephanie Taylor,Skiing,Gold,40
1971,Winter,Italy,Mike Johnson,Figure Skating,Silver,37
1971,Winter,Canada,Andrew Griffith,Skiing,Bronze,28
1971,Winter,China,Adam Wilkinson,Curling,,26
1971,Winter,UK,Allen Quinn,Curling,,24
1971,Winter,France,Richard Haley,Biathlon,Bronze,25
1971,Winter,France,Dana Luna,Ice Hockey,Silver,37
1971,Winter,UK,Timothy Jenkins,Curling,Gold,21
1971,Winter,Japan,Donald Wallace,Ice Hockey,Silver,28
1971,Winter,Germany,Ronald Dean,Skiing,Gold,20
1971,Winter,India,Christopher Carney,Biathlon,Silver,36
1971,Winter,USA,David Bennett,Skiing,Gold,38
1971,Winter,USA,Robert Hale,Figure Skating,Gold,32
1971,Winter,Germany,Justin Bruce,Bobsleigh,,19
1971,Winter,South Korea,Stephen Clements,Ice Hockey,Bronze,36
1971,Winter,Germany,Donald Soto,Speed Skating,Gold,34
1971,Winter,France,Adam Garcia,Speed Skating,Bronze,27
1971,Winter,Italy,Jordan Smith,Ice Hockey,Silver,19
1971,Winter,Canada,Nathan Walker,Skiing,Bronze,32
1971,Winter,France,Joe Dominguez,Figure Skating,Silver,18
1971,Winter,Russia,Mario Leonard,Snowboarding,Gold,19
1971,Winter,France,Sergio Nicholson,Biathlon,Gold,35
1971,Winter,Italy,Jennifer Lee,Snowboarding,Bronze,38
1971,Winter,India,Timothy Ramirez,Speed Skating,Bronze,40
1971,Winter,France,Lawrence Hamilton,Snowboarding,Silver,30
1971,Winter,South Korea,Sheila Hoover,Snowboarding,,21
1971,Winter,USA,Angela Jenkins,Bobsleigh,Bronze,39
1971,Winter,South Africa,Reginald Cox,Curling,,23
1971,Winter,South Africa,Christopher Jackson,Figure Skating,Gold,23
1971,Winter,Australia,Mitchell Hall,Bobsleigh,Gold,25
1971,Winter,UK,Lisa Woods,Biathlon,Bronze,32
