Year,Type,Country,Athlete,Sport,Medal,Age
1985,Summer,India,Ralph Moore,Athletics,Gold,40
1985,Summer,Brazil,Annette Reynolds,Gymnastics,,35
1985,Summer,UK,James Howard,Gymnastics,,40
1985,Summer,Germany,Daniel Lawrence,Swimming,Gold,31
1985,Summer,India,Wanda Sutton,Cycling,,39
1985,Summer,Australia,Stephanie Turner,Boxing,Silver,21
1985,Summer,Italy,Bethany Allen,Swimming,Gold,32
1985,Summer,France,Emily Thompson,Tennis,Silver,33
1985,Summer,South Africa,Justin Morales,Gymnastics,,23
1985,Summer,France,Kristin Donovan,Swimming,,39
1985,Summer,Germany,Stephen Todd,Basketball,Silver,35
1985,Summer,Australia,Carolyn Powers,Basketball,Bronze,21
1985,Summer,South Africa,Kimberly Ortega,Rowing,,36
1985,Summer,Germany,Tammy Reynolds,Cycling,Bronze,36
1985,Summer,Italy,Sheila Harrell,Swimming,Silver,26
1985,Summer,South Korea,Diana Scott,Boxing,,35
1985,Summer,China,Jimmy Hodge,Athletics,Silver,34
1985,Summer,Russia,Richard Miles,Tennis,Silver,37
1985,Summer,Japan,David Wright,Gymnastics,Gold,39
1985,Summer,China,Jamie Scott,Basketball,,27
1985,Summer,Russia,Teresa Farmer,Basketball,Bronze,38
1985,Summer,Canada,Rebecca Gardner,Athletics,,37
1985,Summer,India,Carl Dean,Swimming,Bronze,22
1985,Summer,South Korea,Jeremy Adams,Gymnastics,Bronze,30
1985,Summer,Canada,Erika Hogan,Weightlifting,Silver,18
1985,Summer,Germany,Calvin Davis,Athletics,,33
1985,Summer,France,Lori Casey,Rowing,Bronze,26
1985,Summer,Italy,Amanda Bennett,Rowing,Gold,40
1985,Summer,Italy,Nicolas Smith,Tennis,Bronze,40
1985,Summer,India,Carolyn Saunders,Athletics,Bronze,30
1985,Summer,Russia,Mason Bullock,Rowing,Gold,19
1985,Summer,Australia,Troy Stuart,Rowing,,28
1985,Summer,Brazil,Alexis Chambers,Weightlifting,,37
1985,Summer,Canada,Carly Coleman,Weightlifting,Silver,30
1985,Summer,Italy,Rebecca Mitchell,Swimming,Gold,36
1985,Summer,Brazil,Jonathan Hart,Cycling,Silver,32
1985,Summer,India,Laura Castillo,Rowing,Bronze,20
1985,Summer,South Korea,Patricia Simmons,Athletics,,24
1985,Summer,Germany,Christopher Brown,Basketball,Bronze,31
1985,Summer,UK,Lori Jones,Basketball,Gold,20
1985,Summer,Canada,Robert Mueller,Basketball,Gold,25
1985,Summer,Canada,Elizabeth Lewis,Gymnastics,,34
1985,Summer,USA,Jason Kelly,Cycling,,30
1985,Summer,India,Joshua Walker,Swimming,,40
1985,Summer,India,Emily Bradshaw,Tennis,Silver,18
1985,Summer,South Africa,Xavier Hurley,Gymnastics,Bronze,30
1985,Summer,Germany,Danielle Hester,Basketball,Gold,28
1985,Summer,Japan,Timothy Lewis,Boxing,Bronze,22
1985,Summer,Italy,James Yoder,Tennis,Bronze,33
1985,Summer,USA,Victoria Garcia,Basketball,Gold,34
1985,Summer,Germany,William Griffin,Tennis,,27
1985,Summer,Canada,Bryan Hale,Soccer,Silver,28
1985,Summer,Russia,Mark Yang,Athletics,Bronze,34
1985,Summer,Japan,Julie Wolf,Weightlifting,,40
1985,Summer,Germany,Christopher Hunter,Gymnastics,Silver,31
1985,Summer,India,Sean Wilson,Gymnastics,Gold,21
1985,Summer,Australia,Joann Smith,Weightlifting,Gold,29
1985,Summer,South Africa,Kevin Lamb,Soccer,Gold,39
1985,Summer,Germany,Mr. Jason Thomas Jr.,Tennis,Silver,24
1985,Summer,UK,Denise Summers,Gymnastics,Gold,34
1985,Summer,Italy,Joshua Flores,Boxing,Bronze,38
1985,Summer,Australia,Jennifer Stewart,Tennis,,19
1985,Summer,USA,Brandon Lawrence,Soccer,Bronze,39
1985,Summer,UK,Scott Williamson,Swimming,Gold,33
1985,Summer,Germany,Brian Everett,Boxing,Silver,28
1985,Summer,Australia,Mitchell Dalton,Tennis,Silver,39
1985,Summer,France,Cynthia Ward,Gymnastics,Silver,39
1985,Summer,India,Elizabeth Gonzales,Gymnastics,,39
1985,Summer,UK,Jasmine Clark,Gymnastics,Gold,26
1985,Summer,Canada,Wendy Tapia,Cycling,Silver,36
1985,Summer,UK,Lisa Gutierrez,Gymnastics,Gold,33
1985,Summer,India,Michael Glover,Cycling,,19
1985,Summer,China,Frank Boyd,Soccer,Gold,38
1985,Summer,France,Lisa Yates,Gymnastics,Silver,19
1985,Summer,Russia,Cory Cox,Tennis,Bronze,38
1985,Summer,Russia,Gary Johnson,Tennis,Silver,33
1985,Summer,Germany,Amy Murray,Gymnastics,Silver,35
1985,Summer,Japan,Paul English,Soccer,,25
1985,Summer,Australia,Linda Duran,Cycling,Gold,39
1985,Summer,Italy,Wesley Lopez,Athletics,Bronze,26
1985,Summer,Canada,Kevin Ramirez,Cycling,Gold,27
1985,Summer,UK,Elizabeth Vincent,Cycling,Gold,27
1985,Summer,South Korea,Richard Suarez,Cycling,Gold,36
1985,Summer,Brazil,Melissa Williams,Athletics,Silver,29
1985,Summer,Germany,Alexander Hoffman,Athletics,Silver,25
1985,Summer,South Africa,Todd Parker,Athletics,Gold,22
1985,Summer,Italy,Robert Larson,Soccer,Gold,26
1985,Summer,UK,Kristine Dorsey,Weightlifting,Bronze,30
1985,Summer,Germany,Henry Thompson,Basketball,Silver,27
1985,Summer,Germany,Thomas Michael,Rowing,Silver,40
1985,Summer,South Africa,Jeffrey Cuevas,Cycling,,25
1985,Summer,India,Jacob Allen,Boxing,Gold,18
1985,Summer,Japan,Walter Medina,Rowing,Bronze,33
1985,Summer,UK,Julie Olson,Gymnastics,Silver,19
1985,Summer,UK,Robin Turner,Rowing,Gold,40
1985,Summer,Brazil,Bruce Blackwell,Gymnastics,Gold,19
1985,Summer,Brazil,Randall Colon,Rowing,Silver,37
1985,Summer,Brazil,Joseph Nelson,Swimming,Bronze,20
1985,Summer,France,Kiara Gentry,Tennis,,18
1985,Summer,China,Blake Harris,Basketball,Bronze,36
1985,Summer,USA,Joshua Andrews,Weightlifting,Gold,40
1985,Summer,South Korea,Jeffrey Hammond,Rowing,,25
1985,Summer,France,Juan Boyd,Weightlifting,Bronze,23
1985,Summer,Italy,Danielle Pacheco,Soccer,Silver,33
1985,Summer,China,Luke Johnson,Swimming,Silver,38
1985,Summer,Canada,Christopher Hill,Soccer,Gold,35
1985,Summer,Australia,Ricky Smith,Athletics,,20
1985,Summer,Brazil,John Gordon,Tennis,Bronze,33
1985,Summer,Brazil,Kevin Berg,Cycling,Gold,26
