Year,Type,Country,Athlete,Sport,Medal,Age
1992,Winter,Japan,Brenda Solis,Speed Skating,Silver,19
1992,Winter,South Africa,Mr. Ivan Adams,Figure Skating,Silver,34
1992,Winter,South Korea,Justin Johnson,Bobsleigh,Silver,26
1992,Winter,Canada,John Adams,Figure Skating,,21
1992,Winter,Italy,James Bowers Jr.,Skiing,Gold,40
1992,Winter,France,Francis Harris,Snowboarding,Bronze,29
1992,Winter,India,Randy Lucas,Skiing,Silver,38
1992,Winter,Australia,Christopher Smith,Curling,Gold,37
1992,Winter,USA,Jenna Castillo,Figure Skating,,25
1992,Winter,Japan,Michelle Patel,Snowboarding,Silver,31
1992,Winter,South Africa,James Hart,Bobsleigh,Bronze,34
1992,Winter,France,Sandra Jacobson,Ice Hockey,,39
1992,Winter,Germany,Luis Chavez,Skiing,,37
1992,Winter,India,Kimberly Webb,Skiing,Silver,28
1992,Winter,India,Carlos Taylor,Bobsleigh,Silver,37
1992,Winter,Italy,Michael Taylor,Snowboarding,,31
1992,Winter,China,David Duncan,Skiing,Gold,21
1992,Winter,Australia,Christy Gutierrez,Biathlon,Gold,35
1992,Winter,Japan,Leslie Weber,Bobsleigh,Silver,24
1992,Winter,South Africa,Meredith Gonzalez,Figure Skating,Bronze,23
1992,Winter,France,Lisa Archer,Biathlon,Bronze,22
1992,Winter,India,Joseph Thompson,Figure Skating,Gold,34
1992,Winter,Italy,Dean Reynolds,Skiing,Bronze,25
1992,Winter,Japan,Amanda Henry,Ice Hockey,Bronze,34
1992,Winter,Japan,Tiffany Rowe,Speed Skating,Gold,18
1992,Winter,Russia,Monica Garcia,Skiing,Bronze,27
1992,Winter,UK,Chelsea Campbell,Figure Skating,Bronze,23
1992,Winter,Italy,Amy Benson,Snowboarding,,28
1992,Winter,Australia,Jacob Bradley,Ice Hockey,Bronze,18
1992,Winter,Brazil,Melissa Watson,Ice Hockey,Gold,32
1992,Winter,Canada,Kiara Whitehead,Snowboarding,,18
1992,Winter,India,Charles Wilson,Snowboarding,Bronze,20
1992,Winter,USA,Paul Tanner,Figure Skating,,37
1992,Winter,Germany,Michael Wiley,Curling,Silver,35
1992,Winter,South Korea,Charles Peterson,Curling,Silver,34
1992,Winter,Russia,Michael Massey,Curling,Silver,36
1992,Winter,Canada,Jennifer Smith,Speed Skating,Bronze,19
1992,Winter,Canada,Jamie Mcmahon,Curling,Silver,32
1992,Winter,South Africa,Mark Bonilla,Curling,Bronze,25
1992,Winter,Russia,Kelly Mitchell,Bobsleigh,,37
1992,Winter,UK,Elijah Galloway,Bobsleigh,Bronze,20
1992,Winter,India,Deborah Butler,Skiing,,26
1992,Winter,Brazil,Edward Hodge,Bobsleigh,Bronze,32
1992,Winter,China,Victor Stevens,Biathlon,,27
1992,Winter,South Korea,Arthur Smith,Speed Skating,,23
1992,Winter,China,Colin Stewart,Curling,Bronze,26
1992,Winter,Germany,Peter Cunningham,Figure Skating,Bronze,25
1992,Winter,Canada,Jerry Pace,Curling,Gold,28
