Year,Type,Country,Athlete,Sport,Medal,Age
1984,Summer,South Korea,Jennifer Butler,Cycling,,40
1984,Summer,South Africa,Sharon Rivas,Rowing,Silver,36
1984,Summer,USA,William Turner,Cycling,,26
1984,Summer,Brazil,Sharon Stafford,Weightlifting,Silver,34
1984,Summer,Australia,Stacy Moore,Boxing,Bronze,34
1984,Summer,China,Alex Peterson,Weightlifting,,27
1984,Summer,Italy,Mary Walker,Rowing,Silver,23
1984,Summer,Canada,Jessica Flynn,Basketball,Silver,30
1984,Summer,UK,Gabriel Gray,Soccer,,19
1984,Summer,China,Joseph Mitchell,Swimming,Bronze,25
1984,Summer,Australia,Brittany Roberts,Basketball,Silver,29
1984,Summer,France,Dr. Jason Dixon,Gymnastics,Silver,36
1984,Summer,Russia,Terri Baxter,Soccer,Gold,32
1984,Summer,South Korea,Rachel Arnold,Swimming,Silver,27
1984,Summer,South Korea,Susan White,Rowing,Gold,24
1984,Summer,Germany,Nina Daniels,Basketball,Silver,35
1984,Summer,Japan,Amanda Williams,Rowing,Silver,40
1984,Summer,China,Erin Pierce,Athletics,,36
1984,Summer,South Korea,Bruce Smith,Swimming,Gold,24
1984,Summer,Brazil,James Manning,Rowing,Silver,28
1984,Summer,Russia,Michele Lynch,Weightlifting,Silver,18
1984,Summer,Brazil,Rebecca Murphy,Gymnastics,Bronze,29
1984,Summer,India,Brian Osborne,Gymnastics,,26
1984,Summer,Russia,Andrea Bennett,Basketball,Bronze,26
1984,Summer,South Korea,Mr. Charles Savage,Cycling,Gold,27
1984,Summer,Germany,Wanda Mueller,Swimming,,37
1984,Summer,Brazil,Lori Bell,Basketball,,24
1984,Summer,UK,Julie Campbell,Tennis,Silver,22
1984,Summer,Canada,Michael Powell,Boxing,Silver,34
1984,Summer,France,James Marshall,Tennis,Bronze,39
1984,Summer,Canada,Tammy Hobbs,Boxing,Gold,21
1984,Summer,South Korea,Sara Flores,Cycling,Gold,26
1984,Summer,India,Taylor Woods,Soccer,Gold,26
1984,Summer,Canada,Kevin Diaz,Cycling,Bronze,25
1984,Summer,Germany,Joel Allen,Basketball,Bronze,34
1984,Summer,China,Christian White,Swimming,Bronze,29
1984,Summer,South Africa,Jennifer Gonzalez,Basketball,,34
1984,Summer,Canada,William Pierce V,Weightlifting,Bronze,23
1984,Summer,Japan,Rachel Vasquez,Tennis,Bronze,21
1984,Summer,Australia,Anne Washington,Rowing,Gold,35
1984,Summer,South Africa,Tiffany Macdonald,Boxing,,36
1984,Summer,Australia,Kristin Hunter,Gymnastics,Gold,32
1984,Summer,South Africa,Tony Lindsey,Swimming,Bronze,34
1984,Summer,Brazil,Brittany Taylor,Tennis,Silver,31
1984,Summer,South Korea,Diana Fischer,Cycling,Silver,25
1984,Summer,South Africa,Kyle Jackson,Swimming,Silver,30
1984,Summer,Brazil,Sarah Maldonado,Boxing,Bronze,32
1984,Summer,USA,Jason Davis,Athletics,Gold,20
1984,Summer,France,Travis Kelly,Weightlifting,Bronze,27
1984,Summer,Italy,Henry Wilson,Soccer,,24
1984,Summer,Australia,Dana Miller,Basketball,Gold,28
1984,Summer,UK,John Ross,Rowing,Gold,31
1984,Summer,Canada,Dawn Scott,Tennis,Silver,27
1984,Summer,India,Martin Burton,Rowing,Gold,19
1984,Summer,China,Brett King,Soccer,Gold,21
1984,Summer,South Korea,Rebecca Kelly,Cycling,Silver,26
1984,Summer,Brazil,John Johnson,Gymnastics,Silver,27
1984,Summer,Canada,Crystal Novak,Cycling,,23
1984,Summer,Germany,Michael Bailey,Cycling,Gold,18
1984,Summer,Italy,Julie Nichols,Rowing,Silver,33
1984,Summer,Japan,Karen Jenkins,Tennis,,29
1984,Summer,Brazil,Joseph Johnson,Rowing,Gold,37
1984,Summer,UK,Corey Dominguez,Cycling,Bronze,29
1984,Summer,UK,Daniel Lin DVM,Athletics,Bronze,28
1984,Summer,UK,Dorothy Mcgrath,Basketball,Silver,38
1984,Summer,Brazil,Amy Barr,Tennis,,19
1984,Summer,Russia,Wendy Klein,Weightlifting,Gold,21
1984,Summer,Italy,Travis Mills,Swimming,,25
1984,Summer,South Korea,Jennifer Johnson,Boxing,Gold,21
1984,Summer,USA,Timothy Rodriguez,Tennis,,27
1984,Summer,USA,George Valentine,Weightlifting,Gold,39
1984,Summer,China,Andrea Sutton,Tennis,Silver,40
1984,Summer,USA,William Forbes,Swimming,Gold,27
1984,Summer,China,Eric Maddox,Gymnastics,Gold,22
1984,Summer,Italy,Kimberly Coleman,Boxing,Bronze,25
1984,Summer,Australia,Benjamin Friedman,Rowing,,29
1984,Summer,UK,Glenda Marshall,Swimming,Silver,33
1984,Summer,Japan,Linda Rodriguez,Soccer,,35
1984,Summer,France,Kimberly Gallagher,Rowing,,25
1984,Summer,Germany,Luis Browning,Tennis,Silver,18
1984,Summer,France,Wesley Alexander,Swimming,Gold,22
1984,Summer,South Korea,Mrs. Angela Vaughn,Weightlifting,Bronze,25
1984,Summer,UK,Kimberly Reed,Basketball,Gold,20
1984,Summer,China,Tricia Morgan,Basketball,Bronze,21
1984,Summer,UK,Jonathan Fernandez,Soccer,Silver,26
1984,Summer,UK,Katherine Young,Cycling,Bronze,28
1984,Summer,Germany,David Bennett,Rowing,Silver,35
1984,Summer,China,Kara Hoffman,Tennis,Gold,31
1984,Summer,Germany,Randall Carlson,Basketball,,20
1984,Summer,South Africa,James Adams,Swimming,Silver,18
1984,Summer,Germany,Kenneth Shepherd,Swimming,Silver,20
1984,Summer,Italy,Catherine Anderson,Cycling,Silver,30
1984,Summer,South Africa,Charles Johnson,Gymnastics,Gold,25
1984,Summer,USA,Tammy Levy,Cycling,Gold,19
1984,Summer,USA,Caroline Thompson,Cycling,Silver,35
