Year,Type,Country,Athlete,Sport,Medal,Age
1988,Winter,Germany,Paula Tran,Curling,Silver,36
1988,Winter,China,Michelle Holland,Bobsleigh,Silver,32
1988,Winter,Italy,Dennis Spencer,Bobsleigh,Bronze,20
1988,Winter,Japan,Charles Taylor,Ice Hockey,Silver,19
1988,Winter,Russia,Daniel Jones,Snowboarding,Bronze,25
1988,Winter,Germany,Robert Adams,Figure Skating,Bronze,26
1988,Winter,South Korea,Marcia Ellis,Speed Skating,,30
1988,Winter,Australia,Tiffany Vargas,Snowboarding,Gold,25
1988,Winter,China,Jennifer Padilla,Speed Skating,Gold,23
1988,Winter,South Korea,Hannah Wagner,Bobsleigh,Silver,19
1988,Winter,Russia,Stephen Wilson,Speed Skating,Gold,40
1988,Winter,China,Ruth Cunningham,Skiing,Gold,37
1988,Winter,South Africa,Christopher Casey,Ice Hockey,,25
1988,Winter,Brazil,Courtney Hall,Skiing,Silver,40
1988,Winter,South Africa,Justin Ortiz,Figure Skating,Gold,24
1988,Winter,USA,Angela Dunlap,Skiing,Silver,33
1988,Winter,South Africa,Michael Wells DVM,Biathlon,Silver,39
1988,Winter,France,Brian Watkins,Bobsleigh,Silver,23
1988,Winter,South Korea,Jason Landry,Figure Skating,,31
1988,Winter,USA,Jerry Jones,Figure Skating,Bronze,33
1988,Winter,Russia,Ryan Powell,Ice Hockey,Silver,35
1988,Winter,France,Mr. Dustin Ross,Biathlon,Bronze,24
1988,Winter,Germany,Tracy Richardson,Ice Hockey,Silver,31
1988,Winter,Russia,Carrie Lawson,Curling,Silver,29
1988,Winter,USA,Alex Kelly,Bobsleigh,,39
1988,Winter,UK,Joseph Lloyd,Speed Skating,Bronze,29
1988,Winter,Russia,Jessica Evans,Skiing,,35
1988,Winter,UK,Jessica White,Biathlon,Silver,22
1988,Winter,South Africa,Emily Mccullough,Ice Hockey,,25
1988,Winter,China,Joy Morris,Ice Hockey,Bronze,32
1988,Winter,France,Catherine Adams,Speed Skating,,24
1988,Winter,Canada,Aaron Wright,Snowboarding,,37
1988,Winter,France,Marc Walker,Bobsleigh,Bronze,32
1988,Winter,China,Tara Alvarez,Bobsleigh,Silver,32
1988,Winter,South Korea,Zachary Roberts,Curling,Silver,25
1988,Winter,Australia,John Webb,Ice Hockey,,39
1988,Winter,Japan,Bethany Jones,Bobsleigh,Bronze,19
1988,Winter,India,Kristina Padilla,Ice Hockey,Bronze,32
1988,Winter,Japan,Kendra Smith,Curling,Gold,21
1988,Winter,Germany,Donald Burns,Ice Hockey,Gold,29
1988,Winter,Russia,Mr. Ronald Anderson,Biathlon,Bronze,29
1988,Winter,Brazil,Marcia Hunt,Snowboarding,Silver,20
1988,Winter,South Africa,Stephen Rodriguez,Bobsleigh,Bronze,31
1988,Winter,South Africa,Linda Larson,Snowboarding,Gold,35
1988,Winter,China,David Estrada,Biathlon,Silver,38
1988,Winter,Canada,Walter Green,Snowboarding,,35
1988,Winter,Russia,Holly Hart,Snowboarding,,39
1988,Winter,Italy,Brenda Rangel,Snowboarding,Silver,34
1988,Winter,USA,Reginald Schneider,Figure Skating,Gold,34
1988,Winter,Russia,Laurie Bush,Biathlon,Bronze,18
1988,Winter,USA,Brittany Alvarez,Skiing,Silver,38
1988,Winter,Russia,Michelle Rose,Skiing,Gold,18
1988,Winter,France,Michelle Jackson,Skiing,Gold,26
1988,Winter,Canada,Melissa Yates,Figure Skating,Silver,33
1988,Winter,India,Laura Hamilton,Figure Skating,,28
1988,Winter,Australia,Zachary Rollins,Snowboarding,,38
1988,Winter,China,Benjamin Peck,Skiing,Silver,39
1988,Winter,Australia,Christopher Frank,Ice Hockey,,36
1988,Winter,South Africa,Steven Whitney,Snowboarding,,39
1988,Winter,South Korea,Maria Campbell,Snowboarding,Bronze,37
1988,Winter,Australia,Lori Brown DDS,Figure Skating,,33
1988,Winter,South Africa,Brittany Duncan,Bobsleigh,Gold,19
1988,Winter,USA,Sara Berry,Ice Hockey,,21
1988,Winter,UK,Angela Henry,Curling,Gold,40
1988,Winter,Canada,Stuart Osborne,Bobsleigh,Silver,39
1988,Winter,Canada,Joseph Hodges,Ice Hockey,Gold,22
