Year,Type,Country,Athlete,Sport,Medal,Age
1917,Summer,Russia,Pam Williams,Rowing,Bronze,36
1917,Summer,Brazil,Donna Rose,Boxing,Silver,37
1917,Summer,USA,Faith Padilla,Boxing,Bronze,29
1917,Summer,Italy,Paul Yoder,Basketball,Silver,28
1917,Summer,Italy,Danielle Walker,Basketball,Gold,33
1917,Summer,Italy,Anthony Reese,Rowing,Bronze,21
1917,Summer,Australia,Rebecca Chen,Soccer,Silver,29
1917,Summer,South Korea,Scott Serrano PhD,Boxing,Bronze,28
1917,Summer,Brazil,Courtney Miles,Athletics,,20
1917,Summer,Italy,Elizabeth Johnson,Boxing,,30
1917,Summer,Germany,Deborah Townsend,Weightlifting,,19
1917,Summer,USA,Jesus Bennett,Weightlifting,,34
1917,Summer,South Africa,Jeremy Smith,Boxing,,37
1917,Summer,Italy,Jacqueline Hernandez,Gymnastics,Gold,32
1917,Summer,Russia,Cody Craig,Swimming,Gold,28
1917,Summer,USA,Teresa Golden,Cycling,Silver,20
1917,Summer,South Korea,Sherry Smith,Weightlifting,Bronze,26
1917,Summer,South Africa,Elizabeth Jones,Soccer,Bronze,31
1917,Summer,USA,Elizabeth Braun,Athletics,,32
1917,Summer,UK,Justin Munoz,Basketball,Silver,26
1917,Summer,France,Brandi Wilson,Rowing,Bronze,40
1917,Summer,South Africa,Megan Pacheco,Athletics,Bronze,21
1917,Summer,France,Holly Adams,Tennis,,22
1917,Summer,Brazil,Stephen Long,Weightlifting,Bronze,20
1917,Summer,India,Vanessa Reilly,Soccer,Gold,25
1917,Summer,South Korea,Charles Pope,Athletics,Bronze,40
1917,Summer,France,Kristen Weaver,Weightlifting,Bronze,39
1917,Summer,Japan,Robert Li,Athletics,Silver,38
1917,Summer,China,Dale Fox,Athletics,Gold,36
1917,Summer,Brazil,Scott Ramos,Weightlifting,Gold,35
1917,Summer,South Africa,Caitlin Williamson,Weightlifting,Bronze,29
1917,Summer,South Africa,Joel Smith,Soccer,Gold,38
1917,Summer,South Korea,Tammy Chandler,Athletics,Gold,31
1917,Summer,Japan,Stanley Barber,Swimming,,26
1917,Summer,USA,Daniel Johnston,Basketball,Bronze,30
1917,Summer,Australia,Carl Howell,Soccer,,18
1917,Summer,India,Daniel Barker PhD,Weightlifting,,37
1917,Summer,Canada,Karen Stevenson,Basketball,Gold,36
1917,Summer,South Korea,Victoria Jones,Boxing,Bronze,29
1917,Summer,France,Tyler Salazar,Tennis,,19
1917,Summer,USA,Sarah Elliott,Swimming,Silver,22
1917,Summer,Russia,Lisa Waller,Swimming,,24
1917,Summer,Brazil,Cheryl Brown,Soccer,Bronze,21
1917,Summer,France,William Riddle,Basketball,Bronze,33
1917,Summer,UK,Hannah Rice,Cycling,Silver,32
1917,Summer,Italy,Ivan Campbell,Cycling,,25
1917,Summer,UK,Janet Schultz,Cycling,Bronze,24
1917,Summer,Japan,Stephanie Lopez,Swimming,Bronze,32
1917,Summer,South Africa,Richard Jones,Weightlifting,Silver,34
1917,Summer,UK,Rebecca Elliott,Soccer,Bronze,21
1917,Summer,Brazil,John Monroe,Boxing,,35
1917,Summer,South Africa,Cynthia Reid,Gymnastics,Silver,19
1917,Summer,South Africa,Meghan Scott,Boxing,Bronze,33
1917,Summer,Brazil,Jordan Lewis,Basketball,Silver,32
1917,Summer,France,Jacob Miles,Athletics,,39
1917,Summer,USA,Stacey Johnson,Soccer,Gold,32
1917,Summer,Canada,Hannah Valdez,Cycling,Silver,35
1917,Summer,UK,Dennis Carter,Basketball,,21
1917,Summer,China,Mr. Benjamin Vargas,Tennis,,38
1917,Summer,Brazil,Sheri Payne,Rowing,Silver,34
1917,Summer,South Africa,Chelsea Romero,Gymnastics,,37
1917,Summer,South Africa,Suzanne Perez,Rowing,Silver,28
1917,Summer,Australia,John Carter,Athletics,Bronze,28
1917,Summer,Russia,Laura Hopkins,Soccer,Gold,34
1917,Summer,France,Robert Rhodes,Cycling,Silver,38
1917,Summer,South Korea,Walter Hayes,Boxing,Silver,24
1917,Summer,South Korea,Shelby Colon,Weightlifting,Bronze,20
1917,Summer,Japan,Carolyn Gray,Basketball,Silver,30
1917,Summer,UK,Jennifer Harper,Rowing,,18
1917,Summer,Russia,Diana Potter,Cycling,Bronze,23
1917,Summer,Japan,Timothy Wright,Tennis,Bronze,40
1917,Summer,Canada,Dylan Chambers,Basketball,Bronze,30
1917,Summer,Italy,Julie Moore,Swimming,,37
1917,Summer,Australia,Holly Smith,Soccer,,28
1917,Summer,Japan,Joseph Briggs,Soccer,Gold,40
1917,Summer,Brazil,Dr. Richard Ford MD,Weightlifting,Silver,38
1917,Summer,China,Pamela Bauer,Rowing,,39
1917,Summer,USA,Joshua Mckinney,Athletics,Silver,27
1917,Summer,Russia,Anthony Griffin,Athletics,Gold,22
1917,Summer,Australia,Anthony Thomas,Basketball,Silver,21
1917,Summer,Germany,Sarah Wright,Cycling,Silver,27
1917,Summer,Canada,Wayne Kelly,Athletics,Silver,30
1917,Summer,Russia,Gabriel Thompson,Cycling,Gold,35
1917,Summer,USA,Michael Mcclain,Swimming,Gold,40
1917,Summer,India,Steven Anderson,Rowing,Bronze,31
1917,Summer,South Korea,Edgar Hughes,Swimming,Gold,20
1917,Summer,Australia,Martin Silva DVM,Boxing,,29
1917,Summer,UK,Allison White,Gymnastics,Silver,24
1917,Summer,USA,Donna Wright,Rowing,,18
1917,Summer,Italy,Johnny Castro,Basketball,Silver,22
1917,Summer,South Africa,Julie King,Gymnastics,Gold,40
1917,Summer,Canada,Heather Nelson,Rowing,Gold,29
1917,Summer,South Africa,Patricia Berry,Boxing,Gold,20
1917,Summer,Brazil,Stacy Rojas,Basketball,,33
1917,Summer,Japan,Rebecca James,Boxing,Silver,34
1917,Summer,Brazil,Brad Singh,Swimming,Gold,36
1917,Summer,China,Colleen Snow,Cycling,,40
1917,Summer,South Korea,Caroline Adams,Boxing,,32
1917,Summer,Russia,Bianca Clark,Swimming,,39
1917,Summer,Russia,Gregory Smith,Boxing,Silver,19
1917,Summer,Australia,Gregg Olson,Boxing,Bronze,20
1917,Summer,USA,Erin Lewis,Tennis,Bronze,27
1917,Summer,France,Stephen Green,Soccer,,31
1917,Summer,Germany,Erin Irwin,Boxing,Silver,37
1917,Summer,France,Jaime Moran,Rowing,,25
1917,Summer,Canada,Mark Lee,Cycling,Gold,22
1917,Summer,Canada,Bryan Moss,Athletics,Silver,29
1917,Summer,Canada,Randy Stewart,Basketball,Gold,28
1917,Summer,South Africa,Tanner Collins,Athletics,,25
1917,Summer,UK,Richard Ross,Gymnastics,Silver,35
1917,Summer,China,Charles Blair,Athletics,Bronze,36
1917,Summer,USA,Aimee Bender,Cycling,Gold,37
1917,Summer,India,Erika Bennett,Weightlifting,Gold,34
1917,Summer,India,Danny Stanley,Rowing,Gold,19
1917,Summer,Canada,Peter Ford,Boxing,Bronze,35
1917,Summer,China,Keith Morris,Athletics,,31
1917,Summer,Germany,Laura Martinez,Swimming,Silver,35
1917,Summer,Japan,Jordan Cruz,Gymnastics,Bronze,33
1917,Summer,Russia,Ryan Jones,Athletics,Silver,24
1917,Summer,USA,Carl Lynch,Gymnastics,,35
1917,Summer,India,Scott Stone,Rowing,Bronze,35
1917,Summer,China,Reginald Nelson,Gymnastics,Gold,19
1917,Summer,Australia,Brianna Ibarra,Basketball,,35
1917,Summer,Australia,Christopher Rice,Cycling,,33
1917,Summer,China,Melissa Brady,Athletics,Silver,33
1917,Summer,Australia,Andrea Boone,Athletics,,31
1917,Summer,South Africa,Kevin Dixon,Tennis,,37
1917,Summer,Canada,Janet Curry,Swimming,,30
1917,Summer,China,Kristen Nelson,Rowing,Silver,32
1917,Summer,France,Ryan Butler,Soccer,Bronze,35
1917,Summer,Japan,Matthew Rollins,Rowing,,22
1917,Summer,Brazil,Joseph Williams,Basketball,Silver,34
1917,Summer,Italy,Brenda Lawrence,Athletics,Gold,19
1917,Summer,China,Daniel Thompson,Soccer,Silver,33
1917,Summer,Japan,Thomas Carter,Rowing,Bronze,31
1917,Summer,South Africa,Carl Crawford,Boxing,Bronze,27
1917,Summer,USA,Patrick Johnson,Swimming,Silver,21
1917,Summer,China,Taylor Munoz,Soccer,Gold,28
1917,Summer,UK,Clinton Moore,Basketball,,31
1917,Summer,Japan,James Taylor,Soccer,Silver,39
1917,Summer,Germany,Marcus Mullins,Weightlifting,Gold,19
1917,Summer,Germany,Amanda Cross,Tennis,Gold,24
1917,Summer,Brazil,Thomas Davis,Soccer,,19
1917,Summer,Canada,Anna Castillo,Swimming,Silver,21
1917,Summer,Australia,Emily Adams MD,Basketball,Gold,24
1917,Summer,Russia,Anthony Parrish,Basketball,Bronze,40
1917,Summer,Australia,Ruth Cooper,Athletics,,27
1917,Summer,Canada,Mrs. Lisa Wise,Athletics,Gold,20
1917,Summer,Australia,Ronald Brown,Tennis,,20
1917,Summer,UK,Dennis Glass,Rowing,Silver,21
1917,Summer,Australia,Marcus Wright,Boxing,Bronze,36
1917,Summer,South Africa,Michelle Rivera,Basketball,Silver,21
1917,Summer,UK,Brittany Hernandez,Weightlifting,,24
1917,Summer,France,Gary Hampton,Rowing,Silver,18
1917,Summer,Russia,Christy Anderson,Swimming,Gold,31
1917,Summer,South Africa,Joseph Wood,Cycling,,28
1917,Summer,Italy,Jennifer Singleton,Weightlifting,Bronze,24
1917,Summer,UK,Shane Clark,Athletics,Gold,37
1917,Summer,South Africa,Heather Sanchez,Gymnastics,,24
1917,Summer,India,Kevin Kramer,Cycling,Silver,21
1917,Summer,France,Jordan Maynard,Soccer,Gold,30
1917,Summer,India,Erin Wong,Cycling,,18
1917,Summer,Russia,Darryl Alexander,Tennis,Gold,34
1917,Summer,Russia,Mitchell Jordan,Swimming,,25
1917,Summer,Brazil,Joseph Smith,Weightlifting,Bronze,29
1917,Summer,South Korea,Eric Duarte,Basketball,Silver,37
1917,Summer,USA,Debra Taylor,Basketball,,37
1917,Summer,USA,Robert Smith,Swimming,Bronze,23
1917,Summer,South Africa,Anthony Stanley,Weightlifting,Silver,23
1917,Summer,Brazil,Sherry Goodman,Tennis,,27
1917,Summer,India,Terrance Douglas,Gymnastics,,19
1917,Summer,Canada,Amanda Stein,Boxing,,18
1917,Summer,UK,Robert Smith,Athletics,Gold,22
1917,Summer,Russia,Daniel Irwin,Soccer,,39
1917,Summer,Australia,Michelle Walker,Basketball,Bronze,35
1917,Summer,Canada,Brian Porter,Boxing,Silver,38
1917,Summer,Australia,Phyllis Goodwin,Weightlifting,Bronze,22
1917,Summer,Japan,Gloria Williams,Gymnastics,Bronze,27
1917,Summer,France,Paul Blanchard,Cycling,Gold,37
1917,Summer,Australia,Derrick Phillips,Soccer,Silver,21
1917,Summer,Italy,Kimberly Moses,Swimming,Silver,20
1917,Summer,South Africa,Robin Alvarez,Tennis,Silver,33
1917,Summer,South Africa,Kelly Camacho,Basketball,Gold,37
1917,Summer,Russia,Ashley Cooper,Cycling,Gold,21
1917,Summer,South Korea,Krystal Keller,Tennis,Silver,35
1917,Summer,USA,Regina Woods,Gymnastics,,40
1917,Summer,Russia,Diana Miller,Cycling,Gold,29
1917,Summer,Russia,Peter Bolton,Swimming,Bronze,21
1917,Summer,Germany,Ashley Anderson,Tennis,Gold,34
1917,Summer,Canada,Shane Perry,Soccer,Silver,25
1917,Summer,South Korea,Maria Washington,Weightlifting,,36
1917,Summer,South Africa,Tasha Gregory,Athletics,,39
1917,Summer,USA,Stephen Clark,Athletics,Bronze,25
1917,Summer,China,Stephanie Williams,Boxing,Gold,24
1917,Summer,Italy,Kim Hernandez,Tennis,Bronze,35
1917,Summer,Italy,Lisa Rhodes,Tennis,Gold,31
1917,Summer,UK,Mitchell Young,Athletics,Bronze,34
1917,Summer,Japan,Matthew Mcclain,Gymnastics,,21
1917,Summer,USA,Anne Jones,Cycling,Silver,27
1917,Summer,Japan,Mark Porter,Gymnastics,Bronze,37
1917,Summer,Australia,Jim Howard,Athletics,Silver,33
1917,Summer,Germany,Lonnie Ali,Basketball,Gold,38
1917,Summer,UK,Benjamin Mitchell,Cycling,Gold,21
1917,Summer,South Korea,Heather Wells,Cycling,,40
1917,Summer,China,Jesus Cox,Swimming,,39
1917,Summer,Australia,John Carter,Soccer,Bronze,27
1917,Summer,Australia,Brian Roberts,Swimming,Gold,36
1917,Summer,South Korea,Lisa Mitchell,Swimming,Gold,36
1917,Summer,Canada,Katherine Fischer,Cycling,Gold,27
1917,Summer,Russia,Lisa Gomez,Cycling,Silver,29
1917,Summer,China,Emily Rogers,Athletics,Silver,25
1917,Summer,China,Donald Perez,Swimming,,27
1917,Summer,Germany,Donald Howard,Basketball,,22
1917,Summer,Japan,Alexandra Gonzales,Tennis,Silver,26
1917,Summer,USA,James Nguyen,Gymnastics,Silver,20
1917,Summer,France,Crystal Martin,Weightlifting,Silver,21
1917,Summer,Australia,Timothy Martin,Gymnastics,Gold,30
1917,Summer,Italy,Michelle Owen,Gymnastics,Bronze,19
1917,Summer,South Korea,Karl Mejia,Soccer,Bronze,27
1917,Summer,Italy,Stephanie Zamora,Weightlifting,Gold,30
1917,Summer,UK,Jerry King,Basketball,Bronze,29
1917,Summer,UK,Rhonda Richards,Rowing,,24
1917,Summer,USA,Jeremy Jones,Gymnastics,Silver,25
1917,Summer,India,Christopher White,Weightlifting,Bronze,21
1917,Summer,South Africa,Dylan Goodman,Basketball,Gold,35
1917,Summer,Italy,John Thompson Jr.,Tennis,Bronze,38
1917,Summer,South Korea,Kirk Bennett,Athletics,Gold,39
1917,Summer,Germany,Dawn Barton,Swimming,Bronze,37
1917,Summer,China,Christian Chen,Tennis,,39
1917,Summer,Russia,Stephen Munoz,Soccer,Silver,24
1917,Summer,Australia,Diane Payne,Swimming,Silver,34
1917,Summer,Australia,Martha Byrd,Rowing,Silver,31
1917,Summer,USA,Michele Beck MD,Weightlifting,Gold,33
1917,Summer,South Africa,Charlene Hunter,Boxing,Bronze,26
1917,Summer,Russia,William Ferguson,Cycling,Bronze,29
1917,Summer,France,Jason Sullivan,Tennis,Silver,31
1917,Summer,Canada,Kimberly Trevino,Athletics,,31
1917,Summer,Australia,Tracy Turner,Tennis,,38
1917,Summer,UK,Jonathan Welch,Swimming,,23
1917,Summer,South Africa,Richard Ramsey,Cycling,,23
1917,Summer,France,Sara Jones,Gymnastics,,31
1917,Summer,Italy,Emily Bauer,Athletics,Gold,37
1917,Summer,Brazil,Valerie Salazar,Soccer,Gold,26
1917,Summer,Japan,Derek Whitaker,Cycling,Bronze,22
1917,Summer,South Korea,Kaitlyn Flores,Basketball,,19
1917,Summer,Japan,Colleen Garcia,Rowing,Gold,24
1917,Summer,Australia,Arthur Perez,Cycling,Gold,30
1917,Summer,UK,Jose Gonzalez,Tennis,Gold,22
1917,Summer,Russia,Mary Lamb,Basketball,Gold,21
1917,Summer,Germany,Jennifer Williams,Soccer,,39
1917,Summer,USA,Devin Weber,Basketball,Gold,34
1917,Summer,Russia,Diana Martin PhD,Swimming,,30
1917,Summer,Russia,Jacqueline Hernandez,Gymnastics,Gold,35
1917,Summer,South Africa,Christopher Andrews,Boxing,,25
1917,Summer,Australia,Aaron Santiago,Athletics,,38
1917,Summer,South Africa,Gloria Jones,Tennis,Bronze,37
1917,Summer,Russia,Sarah White,Soccer,,21
1917,Summer,China,Debra Murphy,Boxing,Silver,39
1917,Summer,India,Dylan Mcclure,Swimming,Gold,36
1917,Summer,France,Michael Terry II,Soccer,Bronze,35
1917,Summer,USA,Sara James,Weightlifting,Silver,28
1917,Summer,USA,Kimberly Christensen,Cycling,Bronze,31
1917,Summer,USA,Linda Pearson,Tennis,Bronze,35
1917,Summer,Canada,Cheyenne Armstrong,Rowing,,37
1917,Summer,China,Devin Strong,Rowing,Silver,28
1917,Summer,Russia,Michael Jordan,Gymnastics,,31
1917,Summer,Canada,Nicole Johnson PhD,Soccer,,26
1917,Summer,Brazil,Julie Johnson,Athletics,Silver,37
1917,Summer,Germany,Jade Page,Boxing,Bronze,18
1917,Summer,Italy,Michael Kelly,Rowing,Silver,31
1917,Summer,France,Jeffrey Lewis,Boxing,,29
1917,Summer,Brazil,Ashley Little,Boxing,Bronze,25
1917,Summer,Brazil,Scott Hoffman,Basketball,Bronze,39
1917,Summer,UK,Cathy Williams,Swimming,Bronze,23
1917,Summer,South Africa,Tina Moore,Rowing,Bronze,22
