Year,Type,Country,Athlete,Sport,Medal,Age
1956,Summer,Canada,Willie Banks,Weightlifting,,29
1956,Summer,Brazil,Shane Green,Weightlifting,Bronze,28
1956,Summer,Canada,Eric Martin,Gymnastics,,18
1956,Summer,South Korea,Taylor Baker,Boxing,Gold,22
1956,Summer,China,Mark Lozano,Basketball,Bronze,26
1956,Summer,France,Vincent Mosley,Tennis,Gold,27
1956,Summer,USA,Tiffany Thomas,Rowing,Gold,32
1956,Summer,Canada,Ryan Wilkerson,Weightlifting,Gold,36
1956,Summer,China,Charles Tran,Tennis,,29
1956,Summer,South Korea,Dr. Diane Thompson DDS,Tennis,Gold,18
1956,Summer,Brazil,Ms. Jenna Evans DVM,Cycling,,27
1956,Summer,South Korea,Michael Holloway,Athletics,Silver,23
1956,Summer,South Korea,Nicole Bruce,Swimming,Gold,19
1956,Summer,Australia,Emily Weaver,Rowing,Silver,26
1956,Summer,Japan,Anthony Phillips,Soccer,Bronze,21
1956,Summer,South Korea,Ryan Stafford,Weightlifting,Gold,28
1956,Summer,China,Robert Collins,Basketball,Silver,22
1956,Summer,Canada,Samantha Mathews,Swimming,Bronze,37
1956,Summer,Japan,Christina Cook,Athletics,Silver,30
1956,Summer,Russia,Adam Evans Jr.,Soccer,Gold,30
1956,Summer,Brazil,Shannon Adkins,Basketball,Bronze,19
1956,Summer,UK,Mrs. Alicia Lopez,Athletics,Silver,18
1956,Summer,Italy,William Hernandez,Rowing,Gold,21
1956,Summer,India,Sarah Gould,Basketball,,26
1956,Summer,Germany,Angela Carney,Rowing,,38
1956,Summer,Brazil,Joshua King,Soccer,,35
1956,Summer,Australia,Rebecca Spencer,Basketball,,35
1956,Summer,Japan,Shelby Keith,Basketball,Bronze,27
1956,Summer,France,Tammie Mitchell,Swimming,,29
1956,Summer,USA,Micheal Walker,Athletics,Silver,23
1956,Summer,Italy,Jeffrey Cruz,Gymnastics,,30
1956,Summer,UK,Janice Jackson,Cycling,Silver,37
1956,Summer,USA,Michelle Parker,Rowing,Silver,20
1956,Summer,Germany,Julian Berry,Cycling,,35
1956,Summer,India,Curtis Keller,Weightlifting,,19
1956,Summer,UK,David Guzman,Swimming,,40
1956,Summer,Canada,Christopher Anderson,Athletics,Bronze,40
1956,Summer,Japan,Christine Mcgee,Weightlifting,Gold,21
1956,Summer,Germany,Gabriel Williams,Weightlifting,Bronze,37
1956,Summer,UK,Luis Peters,Soccer,Silver,40
1956,Summer,China,Melissa Duncan,Swimming,Silver,35
1956,Summer,China,Danielle Taylor,Cycling,Gold,20
1956,Summer,Germany,Richard Johnson,Basketball,Bronze,31
1956,Summer,UK,Whitney Arnold,Cycling,Gold,29
1956,Summer,Japan,Shawn Harrison,Boxing,,40
1956,Summer,Germany,Jeremy Farley,Gymnastics,,35
1956,Summer,France,Brittney Sandoval,Basketball,Silver,33
1956,Summer,Australia,Jason Lopez,Soccer,Gold,30
1956,Summer,India,Danielle Wells,Soccer,Bronze,40
1956,Summer,USA,Christine Gonzalez,Tennis,Silver,36
1956,Summer,India,Jordan Sanford,Rowing,Gold,35
1956,Summer,France,Veronica Atkins,Athletics,,33
1956,Summer,Canada,Christopher Davis,Soccer,Gold,23
1956,Summer,Russia,Cynthia Jenkins,Basketball,Gold,40
1956,Summer,Italy,Jonathan Gonzalez,Basketball,Gold,25
1956,Summer,Japan,Donna Macdonald,Soccer,Silver,18
1956,Summer,South Africa,Rachel Martinez,Boxing,Silver,39
1956,Summer,South Korea,Jennifer Archer,Tennis,,34
1956,Summer,Italy,Derrick Phillips,Boxing,,23
1956,Summer,Germany,Kenneth Greene,Basketball,Gold,21
1956,Summer,Brazil,Megan Singleton,Cycling,,23
1956,Summer,Canada,Nicole Quinn,Athletics,,29
1956,Summer,China,Karen Barnett,Soccer,Silver,35
1956,Summer,Australia,Amy Scott,Weightlifting,Silver,22
1956,Summer,South Korea,Taylor Johnson,Boxing,,18
1956,Summer,Brazil,Benjamin Garcia,Rowing,,24
1956,Summer,France,Cindy Buckley,Weightlifting,Bronze,26
1956,Summer,France,Benjamin Brown,Cycling,Silver,26
1956,Summer,France,Jennifer Curtis,Rowing,Gold,30
1956,Summer,Australia,Andrea Spears DVM,Athletics,Gold,25
1956,Summer,USA,Robert Lopez,Swimming,Bronze,39
1956,Summer,India,John Anderson,Gymnastics,Bronze,25
1956,Summer,South Africa,Donald Kelly,Gymnastics,,22
1956,Summer,Australia,Amanda Price,Soccer,Bronze,33
1956,Summer,Germany,Jessica Williamson,Soccer,,23
1956,Summer,Russia,Tonya Owens,Swimming,Silver,30
1956,Summer,Brazil,Jessica Brown,Soccer,Gold,39
1956,Summer,Japan,Marilyn Garcia,Basketball,Gold,31
1956,Summer,Japan,Nicolas Blevins,Rowing,Gold,19
1956,Summer,South Africa,Heidi Ray,Swimming,Bronze,30
1956,Summer,USA,Daniel Miller,Gymnastics,Gold,27
1956,Summer,China,Ricardo Horton,Soccer,Gold,22
1956,Summer,Australia,Karen Mccarthy,Athletics,Gold,39
1956,Summer,Italy,Lori Jones,Gymnastics,,24
1956,Summer,Italy,Heather Cook,Swimming,Silver,28
1956,Summer,Brazil,Jeanette Miller,Athletics,Gold,30
1956,Summer,China,Nicholas Ford,Gymnastics,Silver,27
1956,Summer,Canada,Jennifer Hood,Tennis,,32
1956,Summer,China,Todd Lewis,Weightlifting,Silver,40
1956,Summer,South Africa,Shannon Peterson,Tennis,,35
1956,Summer,France,Courtney Smith,Gymnastics,Silver,32
1956,Summer,China,Ryan Morris,Athletics,Bronze,33
1956,Summer,Canada,Nichole Murphy,Boxing,,24
1956,Summer,Italy,Thomas Gibson,Tennis,,19
