Year,Type,Country,Athlete,Sport,Medal,Age
1941,Winter,France,Antonio Ferguson,Speed Skating,Bronze,22
1941,Winter,China,Amber Bauer,Bobsleigh,Silver,23
1941,Winter,UK,Luis Brady,Figure Skating,,24
1941,Winter,South Africa,Jessica Mckay,Curling,Bronze,35
1941,Winter,UK,Theresa Woods,Skiing,Silver,18
1941,Winter,South Africa,Cindy Ellis,Bobsleigh,,35
1941,Winter,France,Joel Warner,Snowboarding,Silver,20
1941,Winter,Japan,Erica Martinez,Curling,Silver,37
1941,Winter,South Africa,Rebekah Davis,Ice Hockey,,31
1941,Winter,Brazil,Hannah Perez,Figure Skating,Silver,18
1941,Winter,South Korea,Christopher Hawkins,Skiing,Silver,26
1941,Winter,Canada,Paul Dudley,Snowboarding,,28
1941,Winter,China,Katelyn Oneal,Skiing,,26
1941,Winter,China,Tiffany Baker,Bobsleigh,Gold,36
1941,Winter,Canada,Frank Morgan,Figure Skating,Bronze,31
1941,Winter,South Africa,Kimberly Harris,Skiing,Gold,38
1941,Winter,China,Sheri Parker,Skiing,,26
1941,Winter,Japan,Veronica Rosales,Snowboarding,Bronze,25
1941,Winter,Canada,Michelle Molina,Skiing,Bronze,31
1941,Winter,China,Autumn Warren,Biathlon,,18
1941,Winter,Australia,Ashley Duncan,Curling,,18
1941,Winter,USA,Nathan Pineda,Biathlon,Silver,28
1941,Winter,Russia,Joshua Mclaughlin,Snowboarding,Gold,26
1941,Winter,Italy,Tamara Miller,Bobsleigh,Gold,31
1941,Winter,South Korea,Kevin Davis,Speed Skating,Gold,34
1941,Winter,UK,Ashley Thompson,Figure Skating,Bronze,38
1941,Winter,Italy,Tyler Murphy,Figure Skating,,21
1941,Winter,Brazil,Shane Jefferson,Speed Skating,Gold,33
1941,Winter,Australia,Kyle Mcmillan,Biathlon,Bronze,36
1941,Winter,Russia,Joshua Mendoza,Curling,Gold,27
1941,Winter,Brazil,April Moran,Bobsleigh,Bronze,38
1941,Winter,South Africa,Jamie Griffith MD,Bobsleigh,Bronze,36
1941,Winter,China,Carl Powell,Curling,Bronze,23
1941,Winter,South Korea,John Greer,Curling,,34
1941,Winter,Japan,Caleb Campbell,Skiing,Silver,19
1941,Winter,Russia,Mr. Marcus Henry,Ice Hockey,,21
