Year,Type,Country,Athlete,Sport,Medal,Age
1952,Winter,South Korea,John White,Figure Skating,Bronze,35
1952,Winter,USA,Kelsey Woods,Speed Skating,Gold,32
1952,Winter,Russia,Janet Murphy,Speed Skating,Silver,22
1952,Winter,Australia,Lisa Hall,Skiing,,22
1952,Winter,Canada,Zachary Ruiz,Biathlon,Gold,38
1952,Winter,Russia,Amanda Simmons,Snowboarding,,32
1952,Winter,Japan,Tiffany Stone,Biathlon,Gold,30
1952,Winter,USA,Laura Woodard,Speed Skating,Silver,29
1952,Winter,UK,Wendy Coleman,Figure Skating,Silver,30
1952,Winter,South Africa,David Johnson,Snowboarding,,24
1952,Winter,South Korea,Joseph Roberts,Snowboarding,Gold,22
1952,Winter,Japan,John Wright,Skiing,Gold,40
1952,Winter,Australia,Justin Morgan,Figure Skating,Gold,37
1952,Winter,France,Michael Carroll,Speed Skating,Silver,40
1952,Winter,Japan,Stacy Odonnell,Biathlon,Silver,28
1952,Winter,South Korea,Abigail Jackson,Bobsleigh,,32
1952,Winter,Australia,Rebecca Sanders,Ice Hockey,,37
1952,Winter,India,Corey Warren,Figure Skating,,37
1952,Winter,China,Linda Estrada,Figure Skating,,28
1952,Winter,Australia,Christina Castillo,Speed Skating,Bronze,37
1952,Winter,Russia,Andrew Jordan,Curling,,27
1952,Winter,France,David Hall,Skiing,Gold,39
1952,Winter,Canada,Brianna Weaver,Figure Skating,Silver,18
1952,Winter,South Africa,Tammy Bishop,Curling,,31
1952,Winter,Germany,Barbara Hawkins,Snowboarding,Gold,32
1952,Winter,China,Brenda Fernandez,Snowboarding,Bronze,40
1952,Winter,Italy,Tammy Roberts,Figure Skating,Gold,35
1952,Winter,UK,Angela Kline,Skiing,Gold,35
1952,Winter,Canada,Gary Miller,Bobsleigh,,36
1952,Winter,Canada,John Jones,Figure Skating,,40
1952,Winter,Brazil,Warren Williams,Ice Hockey,Silver,32
1952,Winter,Australia,Jennifer Chambers,Speed Skating,Silver,38
1952,Winter,Germany,Sheryl Peterson,Skiing,,21
1952,Winter,Canada,Daniel Williams,Curling,Bronze,32
1952,Winter,South Africa,Molly Kelley,Biathlon,,22
