Year,Type,Country,Athlete,Sport,Medal,Age
1929,Summer,USA,James Bowers,Boxing,Gold,29
1929,Summer,UK,Cheryl Johnson,Swimming,Gold,24
1929,Summer,Germany,Cheryl Ramirez,Tennis,Silver,37
1929,Summer,India,Jason Horn,Gymnastics,Gold,40
1929,Summer,UK,Denise Rollins,Basketball,Silver,37
1929,Summer,USA,Joseph Cruz,Gymnastics,Silver,35
1929,Summer,Germany,Todd Wood,Boxing,,31
1929,Summer,China,Adrian Newman,Swimming,Gold,29
1929,Summer,Canada,Sara Brown,Athletics,Gold,31
1929,Summer,India,Shannon Stone,Gymnastics,Silver,26
1929,Summer,Brazil,John Eaton,Basketball,Bronze,19
1929,Summer,Japan,Kerry Wilson,Boxing,Bronze,32
1929,Summer,Russia,Jessica King,Swimming,Silver,24
1929,Summer,USA,Dale Delgado,Cycling,Gold,20
1929,Summer,South Africa,Rachel Oneal,Athletics,Bronze,24
1929,Summer,USA,Joseph Moore,Weightlifting,Silver,18
1929,Summer,South Korea,Wendy Mitchell,Cycling,Bronze,38
1929,Summer,China,Carla Jones,Soccer,Bronze,31
1929,Summer,Russia,Amanda Johnson,Tennis,Bronze,23
1929,Summer,Canada,Rachel Gibson,Basketball,Gold,36
1929,Summer,Canada,Stephen Wright,Cycling,Silver,28
1929,Summer,Canada,Randall Solis,Swimming,Gold,35
1929,Summer,South Korea,Margaret Nichols,Rowing,,36
1929,Summer,South Africa,John Perry,Swimming,Gold,30
1929,Summer,India,Michele Serrano,Rowing,,20
1929,Summer,Italy,Brad Thomas,Rowing,,26
1929,Summer,Italy,Carrie Murray,Boxing,Bronze,19
1929,Summer,Italy,Lori Branch,Basketball,Gold,35
1929,Summer,China,Martin Acevedo,Cycling,,29
1929,Summer,Australia,Brian Moss,Weightlifting,Silver,32
1929,Summer,South Korea,Beth Lewis,Basketball,Silver,30
1929,Summer,Australia,Dakota Wood,Gymnastics,Gold,25
1929,Summer,India,Charles Hicks,Rowing,,35
1929,Summer,Canada,Zachary Lane,Weightlifting,Gold,19
1929,Summer,Canada,Derek Washington,Boxing,Gold,40
1929,Summer,USA,Kristin Kelly,Boxing,Bronze,29
1929,Summer,Canada,Heather Patel,Rowing,Silver,35
1929,Summer,UK,Cole Ross DDS,Cycling,Silver,35
1929,Summer,Germany,Tracy Sanchez,Gymnastics,Silver,23
1929,Summer,Australia,John Clay,Basketball,Bronze,26
1929,Summer,France,Nicholas Jones,Rowing,Bronze,28
1929,Summer,France,Mark Edwards,Cycling,,28
1929,Summer,Japan,Melissa Miller,Swimming,Silver,31
1929,Summer,China,Sarah Jones,Swimming,Gold,23
1929,Summer,South Africa,William Ramos,Weightlifting,,39
1929,Summer,Canada,Michael Baxter,Rowing,Bronze,34
1929,Summer,USA,Christopher Hines,Boxing,Gold,19
1929,Summer,Italy,Larry Martinez,Athletics,Bronze,38
1929,Summer,India,Paul Rojas,Cycling,Gold,29
1929,Summer,Germany,Mark Neal,Rowing,,25
1929,Summer,Canada,Daniel Butler,Tennis,Silver,31
1929,Summer,China,Daisy Roberts,Cycling,Silver,40
1929,Summer,China,Crystal Oconnell,Cycling,Gold,22
1929,Summer,France,Nathaniel Crosby,Gymnastics,Gold,39
1929,Summer,India,Amber Glover,Athletics,Gold,31
1929,Summer,Australia,Christina Morris MD,Weightlifting,Bronze,28
1929,Summer,Japan,Michelle Mckay,Rowing,Gold,27
1929,Summer,Japan,Jason Friedman,Boxing,Gold,27
1929,Summer,USA,Heather Hurst,Gymnastics,Silver,18
1929,Summer,France,Nicole Rodriguez,Rowing,,27
1929,Summer,Germany,Sarah Castillo,Soccer,,32
1929,Summer,Canada,Kimberly Richardson,Soccer,,23
1929,Summer,Italy,Christopher Johnson,Boxing,Gold,32
1929,Summer,South Korea,Peter Lucero,Rowing,Silver,40
1929,Summer,Germany,Cynthia Myers,Tennis,Gold,39
1929,Summer,South Korea,Mrs. Brittany Olson,Tennis,Silver,28
1929,Summer,UK,Patricia Quinn,Weightlifting,Bronze,29
1929,Summer,Japan,Sarah Marsh,Weightlifting,,36
1929,Summer,Canada,Katie Williams,Boxing,,32
1929,Summer,South Africa,Carolyn Walsh,Basketball,,22
1929,Summer,Russia,Zachary Cruz,Boxing,,20
1929,Summer,USA,Amy Jimenez MD,Tennis,Bronze,31
1929,Summer,India,Kayla Roberts,Soccer,,24
1929,Summer,Brazil,Walter Hayes,Rowing,,19
1929,Summer,Canada,Victor Brewer,Swimming,,38
1929,Summer,Germany,Nathan Ramirez,Swimming,Bronze,29
1929,Summer,Brazil,Steven Lucas,Basketball,Silver,29
1929,Summer,Brazil,Pamela Lewis,Gymnastics,Gold,31
1929,Summer,China,Yvonne Rogers,Tennis,,36
