Year,Type,Country,Athlete,Sport,Medal,Age
2011,Summer,Germany,John Young,Basketball,Gold,32
2011,Summer,Japan,David Brooks,Rowing,,20
2011,Summer,Brazil,George Harris,Swimming,Gold,22
2011,Summer,China,Jennifer Brown,Rowing,Silver,22
2011,Summer,Australia,Kevin Thomas Jr.,Soccer,Silver,38
2011,Summer,Germany,Regina Bryant,Basketball,,37
2011,Summer,Brazil,Holly Holland,Athletics,Bronze,34
2011,Summer,USA,Kenneth Martin,Tennis,Silver,37
2011,Summer,Germany,Jason Jones,Soccer,Bronze,40
2011,Summer,Italy,Timothy Villegas,Gymnastics,,34
2011,Summer,South Africa,Matthew Reynolds,Gymnastics,Bronze,21
2011,Summer,Russia,Nancy Powell,Rowing,Gold,22
2011,Summer,India,Jason Ball,Weightlifting,Bronze,35
2011,Summer,Brazil,Emily Nunez,Gymnastics,Silver,24
2011,Summer,China,Christopher Doyle,Tennis,,33
2011,Summer,Australia,Luke Guerrero,Rowing,,37
2011,Summer,China,Leah Powers,Cycling,Silver,35
2011,Summer,Japan,Diane Thompson,Boxing,Silver,18
2011,Summer,UK,Willie Stewart,Cycling,Gold,39
2011,Summer,UK,Victoria Olson,Swimming,,19
2011,Summer,UK,Mrs. Ashley Johnson,Gymnastics,Bronze,24
2011,Summer,South Korea,Steven Khan,Tennis,,26
2011,Summer,Canada,Bruce Fritz,Swimming,Gold,33
2011,Summer,Canada,Elizabeth Palmer,Basketball,Silver,32
2011,Summer,India,Ricardo Hughes,Soccer,Bronze,25
2011,Summer,Australia,Michael Alexander,Tennis,Silver,40
2011,Summer,Russia,Mark Smith,Swimming,Gold,22
2011,Summer,China,Gordon Barrera,Weightlifting,Silver,39
2011,Summer,Brazil,James Wallace,Boxing,Silver,19
2011,Summer,France,Sandra Williams,Tennis,Gold,40
2011,Summer,Australia,Christian Pearson,Boxing,Gold,32
2011,Summer,Australia,Emily Rodriguez,Rowing,Bronze,37
2011,Summer,Australia,Mary Smith,Weightlifting,Bronze,34
2011,Summer,Japan,Rita Melton,Swimming,Bronze,38
2011,Summer,India,David Bowman,Basketball,Silver,19
2011,Summer,Japan,Jeffrey Howell,Athletics,Silver,40
2011,Summer,South Korea,Bobby Herrera,Boxing,Gold,35
2011,Summer,South Korea,Jessica Martin,Tennis,Silver,33
2011,Summer,Japan,Ashley Mitchell,Gymnastics,Bronze,18
2011,Summer,Russia,Troy White,Gymnastics,Gold,23
2011,Summer,France,Sharon Stanton,Gymnastics,Gold,30
2011,Summer,UK,Jesse Jackson,Athletics,Bronze,38
2011,Summer,Russia,Jeffrey Grant,Rowing,Gold,24
2011,Summer,Australia,Anthony Davis,Athletics,Bronze,29
2011,Summer,Russia,Jennifer Carpenter,Swimming,Gold,33
2011,Summer,Italy,Kimberly Chen,Rowing,Gold,29
2011,Summer,Germany,Justin Allen,Basketball,Gold,38
2011,Summer,South Africa,Angela Watson MD,Gymnastics,Silver,29
2011,Summer,Italy,Kristi Smith,Rowing,,27
2011,Summer,UK,Gina Kelley,Basketball,Bronze,20
2011,Summer,Canada,Kristi Perez,Cycling,Bronze,31
2011,Summer,South Korea,Gina Estrada,Boxing,,37
2011,Summer,Canada,David Allen,Swimming,Gold,25
2011,Summer,Russia,Shawn Meyer,Weightlifting,,37
2011,Summer,Germany,Jeremiah Sherman,Basketball,Silver,37
2011,Summer,Australia,Wayne Guerrero,Boxing,Gold,20
2011,Summer,South Africa,Alyssa Cook,Cycling,Gold,24
2011,Summer,France,Michelle Hernandez,Weightlifting,Gold,23
2011,Summer,Germany,Jennifer Dawson,Basketball,,22
2011,Summer,South Africa,Joseph Harris,Weightlifting,Bronze,21
2011,Summer,Canada,Kelly Turner,Boxing,Gold,30
