Year,Type,Country,Athlete,Sport,Medal,Age
1975,Summer,Brazil,Kathryn Contreras,Tennis,Silver,20
1975,Summer,South Korea,Nancy Warren,Cycling,Bronze,20
1975,Summer,South Africa,Mark Davis,Rowing,Gold,22
1975,Summer,Russia,Karl Hughes,Weightlifting,Bronze,27
1975,Summer,France,Carlos Nielsen,Soccer,Gold,40
1975,Summer,UK,Amy Clark,Gymnastics,Bronze,38
1975,Summer,Russia,Robin Hill,Weightlifting,Silver,37
1975,Summer,Japan,Kevin Freeman,Tennis,,32
1975,Summer,China,Patricia Whitehead,Basketball,Silver,35
1975,Summer,UK,Tracy Bowman,Basketball,Bronze,39
1975,Summer,USA,Casey Williams,Athletics,Silver,23
1975,Summer,Italy,Jennifer Lewis,Swimming,Silver,39
1975,Summer,Germany,Sharon Harrell,Weightlifting,,24
1975,Summer,Russia,Gary Richards,Soccer,Silver,35
1975,Summer,Italy,Ryan Garcia,Weightlifting,Silver,33
1975,Summer,Japan,Juan Zamora,Athletics,Gold,38
1975,Summer,Australia,Daniel Bond,Boxing,,39
1975,Summer,Germany,Amanda Larson,Basketball,Bronze,21
1975,Summer,South Africa,Brian Miller,Athletics,,35
1975,Summer,South Korea,Mark Hopkins,Tennis,Silver,29
1975,Summer,UK,Dr. Judith Mathis,Basketball,,36
1975,Summer,South Korea,Dennis Nelson,Gymnastics,,31
1975,Summer,Italy,Stacey Casey,Tennis,,19
1975,Summer,USA,Stephanie Brown,Swimming,Bronze,23
1975,Summer,Russia,Patricia Wright,Boxing,Silver,38
1975,Summer,UK,Edwin Hanna,Gymnastics,Bronze,38
1975,Summer,Germany,Richard Wong,Swimming,Gold,30
1975,Summer,Russia,Katie Shepherd,Athletics,Silver,23
1975,Summer,China,Kristen Woods,Soccer,Bronze,40
1975,Summer,Germany,Paul Brown,Swimming,Bronze,22
1975,Summer,Germany,Jeffrey Black,Athletics,,18
1975,Summer,Germany,Matthew Powell,Cycling,Silver,32
1975,Summer,Canada,Erika Garrett,Rowing,Bronze,27
1975,Summer,India,Sandra Estrada,Basketball,Silver,32
1975,Summer,UK,Kayla Todd,Rowing,Silver,22
1975,Summer,China,Nicole Pruitt,Tennis,Gold,28
1975,Summer,France,David Gordon,Basketball,Bronze,33
