Year,Type,Country,Athlete,Sport,Medal,Age
1977,Winter,Russia,Larry Taylor,Skiing,Silver,29
1977,Winter,Russia,Christopher Garcia,Biathlon,,21
1977,Winter,Canada,Selena Diaz,Curling,,38
1977,Winter,France,Angela Levy,Figure Skating,,31
1977,Winter,South Korea,Cynthia Nguyen,Snowboarding,,31
1977,Winter,USA,Samantha Palmer,Biathlon,,36
1977,Winter,Italy,Mrs. Amy Green,Bobsleigh,Silver,35
1977,Winter,South Korea,Corey Phillips,Snowboarding,,33
1977,Winter,France,Brandon Larson,Curling,Silver,37
1977,Winter,France,Robert King,Snowboarding,Gold,35
1977,Winter,Russia,William Mitchell,Figure Skating,,23
1977,Winter,Japan,Brianna Ruiz,Figure Skating,Gold,19
1977,Winter,UK,Sara Brady,Biathlon,Silver,38
1977,Winter,UK,Alicia Johnson,Skiing,Silver,24
1977,Winter,Japan,Ronnie Edwards,Speed Skating,Silver,23
1977,Winter,UK,Jonathan Lucas,Curling,Gold,24
1977,Winter,France,Ryan Rodriguez,Figure Skating,Silver,29
1977,Winter,Japan,Morgan Yang,Bobsleigh,Silver,20
1977,Winter,Australia,Alyssa Pruitt,Figure Skating,Gold,26
1977,Winter,Australia,Paul Castro,Skiing,Silver,21
1977,Winter,South Africa,Laura Barnes,Skiing,,22
1977,Winter,Japan,David White,Biathlon,Bronze,25
1977,Winter,France,Alexandra Jackson,Skiing,Gold,22
1977,Winter,Canada,Kathleen Riggs,Ice Hockey,Bronze,28
1977,Winter,Canada,Ryan Smith,Skiing,Silver,32
1977,Winter,India,Stephanie Campos,Biathlon,Gold,20
1977,Winter,UK,Ryan Young,Figure Skating,Silver,31
1977,Winter,Russia,Michael Powell,Snowboarding,Bronze,28
1977,Winter,Italy,Lauren Perez,Ice Hockey,Silver,21
1977,Winter,Australia,Sean Myers,Curling,Gold,24
1977,Winter,France,Lauren Booker,Speed Skating,Bronze,32
1977,Winter,Australia,Brett Jones,Snowboarding,Bronze,30
1977,Winter,USA,Janet Wilson,Snowboarding,,35
1977,Winter,India,Courtney Hartman,Biathlon,Bronze,28
1977,Winter,India,Jon Weiss,Skiing,,29
1977,Winter,Italy,Nathan Gutierrez,Ice Hockey,Bronze,36
1977,Winter,Italy,Heather Williams,Skiing,,22
1977,Winter,Russia,Christopher Wood,Skiing,Gold,39
1977,Winter,France,Kathleen Taylor,Skiing,Bronze,26
1977,Winter,Brazil,Penny Harris,Figure Skating,,19
1977,Winter,Australia,Jason Brown,Curling,,34
1977,Winter,Russia,Angela Martin,Figure Skating,Gold,32
1977,Winter,South Africa,Jennifer Reynolds,Snowboarding,Bronze,32
1977,Winter,Russia,Matthew Hodge,Skiing,Bronze,23
1977,Winter,USA,Jason Moody,Biathlon,Silver,22
1977,Winter,Russia,Melinda Sampson,Skiing,Bronze,23
1977,Winter,Canada,Cristina Whitney,Snowboarding,Gold,23
1977,Winter,Japan,Mark Shah,Ice Hockey,Silver,40
1977,Winter,Russia,Brandi Allen,Speed Skating,Gold,26
1977,Winter,UK,Christopher Berry,Bobsleigh,Bronze,40
1977,Winter,UK,Angela Phillips,Biathlon,Gold,21
1977,Winter,South Korea,Vanessa Fletcher,Skiing,,24
1977,Winter,Japan,Herbert Diaz,Skiing,Bronze,18
1977,Winter,USA,Jacob Holt,Skiing,Gold,26
1977,Winter,Australia,Robert Ortiz,Bobsleigh,Bronze,18
1977,Winter,Canada,Sandra Gray,Skiing,Gold,23
